b20	a03	syl
--	odg	true
--	odi	true
--	odo	true
--	odr	true
--	odă	true
--	of-	true
--	ofe	true
--	ofi	true
--	ofr	true
--	ofs	true
--	oft	true
--	ofu	true
--	oga	true
--	ogi	true
--	ogl	true
--	ogo	true
--	ogr	true
--	ogu	true
--	ogâ	true
--	ogă	true
--	oh-	true
--	oha	true
--	ohm	true
--	oho	true
--	ohr	true
--	oi-	true
--	oia	true
--	oic	true
--	oid	true
--	oie	true
--	oii	true
--	oil	true
--	oin	true
--	oiș	true
--	oiț	true
--	oja	true
--	oje	true
--	ojo	true
--	ojă	true
--	ola	true
--	olc	true
--	ole	true
--	olf	true
--	oli	true
--	olm	true
--	olo	true
--	olt	true
--	olu	true
--	olă	true
--	om-	true
--	oma	true
--	omb	true
--	ome	true
--	omf	true
--	omi	true
--	oml	true
--	omn	true
--	omo	true
--	omu	true
--	omz	true
--	omă	true
--	ona	true
--	onc	true
--	ond	true
--	one	true
--	ong	true
--	oni	true
--	ono	true
--	ont	true
--	onă	true
--	ooc	true
--	oof	true
--	oog	true
--	ool	true
--	oos	true
--	oot	true
--	op-	true
--	opa	true
--	ope	true
--	opi	true
--	opl	true
--	opo	true
--	opr	true
--	ops	true
--	opt	true
--	opu	true
--	opă	true
--	opț	true
--	or-	true
--	ora	true
--	orb	true
--	orc	true
--	ord	true
--	ore	true
--	orf	true
--	org	true
--	orh	true
--	ori	true
--	orj	true
--	orl	true
--	orn	true
--	oro	true
--	orp	true
--	ort	true
--	orz	true
--	orâ	true
--	oră	true
--	orș	true
--	orț	true
--	os-	true
--	osa	true
--	osc	true
--	ose	true
--	osi	true
--	osm	true
--	oso	true
--	osp	true
--	osr	true
--	ost	true
--	osu	true
--	osâ	true
--	osă	true
--	ota	true
--	otc	true
--	otf	true
--	oti	true
--	otn	true
--	oto	true
--	otp	true
--	otr	true
--	otu	true
--	otâ	true
--	otă	true
--	ou-	true
--	oua	true
--	oui	true
--	oul	true
--	ouâ	true
--	ouă	true
--	ouș	true
--	ouț	true
--	ova	true
--	ove	true
--	ovi	true
--	ovo	true
--	ovr	true
--	ovu	true
--	ovă	true
--	oxa	true
--	oxi	true
--	oxo	true
--	oza	true
--	oze	true
--	ozo	true
--	oșe	true
--	oșt	true
--	oțe	true
--	oți	true
--	oță	true
--	pa-	true
--	pac	true
--	pad	true
--	paf	true
--	pag	true
--	pah	true
--	pai	true
--	paj	true
--	pak	true
--	pal	true
--	pam	true
--	pan	true
--	pao	true
--	pap	true
--	par	true
--	pas	true
--	pat	true
--	pau	true
--	pav	true
--	paz	true
--	paș	true
--	paț	true
--	pea	true
--	peb	true
--	pec	true
--	ped	true
--	pef	true
--	peg	true
--	peh	true
--	pei	true
--	pej	true
--	pel	true
--	pem	true
--	pen	true
--	peo	true
--	pep	true
--	per	true
--	pes	true
--	pet	true
--	pez	true
--	peș	true
--	peț	true
--	pfe	true
--	pfi	true
--	pfu	true
--	phi	true
--	pia	true
--	pic	true
--	pid	true
--	pie	true
--	pif	true
--	pig	true
--	pih	true
--	pii	true
--	pij	true
--	pil	true
--	pim	true
--	pin	true
--	pio	true
--	pip	true
--	pir	true
--	pis	true
--	pit	true
--	piu	true
--	piv	true
--	pix	true
--	piz	true
--	piș	true
--	piț	true
--	pla	true
--	ple	true
--	pli	true
--	plo	true
--	plu	true
--	plâ	true
--	plă	true
--	pne	true
--	poa	true
--	pob	true
--	poc	true
--	pod	true
--	poe	true
--	pof	true
--	pog	true
--	poh	true
--	poi	true
--	poj	true
--	pol	true
--	pom	true
--	pon	true
--	pop	true
--	por	true
--	pos	true
--	pot	true
--	pov	true
--	poz	true
--	poș	true
--	poț	true
--	pra	true
--	pre	true
--	pri	true
--	pro	true
--	prr	true
--	pru	true
--	prâ	true
--	pră	true
--	psa	true
--	pse	true
--	psi	true
--	pso	true
--	pst	true
--	pte	true
--	pti	true
--	pto	true
--	ptr	true
--	pub	true
--	puc	true
--	pud	true
--	pue	true
--	puf	true
--	pug	true
--	puh	true
--	pui	true
--	pul	true
--	pum	true
--	pun	true
--	pup	true
--	pur	true
--	pus	true
--	put	true
--	puș	true
--	puț	true
--	pâc	true
--	pâi	true
--	pâl	true
--	pân	true
--	pâr	true
--	pâs	true
--	pâș	true
--	păc	true
--	păd	true
--	păf	true
--	păg	true
--	păh	true
--	păi	true
--	păl	true
--	păm	true
--	păn	true
--	păp	true
--	păr	true
--	păs	true
--	păt	true
--	pău	true
--	păz	true
--	păș	true
--	păț	true
--	qua	true
--	que	true
--	qui	true
--	quo	true
--	rab	true
--	rac	true
--	rad	true
--	raf	true
--	rag	true
--	rah	true
--	rai	true
--	raj	true
--	ral	true
--	ram	true
--	ran	true
--	rap	true
--	rar	true
--	ras	true
--	rat	true
--	rav	true
--	raz	true
--	raș	true
--	raț	true
--	re-	true
--	rea	true
--	reb	true
--	rec	true
--	red	true
--	ree	true
--	ref	true
--	reg	true
--	rei	true
--	rej	true
--	rel	true
--	rem	true
--	ren	true
--	reo	true
--	rep	true
--	rer	true
--	res	true
--	ret	true
--	reu	true
--	rev	true
--	rez	true
--	reî	true
--	reș	true
--	reț	true
--	rho	true
--	rhy	true
--	ria	true
--	rib	true
--	ric	true
--	rid	true
--	rif	true
--	rig	true
--	rih	true
--	ril	true
--	rim	true
--	rin	true
--	rio	true
--	rip	true
--	ris	true
--	rit	true
--	riv	true
--	rix	true
--	riz	true
--	riș	true
--	riț	true
--	roa	true
--	rob	true
--	roc	true
--	rod	true
--	rof	true
--	rog	true
--	roh	true
--	roi	true
--	roj	true
--	rol	true
--	rom	true
--	ron	true
--	rop	true
--	ros	true
--	rot	true
--	rou	true
--	rov	true
--	rox	true
--	roy	true
--	roz	true
--	roș	true
--	roț	true
--	rua	true
--	rub	true
--	ruc	true
--	rud	true
--	ruf	true
--	rug	true
--	rui	true
--	ruj	true
--	rul	true
--	rum	true
--	run	true
--	rup	true
--	rur	true
--	rus	true
--	rut	true
--	rux	true
--	ruz	true
--	ruș	true
--	râb	true
--	râc	true
--	râd	true
--	râg	true
--	râi	true
--	râm	true
--	rân	true
--	râp	true
--	râs	true
--	rât	true
--	râu	true
--	râv	true
--	râz	true
--	râș	true
--	răb	true
--	răc	true
--	răd	true
--	răf	true
--	răg	true
--	răi	true
--	răm	true
--	răn	true
--	răp	true
--	răr	true
--	răs	true
--	răt	true
--	rău	true
--	răv	true
--	răz	true
--	răș	true
--	răț	true
--	s--	true
--	sa-	true
--	sab	true
--	sac	true
--	sad	true
--	saf	true
--	sag	true
--	sah	true
--	sai	true
--	sal	true
--	sam	true
--	san	true
--	sap	true
--	sar	true
--	sas	true
--	sat	true
--	sau	true
--	sav	true
--	sax	true
--	saș	true
--	saț	true
--	sbâ	true
--	sca	true
--	sce	true
--	sch	true
--	sci	true
--	scl	true
--	sco	true
--	scr	true
--	scu	true
--	scv	true
--	scâ	true
--	scă	true
--	se-	true
--	sea	true
--	seb	true
--	sec	true
--	sed	true
--	sef	true
--	seg	true
--	sei	true
--	sej	true
--	sel	true
--	sem	true
--	sen	true
--	sep	true
--	seq	true
--	ser	true
--	ses	true
--	set	true
--	seu	true
--	sev	true
--	sex	true
--	sez	true
--	sfa	true
--	sfe	true
--	sfi	true
--	sfo	true
--	sfr	true
--	sfu	true
--	sfâ	true
--	sfă	true
--	sgr	true
--	sha	true
--	sia	true
--	sib	true
--	sic	true
--	sid	true
--	sie	true
--	sif	true
--	sig	true
--	sih	true
--	sil	true
--	sim	true
--	sin	true
--	sio	true
--	sip	true
--	sir	true
--	sis	true
--	sit	true
--	siv	true
--	six	true
--	siz	true
--	ska	true
--	skl	true
--	sla	true
--	sle	true
--	sli	true
--	slo	true
--	slu	true
--	slă	true
--	sma	true
--	sme	true
--	smi	true
--	smo	true
--	smr	true
--	smu	true
--	smâ	true
--	smă	true
--	sna	true
--	sno	true
--	soa	true
--	sob	true
--	soc	true
--	sod	true
--	sof	true
--	soh	true
--	soi	true
--	sol	true
--	som	true
--	son	true
--	sop	true
--	sor	true
--	sos	true
--	sot	true
--	sov	true
--	soț	true
--	spa	true
--	spe	true
--	spi	true
--	spl	true
--	spo	true
--	spr	true
--	spu	true
--	spâ	true
--	spă	true
--	sst	true
--	st-	true
--	sta	true
--	ste	true
--	sti	true
--	sto	true
--	str	true
--	stu	true
--	sty	true
--	stâ	true
--	stă	true
--	sua	true
--	sub	true
--	suc	true
--	sud	true
--	sue	true
--	suf	true
--	sug	true
--	suh	true
--	sui	true
--	suj	true
--	sul	true
--	sum	true
--	sun	true
--	sup	true
--	sur	true
--	sus	true
--	sut	true
--	suv	true
--	suz	true
--	suș	true
--	sva	true
--	sve	true
--	swi	true
--	sâc	true
--	sâm	true
--	sân	true
--	sâr	true
--	sâs	true
--	săb	true
--	săc	true
--	săd	true
--	săg	true
--	săh	true
--	săi	true
--	săl	true
--	săm	true
--	săn	true
--	săp	true
--	săr	true
--	săs	true
--	săt	true
--	său	true
--	săv	true
--	săț	true
--	ta-	true
--	tab	true
--	tac	true
--	tad	true
--	taf	true
--	tag	true
--	tah	true
--	tai	true
--	tal	true
--	tam	true
--	tan	true
--	tao	true
--	tap	true
--	tar	true
--	tas	true
--	tat	true
--	tau	true
--	tav	true
--	tax	true
--	tay	true
--	taș	true
--	taț	true
--	tbi	true
--	te-	true
--	tea	true
--	teb	true
--	tec	true
--	ted	true
--	tef	true
--	teg	true
--	teh	true
--	tei	true
--	tej	true
--	tel	true
--	tem	true
--	ten	true
--	teo	true
--	tep	true
--	ter	true
--	tes	true
--	tet	true
--	teu	true
--	tev	true
--	tex	true
--	tez	true
--	teș	true
--	tha	true
--	tia	true
--	tib	true
--	tic	true
--	tif	true
--	tig	true
--	tih	true
--	tii	true
--	tij	true
--	til	true
--	tim	true
--	tin	true
--	tio	true
--	tip	true
--	tir	true
--	tis	true
--	tit	true
--	tiu	true
--	tiv	true
--	tix	true
--	tiz	true
--	tiș	true
--	tme	true
--	toa	true
--	tob	true
--	toc	true
--	tof	true
--	tog	true
--	toh	true
--	toi	true
--	tol	true
--	tom	true
--	ton	true
--	top	true
--	tor	true
--	tos	true
--	tot	true
--	tov	true
--	tox	true
--	toț	true
--	tra	true
--	tre	true
--	tri	true
--	tro	true
--	tru	true
--	trâ	true
--	tră	true
--	tu-	true
--	tua	true
--	tub	true
--	tuc	true
--	tud	true
--	tuf	true
--	tui	true
--	tul	true
--	tum	true
--	tun	true
--	tup	true
--	tur	true
--	tus	true
--	tut	true
--	tuș	true
--	tuț	true
--	tve	true
--	tâl	true
--	tâm	true
--	tân	true
--	târ	true
--	tâț	true
--	tăb	true
--	tăc	true
--	tăf	true
--	tăg	true
--	tăi	true
--	tăl	true
--	tăm	true
--	tăp	true
--	tăr	true
--	tăs	true
--	tăt	true
--	tău	true
--	tăv	true
--	tăz	true
--	tăș	true
--	tț-	true
--	u--	true
--	uba	true
--	ube	true
--	ubi	true
--	uca	true
--	uce	true
--	uci	true
--	ucl	true
--	ucr	true
--	ucu	true
--	ud-	true
--	uda	true
--	ude	true
--	udo	true
--	udu	true
--	udâ	true
--	udă	true
--	uf-	true
--	ufo	true
--	uga	true
--	uge	true
--	ugh	true
--	ugi	true
--	ugu	true
--	uhu	true
--	ui-	true
--	uie	true
--	uim	true
--	uit	true
--	uiu	true
--	uiț	true
--	ujb	true
--	uju	true
--	ula	true
--	ulc	true
--	ule	true
--	uli	true
--	ulm	true
--	ulo	true
--	uls	true
--	ult	true
--	ulu	true
--	uma	true
--	umb	true
--	ume	true
--	umf	true
--	umi	true
--	uml	true
--	umo	true
--	ump	true
--	umă	true
--	un-	true
--	una	true
--	unc	true
--	und	true
--	une	true
--	ung	true
--	uni	true
--	uno	true
--	uns	true
--	unt	true
--	unu	true
--	unș	true
--	upe	true
--	ura	true
--	urb	true
--	urc	true
--	urd	true
--	ure	true
--	urg	true
--	uri	true
--	url	true
--	urm	true
--	urn	true
--	uro	true
--	urs	true
--	urt	true
--	uru	true
--	urz	true
--	urâ	true
--	urî	true
--	ură	true
--	urș	true
--	usc	true
--	usn	true
--	ust	true
--	usu	true
--	ut-	true
--	ute	true
--	uti	true
--	uto	true
--	utr	true
--	uva	true
--	uve	true
--	uvi	true
--	uvo	true
--	uvr	true
--	uvu	true
--	uxo	true
--	uz-	true
--	uza	true
--	uzb	true
--	uze	true
--	uzi	true
--	uzu	true
--	uzâ	true
--	uză	true
--	uș-	true
--	ușa	true
--	ușc	true
--	ușe	true
--	uși	true
--	ușo	true
--	ușu	true
--	ușă	true
--	v--	true
--	vac	true
--	vad	true
--	vaf	true
--	vag	true
--	vah	true
--	vai	true
--	vaj	true
--	val	true
--	vam	true
--	van	true
--	vap	true
--	var	true
--	vas	true
--	vat	true
--	vav	true
--	vaz	true
--	vaș	true
--	vea	true
--	vec	true
--	ved	true
--	veg	true
--	veh	true
--	vei	true
--	vel	true
--	vem	true
--	ven	true
--	ver	true
--	ves	true
--	vet	true
--	vev	true
--	vex	true
--	vez	true
--	veș	true
--	via	true
--	vib	true
--	vic	true
--	vid	true
--	vie	true
--	vif	true
--	vig	true
--	vii	true
--	vij	true
--	vik	true
--	vil	true
--	vin	true
--	vio	true
--	vip	true
--	vir	true
--	vis	true
--	vit	true
--	viu	true
--	viv	true
--	viz	true
--	viș	true
--	viț	true
--	vla	true
--	vlă	true
--	voa	true
--	vob	true
--	voc	true
--	vod	true
--	vog	true
--	voi	true
--	vol	true
--	vom	true
--	von	true
--	vop	true
--	vor	true
--	vos	true
--	vot	true
--	vou	true
--	voz	true
--	voș	true
--	vra	true
--	vre	true
--	vri	true
--	vro	true
--	vru	true
--	vrâ	true
--	vră	true
--	vto	true
--	vu-	true
--	vui	true
--	vul	true
--	vum	true
--	vur	true
--	vut	true
--	vuv	true
--	vâj	true
--	vâl	true
--	vân	true
--	vâr	true
--	vâs	true
--	vâz	true
--	vâș	true
--	vă-	true
--	văc	true
--	văd	true
--	văg	true
--	văi	true
--	văl	true
--	văm	true
--	văn	true
--	văp	true
--	văr	true
--	văs	true
--	văt	true
--	văz	true
--	wag	true
--	wal	true
--	war	true
--	wat	true
--	waț	true
--	web	true
--	wer	true
--	wes	true
--	wid	true
--	wil	true
--	win	true
--	wit	true
--	wof	true
--	wol	true
--	won	true
--	wro	true
--	wul	true
--	wur	true
--	xan	true
--	xen	true
--	xer	true
--	xif	true
--	xil	true
--	xog	true
--	yal	true
--	yan	true
--	yar	true
--	yat	true
--	yea	true
--	yem	true
--	yen	true
--	yeo	true
--	yia	true
--	yog	true
--	yoh	true
--	yor	true
--	ypr	true
--	yte	true
--	ytr	true
--	yua	true
--	yuc	true
--	za-	true
--	zab	true
--	zac	true
--	zad	true
--	zag	true
--	zah	true
--	zai	true
--	zal	true
--	zam	true
--	zan	true
--	zap	true
--	zar	true
--	zas	true
--	zau	true
--	zav	true
--	zaț	true
--	zba	true
--	zbe	true
--	zbi	true
--	zbl	true
--	zbo	true
--	zbr	true
--	zbu	true
--	zbâ	true
--	zbă	true
--	zde	true
--	zdr	true
--	zdu	true
--	zea	true
--	zeb	true
--	zec	true
--	zef	true
--	zeg	true
--	zei	true
--	zel	true
--	zem	true
--	zen	true
--	zeo	true
--	zep	true
--	zer	true
--	zes	true
--	zet	true
--	zeu	true
--	zev	true
--	zex	true
--	zeț	true
--	zga	true
--	zgh	true
--	zgl	true
--	zgo	true
--	zgr	true
--	zgu	true
--	zgâ	true
--	zgă	true
--	zia	true
--	zib	true
--	zic	true
--	zid	true
--	zig	true
--	zil	true
--	zim	true
--	zin	true
--	zir	true
--	zis	true
--	zit	true
--	ziu	true
--	ziz	true
--	ziș	true
--	zla	true
--	zlo	true
--	zlă	true
--	zma	true
--	zme	true
--	zmâ	true
--	zmă	true
--	zna	true
--	zoa	true
--	zob	true
--	zod	true
--	zoi	true
--	zol	true
--	zom	true
--	zon	true
--	zoo	true
--	zop	true
--	zor	true
--	zos	true
--	zua	true
--	zuf	true
--	zug	true
--	zul	true
--	zum	true
--	zup	true
--	zur	true
--	zuz	true
--	zva	true
--	zve	true
--	zvi	true
--	zvo	true
--	zvâ	true
--	zvă	true
--	zâm	true
--	zân	true
--	zâr	true
--	zât	true
--	zâz	true
--	zăb	true
--	zăc	true
--	zăd	true
--	zăg	true
--	zăh	true
--	zăi	true
--	zăl	true
--	zăm	true
--	zăn	true
--	zăp	true
--	zăr	true
--	zăs	true
--	zăt	true
--	zău	true
--	zăv	true
--	îhî	true
--	îi-	true
--	îl-	true
--	îmb	true
--	îmi	true
--	împ	true
--	în-	true
--	îna	true
--	înc	true
--	înd	true
--	îne	true
--	înf	true
--	îng	true
--	înh	true
--	îni	true
--	înj	true
--	înl	true
--	înm	true
--	înn	true
--	îno	true
--	înr	true
--	îns	true
--	înt	true
--	înv	true
--	înz	true
--	înă	true
--	înș	true
--	înț	true
--	îra	true
--	își	true
--	îți	true
--	ăi-	true
--	ăia	true
--	ăil	true
--	ăl-	true
--	ăla	true
--	ăle	true
--	ălo	true
--	ălu	true
--	ălă	true
--	ăst	true
--	ăzb	true
--	ășt	true
--	ș--	true
--	șa-	true
--	șab	true
--	șac	true
--	șad	true
--	șaf	true
--	șag	true
--	șah	true
--	șai	true
--	șal	true
--	șam	true
--	șan	true
--	șap	true
--	șar	true
--	șas	true
--	șat	true
--	șau	true
--	șav	true
--	șaș	true
--	șch	true
--	șco	true
--	șed	true
--	șef	true
--	șei	true
--	șel	true
--	șem	true
--	șen	true
--	șep	true
--	șer	true
--	șes	true
--	șeu	true
--	șev	true
--	șez	true
--	șfe	true
--	șfi	true
--	șfă	true
--	șia	true
--	șib	true
--	șic	true
--	șif	true
--	șii	true
--	șil	true
--	șim	true
--	șin	true
--	șip	true
--	șir	true
--	șis	true
--	șit	true
--	șiș	true
--	șiț	true
--	șla	true
--	șle	true
--	șli	true
--	șlu	true
--	șma	true
--	șme	true
--	șmi	true
--	șmo	true
--	șmu	true
--	șna	true
--	șne	true
--	șni	true
--	șnu	true
--	șo-	true
--	șoa	true
--	șob	true
--	șoc	true
--	șod	true
--	șof	true
--	șoi	true
--	șol	true
--	șom	true
--	șon	true
--	șop	true
--	șor	true
--	șos	true
--	șot	true
--	șov	true
--	șoz	true
--	șoș	true
--	șpa	true
--	șpe	true
--	șpi	true
--	șpl	true
--	șpo	true
--	șpr	true
--	șpu	true
--	șpă	true
--	șra	true
--	șro	true
--	șt-	true
--	șta	true
--	ște	true
--	ști	true
--	șto	true
--	ștr	true
--	ștu	true
--	ștă	true
--	șu-	true
--	șub	true
--	șuc	true
--	șue	true
--	șuf	true
--	șug	true
--	șui	true
--	șul	true
--	șum	true
--	șun	true
--	șup	true
--	șur	true
--	șus	true
--	șut	true
--	șuv	true
--	șuș	true
--	șva	true
--	șve	true
--	șvă	true
--	șâș	true
--	șăg	true
--	șăi	true
--	șăl	true
--	șăn	true
--	șăt	true
--	șșș	true
--	ța-	true
--	țac	true
--	țaf	true
--	țag	true
--	țah	true
--	țai	true
--	țal	true
--	țam	true
--	țan	true
--	țap	true
--	țar	true
--	țaț	true
--	țea	true
--	țec	true
--	țel	true
--	țen	true
--	țep	true
--	țes	true
--	țev	true
--	țeș	true
--	țeț	true
--	țib	true
--	țic	true
--	țid	true
--	ție	true
--	țif	true
--	țig	true
--	ții	true
--	țil	true
--	țim	true
--	țin	true
--	țip	true
--	țis	true
--	țit	true
--	țiu	true
--	țiv	true
--	țiș	true
--	țiț	true
--	țoa	true
--	țoc	true
--	țoi	true
--	țol	true
--	țop	true
--	țoș	true
--	țst	true
--	țuc	true
--	țug	true
--	țuh	true
--	țui	true
--	țul	true
--	țum	true
--	țun	true
--	țup	true
--	țur	true
--	țuș	true
--	țuț	true
--	țâf	true
--	țâh	true
--	țâm	true
--	țân	true
--	țâp	true
--	țâr	true
--	țâș	true
--	țâț	true
--	țăc	true
--	țăh	true
--	țăn	true
--	țăp	true
--	țăr	true
--	țăț	true
--	﻿aa	true
-a	ale	true
-a	ba-	true
-a	bac	true
-a	bag	true
-a	baj	true
-a	bal	true
-a	ban	true
-a	bat	true
-a	bau	true
-a	bax	true
-a	baz	true
-a	baț	true
-a	bc-	false
-a	bce	false
-a	bde	false
-a	bdi	false
-a	bdo	false
-a	bdu	false
-a	bec	true
-a	ber	true
-a	bho	false
-a	bia	true
-a	bie	true
-a	bil	true
-a	bio	true
-a	bis	true
-a	bit	true
-a	bje	false
-a	bju	false
-a	bla	false
-a	bla	true
-a	ble	false
-a	ble	true
-a	blu	true
-a	bne	false
-a	bno	false
-a	bol	true
-a	bom	true
-a	bon	true
-a	bor	false
-a	bor	true
-a	bra	true
-a	bre	true
-a	bro	false
-a	bro	true
-a	bru	false
-a	bru	true
-a	bsc	false
-a	bse	false
-a	bsi	false
-a	bso	false
-a	bst	false
-a	bsu	false
-a	bul	true
-a	bun	true
-a	bur	true
-a	buz	true
-a	bzi	false
-a	băt	true
-a	bți	false
-a	c--	false
-a	cac	true
-a	cad	true
-a	caj	true
-a	cal	true
-a	can	true
-a	cap	true
-a	car	true
-a	cas	true
-a	cat	true
-a	cau	true
-a	caz	true
-a	caț	true
-a	cce	false
-a	cci	false
-a	cde	false
-a	ce-	true
-a	cea	true
-a	ced	true
-a	cee	true
-a	cef	true
-a	cei	true
-a	cel	true
-a	cer	true
-a	ces	true
-a	cet	true
-a	ceș	true
-a	che	true
-a	chi	true
-a	ci-	true
-a	cia	true
-a	cic	true
-a	cid	true
-a	cil	true
-a	cin	true
-a	cio	true
-a	cip	true
-a	cir	true
-a	ciu	true
-a	ciz	true
-a	cla	true
-a	cli	true
-a	clu	true
-a	cme	false
-a	cmo	false
-a	cne	false
-a	coa	true
-a	coi	true
-a	col	true
-a	com	true
-a	con	true
-a	cop	true
-a	cor	true
-a	cos	true
-a	cot	true
-a	cra	true
-a	cre	true
-a	cri	true
-a	cro	true
-a	cru	true
-a	cră	true
-a	ct-	false
-a	cta	false
-a	cte	false
-a	cti	false
-a	cto	false
-a	ctr	false
-a	ctu	false
-a	cua	true
-a	cui	true
-a	cul	true
-a	cum	true
-a	cup	true
-a	cur	true
-a	cus	true
-a	cut	true
-a	cuz	true
-a	cuș	true
-a	cuț	true
-a	cva	false
-a	cvi	false
-a	căr	true
-a	căt	true
-a	cți	false
-a	dac	true
-a	dag	true
-a	dam	true
-a	dao	true
-a	dap	true
-a	das	true
-a	dau	true
-a	dax	true
-a	dde	false
-a	dec	true
-a	dem	true
-a	den	true
-a	dep	true
-a	der	true
-a	des	true
-a	deu	true
-a	dev	true
-a	dez	true
-a	dho	false
-a	dia	true
-a	dic	true
-a	did	true
-a	die	true
-a	dii	true
-a	dim	true
-a	din	false
-a	din	true
-a	dio	true
-a	dip	true
-a	dit	true
-a	diț	true
-a	dje	false
-a	djo	false
-a	dju	false
-a	dmi	false
-a	dmo	false
-a	dna	false
-a	dno	false
-a	doa	true
-a	dog	true
-a	dol	true
-a	don	true
-a	dop	true
-a	dor	true
-a	dos	true
-a	dpr	false
-a	dra	true
-a	dre	true
-a	dso	false
-a	dst	false
-a	du-	true
-a	duc	true
-a	dul	true
-a	dum	false
-a	dum	true
-a	dun	true
-a	dus	true
-a	duș	true
-a	dve	false
-a	dvo	false
-a	dân	true
-a	dăp	true
-a	dăs	true
-a	dău	true
-a	dăș	true
-a	ed-	true
-a	edu	true
-a	er-	true
-a	era	true
-a	ere	true
-a	eri	true
-a	erl	true
-a	ero	true
-a	eru	true
-a	erâ	true
-a	eră	true
-a	ezi	true
-a	fab	true
-a	fac	true
-a	fag	true
-a	fan	true
-a	far	true
-a	faz	true
-a	feb	true
-a	fec	true
-a	fel	true
-a	fem	true
-a	fer	true
-a	fet	true
-a	fga	false
-a	fid	true
-a	fie	true
-a	fif	true
-a	fil	true
-a	fin	true
-a	fio	true
-a	fir	true
-a	fix	true
-a	fiș	true
-a	fla	true
-a	fle	true
-a	fli	true
-a	flo	true
-a	flu	true
-a	flâ	true
-a	flă	true
-a	foc	true
-a	fon	true
-a	for	true
-a	fot	true
-a	fra	true
-a	fre	true
-a	fri	true
-a	fro	true
-a	fru	true
-a	fta	false
-a	fte	false
-a	fto	false
-a	ftă	false
-a	fui	true
-a	fum	true
-a	fun	true
-a	fur	true
-a	fuz	true
-a	fân	true
-a	ga-	true
-a	gab	true
-a	gal	true
-a	gam	true
-a	gap	true
-a	gar	true
-a	gas	true
-a	gat	true
-a	gau	true
-a	gav	true
-a	gaț	true
-a	gea	true
-a	gen	true
-a	ger	true
-a	ges	true
-a	gfa	false
-a	ghe	true
-a	ghi	true
-a	gi-	false
-a	gia	true
-a	gie	true
-a	gii	true
-a	gil	true
-a	gio	true
-a	git	true
-a	giț	true
-a	gla	true
-a	gli	true
-a	glo	true
-a	glu	true
-a	gma	false
-a	gna	false
-a	gne	false
-a	gno	false
-a	gno	true
