a01	a12	a23	a34	a45	syl
a	c	o	s	-	false
a	c	o	s	c	false
a	c	o	s	e	false
a	c	o	s	m	false
a	c	o	s	t	false
a	c	o	s	t	true
a	c	o	s	u	false
a	c	o	t	-	false
a	c	o	t	a	false
a	c	o	t	e	false
a	c	o	t	i	false
a	c	o	t	i	true
a	c	o	t	o	false
a	c	o	t	u	false
a	c	o	t	ă	false
a	c	o	u	-	false
a	c	o	u	l	false
a	c	o	u	r	false
a	c	o	v	i	false
a	c	o	z	a	false
a	c	o	z	e	false
a	c	o	z	ă	false
a	c	o	ș	a	false
a	c	o	ș	e	false
a	c	o	ș	ă	false
a	c	p	a	c	false
a	c	q	u	e	false
a	c	r	a	-	false
a	c	r	a	i	false
a	c	r	a	l	false
a	c	r	a	m	false
a	c	r	a	n	false
a	c	r	a	n	true
a	c	r	a	r	false
a	c	r	a	s	false
a	c	r	a	t	false
a	c	r	a	u	false
a	c	r	a	ș	false
a	c	r	a	ț	false
a	c	r	e	-	false
a	c	r	e	-	true
a	c	r	e	a	false
a	c	r	e	a	true
a	c	r	e	d	false
a	c	r	e	d	true
a	c	r	e	i	false
a	c	r	e	l	false
a	c	r	e	l	true
a	c	r	e	m	false
a	c	r	e	o	false
a	c	r	e	s	true
a	c	r	e	z	false
a	c	r	e	ș	true
a	c	r	i	-	false
a	c	r	i	-	true
a	c	r	i	b	true
a	c	r	i	c	true
a	c	r	i	d	true
a	c	r	i	e	true
a	c	r	i	f	false
a	c	r	i	i	false
a	c	r	i	i	true
a	c	r	i	l	false
a	c	r	i	l	true
a	c	r	i	m	false
a	c	r	i	m	true
a	c	r	i	n	false
a	c	r	i	n	true
a	c	r	i	o	false
a	c	r	i	r	false
a	c	r	i	r	true
a	c	r	i	s	false
a	c	r	i	s	true
a	c	r	i	t	false
a	c	r	i	t	true
a	c	r	i	u	true
a	c	r	i	ș	true
a	c	r	i	ț	true
a	c	r	o	a	false
a	c	r	o	a	true
a	c	r	o	b	false
a	c	r	o	b	true
a	c	r	o	c	false
a	c	r	o	c	true
a	c	r	o	d	false
a	c	r	o	e	false
a	c	r	o	f	false
a	c	r	o	f	true
a	c	r	o	g	false
a	c	r	o	i	false
a	c	r	o	l	false
a	c	r	o	l	true
a	c	r	o	m	false
a	c	r	o	m	true
a	c	r	o	n	false
a	c	r	o	n	true
a	c	r	o	p	false
a	c	r	o	p	true
a	c	r	o	s	false
a	c	r	o	s	true
a	c	r	o	t	false
a	c	r	o	t	true
a	c	r	o	u	false
a	c	r	o	ș	true
a	c	r	u	-	false
a	c	r	u	-	true
a	c	r	u	l	false
a	c	r	u	l	true
a	c	r	u	m	false
a	c	r	u	z	false
a	c	r	u	ț	true
a	c	r	â	n	false
a	c	r	ă	-	false
a	c	r	ă	-	true
a	c	r	ă	m	false
a	c	r	ă	r	false
a	c	s	-	-	false
a	c	s	i	m	false
a	c	s	u	l	false
a	c	s	u	r	false
a	c	t	-	-	false
a	c	t	-	-	true
a	c	t	a	-	false
a	c	t	a	-	true
a	c	t	a	b	false
a	c	t	a	c	false
a	c	t	a	i	false
a	c	t	a	j	false
a	c	t	a	l	false
a	c	t	a	m	false
a	c	t	a	n	false
a	c	t	a	n	true
a	c	t	a	r	false
a	c	t	a	s	false
a	c	t	a	t	false
a	c	t	a	u	false
a	c	t	a	z	false
a	c	t	a	ș	false
a	c	t	a	ț	false
a	c	t	d	i	false
a	c	t	e	-	false
a	c	t	e	-	true
a	c	t	e	a	false
a	c	t	e	c	false
a	c	t	e	e	false
a	c	t	e	i	false
a	c	t	e	l	false
a	c	t	e	l	true
a	c	t	e	o	false
a	c	t	e	o	true
a	c	t	e	r	false
a	c	t	e	s	false
a	c	t	e	z	false
a	c	t	i	a	false
a	c	t	i	b	false
a	c	t	i	c	false
a	c	t	i	e	false
a	c	t	i	f	false
a	c	t	i	i	false
a	c	t	i	l	false
a	c	t	i	m	false
a	c	t	i	n	false
a	c	t	i	n	true
a	c	t	i	r	false
a	c	t	i	s	false
a	c	t	i	t	false
a	c	t	i	v	false
a	c	t	i	v	true
a	c	t	i	z	false
a	c	t	o	a	false
a	c	t	o	a	true
a	c	t	o	b	false
a	c	t	o	d	false
a	c	t	o	f	false
a	c	t	o	f	true
a	c	t	o	g	false
a	c	t	o	g	true
a	c	t	o	l	false
a	c	t	o	m	false
a	c	t	o	n	false
a	c	t	o	p	true
a	c	t	o	r	false
a	c	t	o	r	true
a	c	t	o	s	false
a	c	t	o	t	false
a	c	t	o	v	false
a	c	t	o	z	false
a	c	t	r	i	true
a	c	t	r	o	false
a	c	t	u	a	false
a	c	t	u	a	true
a	c	t	u	l	false
a	c	t	u	l	true
a	c	t	u	o	false
a	c	t	u	r	false
a	c	t	u	s	false
a	c	t	u	ș	false
a	c	t	â	n	false
a	c	t	ă	-	false
a	c	t	ă	m	false
a	c	t	ă	r	false
a	c	u	a	-	false
a	c	u	a	b	false
a	c	u	a	i	false
a	c	u	a	m	false
a	c	u	a	n	false
a	c	u	a	r	false
a	c	u	a	r	true
a	c	u	a	s	false
a	c	u	a	t	false
a	c	u	a	u	false
a	c	u	a	ș	false
a	c	u	a	ț	false
a	c	u	b	l	false
a	c	u	c	a	false
a	c	u	c	i	false
a	c	u	c	u	false
a	c	u	c	ă	false
a	c	u	d	a	false
a	c	u	d	e	false
a	c	u	d	ă	false
a	c	u	e	a	false
a	c	u	e	z	false
a	c	u	i	t	false
a	c	u	i	t	true
a	c	u	l	-	false
a	c	u	l	-	true
a	c	u	l	a	false
a	c	u	l	a	true
a	c	u	l	c	false
a	c	u	l	d	false
a	c	u	l	d	true
a	c	u	l	e	false
a	c	u	l	e	true
a	c	u	l	i	false
a	c	u	l	o	false
a	c	u	l	p	false
a	c	u	l	p	true
a	c	u	l	t	false
a	c	u	l	t	true
a	c	u	l	u	false
a	c	u	l	u	true
a	c	u	l	â	false
a	c	u	l	ă	false
a	c	u	m	-	false
a	c	u	m	-	true
a	c	u	m	a	true
a	c	u	m	b	true
a	c	u	m	e	true
a	c	u	m	i	false
a	c	u	m	i	true
a	c	u	m	u	false
a	c	u	m	u	true
a	c	u	n	a	false
a	c	u	n	e	false
a	c	u	n	ă	false
a	c	u	o	l	false
a	c	u	p	-	false
a	c	u	p	i	false
a	c	u	p	l	true
a	c	u	p	r	true
a	c	u	p	u	false
a	c	u	p	u	true
a	c	u	r	a	false
a	c	u	r	a	true
a	c	u	r	b	false
a	c	u	r	e	false
a	c	u	r	i	false
a	c	u	r	i	true
a	c	u	r	s	false
a	c	u	s	c	false
a	c	u	s	t	false
a	c	u	s	t	true
a	c	u	t	-	false
a	c	u	t	-	true
a	c	u	t	e	false
a	c	u	t	e	true
a	c	u	t	i	true
a	c	u	t	r	true
a	c	u	t	u	true
a	c	u	t	ă	false
a	c	u	t	ă	true
a	c	u	u	m	false
a	c	u	v	i	false
a	c	u	z	-	true
a	c	u	z	a	false
a	c	u	z	a	true
a	c	u	z	e	true
a	c	u	z	i	false
a	c	u	z	i	true
a	c	u	z	â	true
a	c	u	z	ă	true
a	c	u	â	n	false
a	c	u	ă	-	false
a	c	u	ă	m	false
a	c	u	ă	r	false
a	c	u	ș	a	true
a	c	u	ș	i	true
a	c	u	ș	o	true
a	c	u	ș	t	false
a	c	u	ț	i	false
a	c	u	ț	i	true
a	c	v	a	c	true
a	c	v	a	d	true
a	c	v	a	f	true
a	c	v	a	h	true
a	c	v	a	l	true
a	c	v	a	m	true
a	c	v	a	n	true
a	c	v	a	p	true
a	c	v	a	r	true
a	c	v	a	s	true
a	c	v	a	t	false
a	c	v	a	t	true
a	c	v	i	c	true
a	c	v	i	f	true
a	c	v	i	l	true
a	c	v	i	t	true
a	c	â	i	n	false
a	c	â	m	-	false
a	c	â	m	p	false
a	c	â	m	u	false
a	c	â	n	d	false
a	c	â	n	d	true
a	c	â	n	e	false
a	c	â	r	-	false
a	c	â	r	e	false
a	c	â	r	i	false
a	c	â	r	ă	false
a	c	â	z	-	false
a	c	â	z	u	false
a	c	ă	-	-	false
a	c	ă	-	-	true
a	c	ă	d	e	false
a	c	ă	i	-	false
a	c	ă	i	e	false
a	c	ă	m	-	false
a	c	ă	m	-	true
a	c	ă	n	-	false
a	c	ă	n	e	false
a	c	ă	n	i	false
a	c	ă	n	u	false
a	c	ă	n	ă	false
a	c	ă	r	-	false
a	c	ă	r	a	false
a	c	ă	r	e	false
a	c	ă	r	i	false
a	c	ă	r	i	true
a	c	ă	r	ă	false
a	c	ă	t	-	false
a	c	ă	t	e	false
a	c	ă	t	u	false
a	c	ă	t	ă	false
a	c	ă	t	ă	true
a	c	ă	u	-	false
a	c	ă	u	l	false
a	c	ă	z	-	false
a	c	ă	z	a	false
a	c	ă	z	e	false
a	c	ă	z	i	false
a	c	ă	z	u	false
a	c	ă	z	ă	false
a	c	ă	ș	i	false
a	c	ă	ț	-	false
a	c	ă	ț	i	false
a	c	ă	ț	u	false
a	c	ș	i	-	false
a	c	ș	i	i	false
a	c	ș	i	l	false
a	c	ș	i	r	false
a	c	ș	i	ș	false
a	c	ț	a	c	false
a	c	ț	i	-	false
a	c	ț	i	a	false
a	c	ț	i	a	true
a	c	ț	i	e	false
a	c	ț	i	e	true
a	c	ț	i	i	false
a	c	ț	i	i	true
a	c	ț	i	l	false
a	c	ț	i	o	false
a	c	ț	i	o	true
a	c	ț	i	u	false
a	c	ț	i	u	true
a	d	-	-	-	false
a	d	-	-	-	true
a	d	a	-	-	false
a	d	a	-	-	true
a	d	a	b	i	false
a	d	a	b	r	false
a	d	a	c	a	false
a	d	a	c	e	true
a	d	a	c	o	false
a	d	a	c	t	false
a	d	a	c	t	true
a	d	a	g	-	false
a	d	a	g	i	true
a	d	a	g	u	false
a	d	a	i	-	false
a	d	a	i	-	true
a	d	a	i	c	false
a	d	a	i	s	false
a	d	a	i	ș	false
a	d	a	l	-	false
a	d	a	l	e	false
a	d	a	l	i	false
a	d	a	l	ă	false
a	d	a	m	-	false
a	d	a	m	-	true
a	d	a	m	a	false
a	d	a	m	a	true
a	d	a	m	e	false
a	d	a	m	i	false
a	d	a	m	i	true
a	d	a	m	s	true
a	d	a	m	u	false
a	d	a	m	â	false
a	d	a	m	ă	false
a	d	a	n	s	false
a	d	a	n	t	false
a	d	a	n	ț	false
a	d	a	o	s	true
a	d	a	p	e	true
a	d	a	p	t	false
a	d	a	p	t	true
a	d	a	p	ă	true
a	d	a	r	-	false
a	d	a	r	a	false
a	d	a	r	e	false
a	d	a	r	i	false
a	d	a	r	n	false
a	d	a	r	t	false
a	d	a	r	u	false
a	d	a	r	â	false
a	d	a	r	ă	false
a	d	a	r	ă	true
a	d	a	s	e	false
a	d	a	s	e	true
a	d	a	s	i	false
a	d	a	s	t	false
a	d	a	s	t	true
a	d	a	t	-	false
a	d	a	t	-	true
a	d	a	t	e	false
a	d	a	t	e	true
a	d	a	t	o	false
a	d	a	t	u	false
a	d	a	t	ă	false
a	d	a	t	ă	true
a	d	a	u	-	false
a	d	a	u	-	true
a	d	a	u	a	false
a	d	a	u	g	true
a	d	a	v	a	false
a	d	a	v	e	false
a	d	a	v	r	false
a	d	a	v	u	false
a	d	a	x	i	true
a	d	a	z	m	false
a	d	a	ș	i	false
a	d	a	ș	i	true
a	d	a	ș	o	false
a	d	a	ț	i	false
a	d	a	ț	i	true
a	d	d	e	n	true
a	d	e	-	-	false
a	d	e	-	-	true
a	d	e	a	-	false
a	d	e	a	i	false
a	d	e	a	l	false
a	d	e	a	m	false
a	d	e	a	p	false
a	d	e	a	r	false
a	d	e	a	s	false
a	d	e	a	u	false
a	d	e	a	z	false
a	d	e	a	z	true
a	d	e	a	ț	false
a	d	e	b	a	false
a	d	e	c	a	false
a	d	e	c	i	false
a	d	e	c	o	false
a	d	e	c	v	false
a	d	e	c	v	true
a	d	e	c	â	false
a	d	e	e	-	false
a	d	e	e	a	false
a	d	e	e	i	false
a	d	e	e	l	false
a	d	e	f	o	false
a	d	e	i	-	false
a	d	e	i	-	true
a	d	e	i	c	false
a	d	e	i	e	false
a	d	e	i	i	false
a	d	e	i	l	false
a	d	e	i	t	false
a	d	e	l	-	false
a	d	e	l	a	false
a	d	e	l	e	false
a	d	e	l	e	true
a	d	e	l	f	false
a	d	e	l	i	false
a	d	e	l	o	false
a	d	e	l	o	true
a	d	e	l	t	false
a	d	e	l	u	false
a	d	e	l	â	false
a	d	e	l	ă	false
a	d	e	m	-	false
a	d	e	m	a	false
a	d	e	m	a	true
a	d	e	m	e	false
a	d	e	m	e	true
a	d	e	m	i	false
a	d	e	m	o	false
a	d	e	m	p	true
a	d	e	m	u	false
a	d	e	m	ă	true
a	d	e	n	-	false
a	d	e	n	i	false
a	d	e	n	i	true
a	d	e	n	o	false
a	d	e	n	o	true
a	d	e	n	t	false
a	d	e	n	u	false
a	d	e	n	ț	false
a	d	e	o	m	false
a	d	e	p	a	false
a	d	e	p	i	false
a	d	e	p	o	false
a	d	e	p	t	true
a	d	e	p	ă	false
a	d	e	p	ț	true
a	d	e	r	-	false
a	d	e	r	-	true
a	d	e	r	a	false
a	d	e	r	a	true
a	d	e	r	e	false
a	d	e	r	e	true
a	d	e	r	i	false
a	d	e	r	i	true
a	d	e	r	m	false
a	d	e	r	m	true
a	d	e	r	u	false
a	d	e	r	â	true
a	d	e	r	ă	false
a	d	e	r	ă	true
a	d	e	s	c	false
a	d	e	s	e	false
a	d	e	s	e	true
a	d	e	s	t	false
a	d	e	t	-	false
a	d	e	t	o	false
a	d	e	t	u	false
a	d	e	u	g	true
a	d	e	u	l	false
a	d	e	u	r	false
a	d	e	v	e	false
a	d	e	v	e	true
a	d	e	v	ă	true
a	d	e	z	-	false
a	d	e	z	-	true
a	d	e	z	a	false
a	d	e	z	e	false
a	d	e	z	e	true
a	d	e	z	i	false
a	d	e	z	i	true
a	d	e	z	u	false
a	d	e	ș	-	false
a	d	e	ș	t	false
a	d	e	ș	u	false
a	d	e	ț	i	false
a	d	g	e	t	false
a	d	h	o	c	true
a	d	h	o	r	true
a	d	i	-	-	false
a	d	i	a	-	false
a	d	i	a	-	true
a	d	i	a	b	false
a	d	i	a	b	true
a	d	i	a	c	true
a	d	i	a	f	false
a	d	i	a	f	true
a	d	i	a	g	false
a	d	i	a	i	false
a	d	i	a	i	true
a	d	i	a	l	false
a	d	i	a	m	false
a	d	i	a	m	true
a	d	i	a	n	false
a	d	i	a	r	false
a	d	i	a	r	true
a	d	i	a	s	false
a	d	i	a	s	true
a	d	i	a	t	false
a	d	i	a	t	true
a	d	i	a	u	false
a	d	i	a	u	true
a	d	i	a	z	false
a	d	i	a	ș	false
a	d	i	a	ș	true
a	d	i	a	ț	false
a	d	i	a	ț	true
a	d	i	c	-	false
a	d	i	c	a	false
a	d	i	c	e	false
a	d	i	c	h	false
a	d	i	c	i	false
a	d	i	c	s	false
a	d	i	c	t	false
a	d	i	c	u	false
a	d	i	c	â	false
a	d	i	c	ă	false
a	d	i	c	ă	true
a	d	i	c	ț	false
a	d	i	c	ț	true
a	d	i	d	a	true
a	d	i	d	e	false
a	d	i	e	-	false
a	d	i	e	-	true
a	d	i	e	i	false
a	d	i	e	m	false
a	d	i	e	m	true
a	d	i	e	n	false
a	d	i	e	r	false
a	d	i	e	r	true
a	d	i	e	s	false
a	d	i	e	z	false
a	d	i	f	a	false
a	d	i	f	e	false
a	d	i	f	l	false
a	d	i	f	o	false
a	d	i	g	-	false
a	d	i	g	m	false
a	d	i	g	u	false
a	d	i	i	-	false
a	d	i	i	-	true
a	d	i	i	i	false
a	d	i	i	l	false
a	d	i	i	n	false
a	d	i	i	n	true
a	d	i	j	o	false
a	d	i	l	a	false
a	d	i	m	-	false
a	d	i	m	e	false
a	d	i	m	e	true
a	d	i	n	-	false
a	d	i	n	a	false
a	d	i	n	a	true
a	d	i	n	d	false
a	d	i	n	e	false
a	d	i	n	e	true
a	d	i	n	g	false
a	d	i	n	i	false
a	d	i	n	i	true
a	d	i	n	s	false
a	d	i	n	s	true
a	d	i	n	t	true
a	d	i	n	u	false
a	d	i	n	â	false
a	d	i	n	ă	false
a	d	i	n	ă	true
a	d	i	o	-	false
a	d	i	o	-	true
a	d	i	o	a	false
a	d	i	o	b	false
a	d	i	o	c	false
a	d	i	o	d	false
a	d	i	o	e	false
a	d	i	o	f	false
a	d	i	o	g	false
a	d	i	o	h	false
a	d	i	o	i	false
a	d	i	o	j	false
a	d	i	o	l	false
a	d	i	o	m	false
a	d	i	o	n	false
a	d	i	o	o	false
a	d	i	o	p	false
a	d	i	o	r	false
a	d	i	o	s	false
a	d	i	o	t	false
a	d	i	o	u	false
a	d	i	o	v	false
a	d	i	o	ș	false
a	d	i	p	e	false
a	d	i	p	i	true
a	d	i	p	l	false
a	d	i	p	o	false
a	d	i	p	o	true
a	d	i	p	s	false
a	d	i	p	s	true
a	d	i	r	-	false
a	d	i	r	a	false
a	d	i	r	i	false
a	d	i	r	u	false
a	d	i	r	ă	false
a	d	i	s	-	false
a	d	i	s	e	false
a	d	i	s	i	false
a	d	i	s	m	false
a	d	i	s	t	false
a	d	i	s	u	false
a	d	i	t	-	false
a	d	i	t	e	false
a	d	i	t	i	true
a	d	i	t	u	false
a	d	i	t	ă	false
a	d	i	u	-	false
a	d	i	u	l	false
a	d	i	u	m	false
a	d	i	u	s	false
a	d	i	v	-	false
a	d	i	v	e	false
a	d	i	v	i	false
a	d	i	v	ă	false
a	d	i	z	a	false
a	d	i	z	e	false
a	d	i	z	i	false
a	d	i	z	â	false
a	d	i	z	ă	false
a	d	i	ș	-	false
a	d	i	ș	a	false
a	d	i	ș	i	false
a	d	i	ș	t	false
a	d	i	ș	u	false
a	d	i	ț	i	false
a	d	i	ț	i	true
a	d	j	e	c	true
a	d	j	i	c	false
a	d	j	o	n	true
a	d	j	u	d	true
a	d	j	u	n	true
a	d	j	u	r	true
a	d	j	u	t	true
a	d	j	u	v	true
a	d	l	e	n	false
a	d	m	e	t	false
a	d	m	i	a	false
a	d	m	i	e	false
a	d	m	i	f	false
a	d	m	i	i	false
a	d	m	i	n	false
a	d	m	i	n	true
a	d	m	i	r	true
a	d	m	i	s	false
a	d	m	i	s	true
a	d	m	i	t	true
a	d	m	i	u	false
a	d	m	i	ș	true
a	d	m	i	ț	true
a	d	m	o	a	false
a	d	m	o	n	true
a	d	n	a	t	true
a	d	n	a	ț	false
a	d	n	a	ț	true
a	d	n	i	c	false
a	d	n	i	ț	false
a	d	n	o	m	true
a	d	n	o	t	true
a	d	o	-	-	false
a	d	o	-	-	true
a	d	o	a	m	false
a	d	o	a	n	false
a	d	o	a	r	false
a	d	o	a	r	true
a	d	o	a	s	false
a	d	o	c	-	false
a	d	o	c	e	false
a	d	o	c	u	false
a	d	o	d	i	false
a	d	o	f	o	false
a	d	o	g	e	false
a	d	o	g	m	true
a	d	o	g	r	true
a	d	o	h	-	true
a	d	o	h	i	true
a	d	o	h	u	true
a	d	o	i	l	false
a	d	o	l	e	false
a	d	o	l	e	true
a	d	o	l	i	false
a	d	o	l	o	false
a	d	o	m	-	false
a	d	o	m	a	false
a	d	o	m	i	false
a	d	o	m	n	false
a	d	o	m	u	false
a	d	o	n	-	false
a	d	o	n	a	false
a	d	o	n	e	false
a	d	o	n	i	false
a	d	o	n	i	true
a	d	o	n	u	false
a	d	o	n	ă	false
a	d	o	p	t	true
a	d	o	p	ț	true
a	d	o	r	-	false
a	d	o	r	-	true
a	d	o	r	a	true
a	d	o	r	b	true
a	d	o	r	e	false
a	d	o	r	e	true
a	d	o	r	i	false
a	d	o	r	i	true
a	d	o	r	m	true
a	d	o	r	u	false
a	d	o	r	u	true
a	d	o	r	â	true
a	d	o	r	ă	false
a	d	o	r	ă	true
a	d	o	s	-	false
a	d	o	s	a	true
a	d	o	s	e	false
a	d	o	s	i	false
a	d	o	s	u	false
a	d	o	t	a	false
a	d	o	t	e	false
a	d	o	t	r	false
a	d	o	u	-	false
a	d	o	u	l	false
a	d	o	u	l	true
a	d	o	u	r	false
a	d	o	x	-	false
a	d	o	x	a	false
a	d	o	x	e	false
a	d	o	x	i	false
a	d	o	x	o	false
a	d	o	x	u	false
a	d	o	x	â	false
a	d	o	x	ă	false
a	d	o	z	a	false
a	d	o	z	e	false
a	d	o	z	ă	false
a	d	p	i	s	false
a	d	p	r	e	true
a	d	r	a	-	false
a	d	r	a	b	false
a	d	r	a	c	false
a	d	r	a	g	false
a	d	r	a	g	true
a	d	r	a	h	false
a	d	r	a	i	false
a	d	r	a	j	false
a	d	r	a	m	false
a	d	r	a	n	false
a	d	r	a	r	false
a	d	r	a	s	false
a	d	r	a	t	false
a	d	r	a	u	false
a	d	r	a	ș	false
a	d	r	a	ț	false
a	d	r	e	-	false
a	d	r	e	a	false
a	d	r	e	i	false
a	d	r	e	l	false
a	d	r	e	n	false
a	d	r	e	n	true
a	d	r	e	p	false
a	d	r	e	s	false
a	d	r	e	s	true
a	d	r	e	z	false
a	d	r	i	c	false
a	d	r	i	d	false
a	d	r	i	e	false
a	d	r	i	f	false
a	d	r	i	g	false
a	d	r	i	i	false
a	d	r	i	l	false
a	d	r	i	m	false
a	d	r	i	p	false
a	d	r	i	r	false
a	d	r	i	s	false
a	d	r	i	v	false
a	d	r	i	ș	false
a	d	r	o	a	false
a	d	r	o	c	false
a	d	r	o	f	true
a	d	r	o	m	false
a	d	r	o	n	false
a	d	r	o	ș	false
a	d	r	u	-	false
a	d	r	u	d	false
a	d	r	u	l	false
a	d	r	u	m	false
a	d	r	u	p	false
a	d	r	â	n	false
a	d	r	ă	-	false
a	d	r	ă	m	false
a	d	r	ă	r	false
a	d	s	o	a	true
a	d	s	o	r	true
a	d	s	t	r	true
a	d	t	-	-	false
a	d	t	u	l	false
a	d	u	-	-	false
a	d	u	-	-	true
a	d	u	a	-	false
a	d	u	a	i	false
a	d	u	a	l	false
a	d	u	a	m	false
a	d	u	a	r	false
a	d	u	a	s	false
a	d	u	a	t	false
a	d	u	a	u	false
a	d	u	a	ș	false
a	d	u	a	ț	false
a	d	u	c	-	false
a	d	u	c	-	true
a	d	u	c	e	false
a	d	u	c	e	true
a	d	u	c	h	false
a	d	u	c	i	false
a	d	u	c	i	true
a	d	u	c	t	false
a	d	u	c	t	true
a	d	u	c	â	false
a	d	u	c	â	true
a	d	u	c	ă	false
a	d	u	c	ă	true
a	d	u	c	ț	false
a	d	u	c	ț	true
a	d	u	e	a	false
a	d	u	e	z	false
a	d	u	l	-	false
a	d	u	l	-	true
a	d	u	l	a	false
a	d	u	l	a	true
a	d	u	l	c	false
a	d	u	l	e	false
a	d	u	l	e	true
a	d	u	l	m	true
a	d	u	l	r	false
a	d	u	l	t	true
a	d	u	l	u	false
a	d	u	l	u	true
a	d	u	l	â	true
a	d	u	l	ă	false
a	d	u	l	ă	true
a	d	u	l	ț	true
a	d	u	m	b	true
a	d	u	n	-	true
a	d	u	n	a	true
a	d	u	n	c	true
a	d	u	n	e	true
a	d	u	n	i	true
a	d	u	n	â	true
a	d	u	n	ă	true
a	d	u	r	-	false
a	d	u	r	a	false
a	d	u	r	e	false
a	d	u	r	i	false
a	d	u	r	u	false
a	d	u	r	ă	false
a	d	u	s	-	false
a	d	u	s	-	true
a	d	u	s	e	false
a	d	u	s	e	true
a	d	u	s	u	false
a	d	u	s	ă	false
a	d	u	s	ă	true
a	d	u	u	l	false
a	d	u	â	n	false
a	d	u	ă	-	false
a	d	u	ă	m	false
a	d	u	ș	i	false
a	d	u	ș	i	true
a	d	v	e	c	true
a	d	v	e	n	true
a	d	v	e	r	false
a	d	v	e	r	true
a	d	v	o	a	true
a	d	v	o	n	true
a	d	â	m	b	false
a	d	â	n	a	false
a	d	â	n	c	true
a	d	â	n	d	false
a	d	â	n	d	true
a	d	â	n	e	false
a	d	â	n	ă	false
a	d	â	r	-	false
a	d	â	r	i	false
a	d	â	r	u	false
a	d	ă	-	-	false
a	d	ă	-	-	true
a	d	ă	m	-	false
a	d	ă	m	-	true
a	d	ă	p	-	true
a	d	ă	p	a	true
a	d	ă	p	i	true
a	d	ă	p	o	true
a	d	ă	p	â	true
a	d	ă	p	ă	true
a	d	ă	r	i	false
a	d	ă	s	t	true
a	d	ă	u	g	true
a	d	ă	u	ș	false
a	d	ă	ș	t	true
a	e	a	-	-	false
a	e	d	-	-	true
a	e	d	i	c	false
a	e	d	i	t	false
a	e	d	r	e	false
a	e	d	r	i	false
a	e	d	r	u	false
a	e	d	u	c	false
a	e	d	u	l	true
a	e	f	i	c	false
a	e	i	-	-	false
a	e	l	a	b	false
a	e	l	e	c	false
a	e	l	e	g	false
a	e	l	i	-	false
a	e	l	i	a	false
a	e	l	i	c	false
a	e	l	i	e	false
a	e	l	i	s	false
a	e	l	i	t	false
a	e	l	i	ț	false
a	e	l	u	l	false
a	e	p	o	l	false
a	e	r	-	-	true
a	e	r	a	-	false
a	e	r	a	-	true
a	e	r	a	i	false
a	e	r	a	i	true
a	e	r	a	j	true
a	e	r	a	m	false
a	e	r	a	m	true
a	e	r	a	r	false
a	e	r	a	r	true
a	e	r	a	s	false
a	e	r	a	s	true
a	e	r	a	t	false
a	e	r	a	t	true
a	e	r	a	u	false
a	e	r	a	u	true
a	e	r	a	ș	false
a	e	r	a	ș	true
a	e	r	a	ț	false
a	e	r	a	ț	true
a	e	r	e	-	true
a	e	r	e	a	false
a	e	r	e	a	true
a	e	r	e	l	true
a	e	r	e	z	false
a	e	r	e	z	true
a	e	r	g	-	false
a	e	r	g	i	false
a	e	r	g	u	false
a	e	r	i	a	true
a	e	r	i	e	true
a	e	r	i	f	true
a	e	r	i	s	false
a	e	r	i	s	true
a	e	r	l	i	true
a	e	r	o	a	true
a	e	r	o	b	false
a	e	r	o	b	true
a	e	r	o	c	true
a	e	r	o	d	true
a	e	r	o	e	true
a	e	r	o	f	true
a	e	r	o	g	true
a	e	r	o	i	true
a	e	r	o	l	true
a	e	r	o	m	true
a	e	r	o	n	false
a	e	r	o	n	true
a	e	r	o	p	true
a	e	r	o	r	true
a	e	r	o	s	true
a	e	r	o	t	true
a	e	r	o	v	true
a	e	r	o	z	true
a	e	r	o	ș	true
a	e	r	u	l	true
a	e	r	â	n	false
a	e	r	â	n	true
a	e	r	ă	-	false
a	e	r	ă	-	true
a	e	r	ă	m	false
a	e	r	ă	m	true
a	e	r	ă	r	true
a	e	s	c	a	false
a	e	s	t	e	false
a	e	s	t	i	false
a	e	s	t	o	false
a	e	s	t	r	false
a	e	t	-	-	false
a	e	t	a	j	false
a	e	t	i	c	false
a	e	t	n	o	false
a	e	t	o	a	false
a	e	t	o	n	false
a	e	t	u	l	false
a	e	t	u	r	false
a	e	u	-	-	false
a	e	u	l	-	false
a	e	u	l	u	false
a	e	u	r	i	false
a	e	v	a	l	false
a	e	v	a	n	false
a	e	v	o	l	false
a	e	x	c	i	false
a	e	x	p	e	false
a	e	x	p	l	false
a	e	x	p	u	false
a	e	x	t	e	false
a	e	z	i	-	true
a	e	z	i	i	true
a	e	z	i	l	true
a	e	ș	t	r	false
a	f	-	-	-	false
a	f	a	-	-	false
a	f	a	b	i	true
a	f	a	b	u	true
a	f	a	c	-	false
a	f	a	c	e	false
a	f	a	c	e	true
a	f	a	c	h	false
a	f	a	c	i	false
a	f	a	c	ă	false
a	f	a	e	l	false
a	f	a	g	i	true
a	f	a	g	o	false
a	f	a	i	-	false
a	f	a	j	-	false
a	f	a	j	u	false
a	f	a	l	a	false
a	f	a	l	c	false
a	f	a	l	e	false
a	f	a	l	g	false
a	f	a	l	ă	false
a	f	a	m	-	false
a	f	a	n	-	false
a	f	a	n	-	true
a	f	a	n	d	false
a	f	a	n	e	false
a	f	a	n	e	true
a	f	a	n	i	false
a	f	a	n	i	true
a	f	a	n	o	false
a	f	a	n	o	true
a	f	a	n	u	false
