b10	a01	a12	a23	a34	syl
-	b	a	c	e	true
-	b	a	c	h	true
-	b	a	c	i	true
-	b	a	c	l	true
-	b	a	c	o	true
-	b	a	c	t	true
-	b	a	c	u	true
-	b	a	c	ă	true
-	b	a	c	ș	true
-	b	a	d	e	true
-	b	a	d	i	true
-	b	a	d	m	true
-	b	a	f	t	true
-	b	a	g	-	true
-	b	a	g	a	true
-	b	a	g	d	true
-	b	a	g	e	true
-	b	a	g	h	true
-	b	a	g	i	true
-	b	a	g	ă	true
-	b	a	h	a	true
-	b	a	h	i	true
-	b	a	h	n	true
-	b	a	h	o	true
-	b	a	h	t	true
-	b	a	h	ț	true
-	b	a	i	-	true
-	b	a	i	a	true
-	b	a	i	b	true
-	b	a	i	d	true
-	b	a	i	e	true
-	b	a	i	l	true
-	b	a	i	n	true
-	b	a	i	o	true
-	b	a	i	p	true
-	b	a	i	r	true
-	b	a	i	t	true
-	b	a	i	u	true
-	b	a	i	ț	true
-	b	a	j	o	true
-	b	a	l	-	true
-	b	a	l	a	true
-	b	a	l	b	true
-	b	a	l	c	true
-	b	a	l	d	true
-	b	a	l	e	true
-	b	a	l	i	true
-	b	a	l	m	true
-	b	a	l	n	true
-	b	a	l	o	true
-	b	a	l	s	true
-	b	a	l	t	true
-	b	a	l	u	true
-	b	a	l	z	true
-	b	a	l	â	true
-	b	a	l	ă	true
-	b	a	m	-	true
-	b	a	m	a	true
-	b	a	m	b	true
-	b	a	m	e	true
-	b	a	m	u	true
-	b	a	m	ă	true
-	b	a	n	-	true
-	b	a	n	a	true
-	b	a	n	c	true
-	b	a	n	d	true
-	b	a	n	e	true
-	b	a	n	g	true
-	b	a	n	i	true
-	b	a	n	j	true
-	b	a	n	k	true
-	b	a	n	t	true
-	b	a	n	u	true
-	b	a	n	ă	true
-	b	a	o	b	true
-	b	a	p	t	true
-	b	a	r	-	true
-	b	a	r	a	true
-	b	a	r	b	true
-	b	a	r	c	true
-	b	a	r	d	true
-	b	a	r	e	true
-	b	a	r	h	true
-	b	a	r	i	true
-	b	a	r	j	true
-	b	a	r	l	true
-	b	a	r	m	true
-	b	a	r	n	true
-	b	a	r	o	true
-	b	a	r	r	true
-	b	a	r	t	true
-	b	a	r	u	true
-	b	a	r	z	true
-	b	a	r	â	true
-	b	a	r	ă	true
-	b	a	r	ș	true
-	b	a	s	-	true
-	b	a	s	a	true
-	b	a	s	c	true
-	b	a	s	e	true
-	b	a	s	i	true
-	b	a	s	m	true
-	b	a	s	n	true
-	b	a	s	o	true
-	b	a	s	t	true
-	b	a	s	u	true
-	b	a	t	-	true
-	b	a	t	a	true
-	b	a	t	c	true
-	b	a	t	e	true
-	b	a	t	h	true
-	b	a	t	i	true
-	b	a	t	j	true
-	b	a	t	m	true
-	b	a	t	o	true
-	b	a	t	r	true
-	b	a	t	ă	true
-	b	a	u	-	true
-	b	a	u	b	true
-	b	a	u	d	true
-	b	a	u	n	true
-	b	a	u	x	true
-	b	a	u	z	true
-	b	a	v	a	true
-	b	a	v	e	true
-	b	a	v	u	true
-	b	a	v	ă	true
-	b	a	x	-	true
-	b	a	x	u	true
-	b	a	z	a	true
-	b	a	z	e	true
-	b	a	z	i	true
-	b	a	z	o	true
-	b	a	z	â	true
-	b	a	z	ă	true
-	b	a	ș	-	true
-	b	a	ș	a	true
-	b	a	ș	b	true
-	b	a	ș	c	true
-	b	a	ș	i	true
-	b	a	ș	k	true
-	b	a	ș	o	true
-	b	a	ș	t	true
-	b	a	ș	u	true
-	b	a	ț	i	true
-	b	e	a	-	true
-	b	e	a	i	true
-	b	e	a	m	true
-	b	e	a	r	true
-	b	e	a	t	true
-	b	e	a	u	true
-	b	e	a	ț	true
-	b	e	b	e	true
-	b	e	b	i	true
-	b	e	c	-	true
-	b	e	c	a	true
-	b	e	c	e	true
-	b	e	c	h	true
-	b	e	c	i	true
-	b	e	c	t	true
-	b	e	c	u	true
-	b	e	d	r	true
-	b	e	d	u	true
-	b	e	e	-	true
-	b	e	e	t	true
-	b	e	g	o	true
-	b	e	h	a	true
-	b	e	h	e	true
-	b	e	h	l	true
-	b	e	h	ă	true
-	b	e	i	-	true
-	b	e	i	i	true
-	b	e	i	l	true
-	b	e	i	u	true
-	b	e	i	z	true
-	b	e	j	-	true
-	b	e	l	-	true
-	b	e	l	a	true
-	b	e	l	c	true
-	b	e	l	d	true
-	b	e	l	e	true
-	b	e	l	f	true
-	b	e	l	g	true
-	b	e	l	h	true
-	b	e	l	i	true
-	b	e	l	o	true
-	b	e	l	u	true
-	b	e	l	v	true
-	b	e	l	ș	true
-	b	e	m	-	true
-	b	e	m	b	true
-	b	e	m	o	true
-	b	e	n	a	true
-	b	e	n	c	true
-	b	e	n	d	true
-	b	e	n	e	true
-	b	e	n	g	true
-	b	e	n	i	true
-	b	e	n	j	true
-	b	e	n	o	true
-	b	e	n	t	true
-	b	e	n	z	true
-	b	e	n	ă	true
-	b	e	n	ț	true
-	b	e	o	t	true
-	b	e	o	ț	true
-	b	e	r	a	true
-	b	e	r	b	true
-	b	e	r	c	true
-	b	e	r	e	true
-	b	e	r	g	true
-	b	e	r	i	true
-	b	e	r	j	true
-	b	e	r	k	true
-	b	e	r	l	true
-	b	e	r	m	true
-	b	e	r	n	true
-	b	e	r	r	true
-	b	e	r	s	true
-	b	e	r	t	true
-	b	e	r	z	true
-	b	e	r	ă	true
-	b	e	s	a	true
-	b	e	s	c	true
-	b	e	s	s	true
-	b	e	s	t	true
-	b	e	t	a	true
-	b	e	t	e	true
-	b	e	t	o	true
-	b	e	t	u	true
-	b	e	u	c	true
-	b	e	u	d	true
-	b	e	u	l	true
-	b	e	u	ț	true
-	b	e	v	a	true
-	b	e	z	-	true
-	b	e	z	e	true
-	b	e	z	m	true
-	b	e	z	n	true
-	b	e	z	o	true
-	b	e	ș	a	true
-	b	e	ș	l	true
-	b	e	ș	t	true
-	b	e	ț	e	true
-	b	e	ț	i	true
-	b	i	a	c	true
-	b	i	a	n	true
-	b	i	a	p	true
-	b	i	a	r	true
-	b	i	a	t	true
-	b	i	a	x	true
-	b	i	b	a	true
-	b	i	b	e	true
-	b	i	b	i	true
-	b	i	b	l	true
-	b	i	c	-	true
-	b	i	c	a	true
-	b	i	c	e	true
-	b	i	c	h	true
-	b	i	c	i	true
-	b	i	c	l	true
-	b	i	c	o	true
-	b	i	c	r	true
-	b	i	c	u	true
-	b	i	d	e	true
-	b	i	d	i	true
-	b	i	d	o	true
-	b	i	e	-	true
-	b	i	e	f	true
-	b	i	e	l	true
-	b	i	e	n	true
-	b	i	e	t	true
-	b	i	e	u	true
-	b	i	e	ț	true
-	b	i	f	a	true
-	b	i	f	e	true
-	b	i	f	i	true
-	b	i	f	l	true
-	b	i	f	o	true
-	b	i	f	t	true
-	b	i	f	u	true
-	b	i	f	â	true
-	b	i	f	ă	true
-	b	i	g	-	true
-	b	i	g	a	true
-	b	i	g	e	true
-	b	i	g	i	true
-	b	i	g	o	true
-	b	i	g	r	true
-	b	i	g	u	true
-	b	i	g	ă	true
-	b	i	h	e	true
-	b	i	h	o	true
-	b	i	h	u	true
-	b	i	j	e	true
-	b	i	j	o	true
-	b	i	j	u	true
-	b	i	k	i	true
-	b	i	l	-	true
-	b	i	l	a	true
-	b	i	l	d	true
-	b	i	l	e	true
-	b	i	l	i	true
-	b	i	l	o	true
-	b	i	l	u	true
-	b	i	l	ă	true
-	b	i	m	a	true
-	b	i	m	b	true
-	b	i	m	e	true
-	b	i	m	i	true
-	b	i	m	o	true
-	b	i	m	z	true
-	b	i	n	a	true
-	b	i	n	d	true
-	b	i	n	e	true
-	b	i	n	i	true
-	b	i	n	o	true
-	b	i	n	t	true
-	b	i	o	a	true
-	b	i	o	b	true
-	b	i	o	c	true
-	b	i	o	d	true
-	b	i	o	e	true
-	b	i	o	f	true
-	b	i	o	g	true
-	b	i	o	i	true
-	b	i	o	l	true
-	b	i	o	m	true
-	b	i	o	n	true
-	b	i	o	p	true
-	b	i	o	r	true
-	b	i	o	s	true
-	b	i	o	t	true
-	b	i	o	x	true
-	b	i	o	ț	true
-	b	i	p	a	true
-	b	i	p	e	true
-	b	i	p	l	true
-	b	i	p	o	true
-	b	i	p	r	true
-	b	i	p	ă	true
-	b	i	r	-	true
-	b	i	r	a	true
-	b	i	r	e	true
-	b	i	r	j	true
-	b	i	r	l	true
-	b	i	r	m	true
-	b	i	r	n	true
-	b	i	r	o	true
-	b	i	r	t	true
-	b	i	r	u	true
-	b	i	r	ă	true
-	b	i	s	-	true
-	b	i	s	a	true
-	b	i	s	c	true
-	b	i	s	e	true
-	b	i	s	i	true
-	b	i	s	m	true
-	b	i	s	o	true
-	b	i	s	t	true
-	b	i	s	u	true
-	b	i	s	â	true
-	b	i	s	ă	true
-	b	i	t	-	true
-	b	i	t	a	true
-	b	i	t	e	true
-	b	i	t	r	true
-	b	i	t	u	true
-	b	i	u	n	true
-	b	i	u	r	true
-	b	i	u	t	true
-	b	i	v	-	true
-	b	i	v	a	true
-	b	i	v	e	true
-	b	i	v	o	true
-	b	i	v	u	true
-	b	i	z	a	true
-	b	i	z	e	true
-	b	i	z	o	true
-	b	i	z	u	true
-	b	i	ș	n	true
-	b	i	ț	i	true
-	b	l	a	c	true
-	b	l	a	g	true
-	b	l	a	j	true
-	b	l	a	m	true
-	b	l	a	n	true
-	b	l	a	s	true
-	b	l	a	t	true
-	b	l	a	u	true
-	b	l	a	z	true
-	b	l	e	a	true
-	b	l	e	f	true
-	b	l	e	g	true
-	b	l	e	h	true
-	b	l	e	n	true
-	b	l	e	o	true
-	b	l	e	s	true
-	b	l	e	ș	true
-	b	l	i	d	true
-	b	l	i	m	true
-	b	l	i	n	true
-	b	l	i	ț	true
-	b	l	o	c	true
-	b	l	o	d	true
-	b	l	o	n	true
-	b	l	u	f	true
-	b	l	u	m	true
-	b	l	u	z	true
-	b	l	â	n	true
-	b	l	ă	j	true
-	b	l	ă	n	true
-	b	o	a	-	true
-	b	o	a	b	true
-	b	o	a	c	true
-	b	o	a	i	true
-	b	o	a	l	true
-	b	o	a	m	true
-	b	o	a	n	true
-	b	o	a	r	true
-	b	o	a	s	true
-	b	o	a	ș	true
-	b	o	a	ț	true
-	b	o	b	-	true
-	b	o	b	e	true
-	b	o	b	i	true
-	b	o	b	l	true
-	b	o	b	o	true
-	b	o	b	s	true
-	b	o	b	u	true
-	b	o	b	â	true
-	b	o	c	-	true
-	b	o	c	a	true
-	b	o	c	c	true
-	b	o	c	e	true
-	b	o	c	i	true
-	b	o	c	n	true
-	b	o	c	u	true
-	b	o	c	ă	true
-	b	o	c	ș	true
-	b	o	d	e	true
-	b	o	d	i	true
-	b	o	d	o	true
-	b	o	d	â	true
-	b	o	e	h	true
-	b	o	e	m	true
-	b	o	g	a	true
-	b	o	g	d	true
-	b	o	g	h	true
-	b	o	g	l	true
-	b	o	g	o	true
-	b	o	g	ă	true
-	b	o	h	o	true
-	b	o	i	-	true
-	b	o	i	a	true
-	b	o	i	c	true
-	b	o	i	d	true
-	b	o	i	e	true
-	b	o	i	i	true
-	b	o	i	l	true
-	b	o	i	m	true
-	b	o	i	n	true
-	b	o	i	r	true
-	b	o	i	s	true
-	b	o	i	t	true
-	b	o	i	u	true
-	b	o	i	ș	true
-	b	o	i	ț	true
-	b	o	j	d	true
-	b	o	j	i	true
-	b	o	j	o	true
-	b	o	l	-	true
-	b	o	l	a	true
-	b	o	l	b	true
-	b	o	l	d	true
-	b	o	l	e	true
-	b	o	l	f	true
-	b	o	l	i	true
-	b	o	l	n	true
-	b	o	l	o	true
-	b	o	l	s	true
-	b	o	l	t	true
-	b	o	l	u	true
-	b	o	l	â	true
-	b	o	l	ș	true
-	b	o	l	ț	true
-	b	o	m	b	true
-	b	o	m	f	true
-	b	o	m	p	true
-	b	o	n	-	true
-	b	o	n	a	true
-	b	o	n	c	true
-	b	o	n	d	true
-	b	o	n	e	true
-	b	o	n	g	true
-	b	o	n	i	true
-	b	o	n	j	true
-	b	o	n	n	true
-	b	o	n	o	true
-	b	o	n	t	true
-	b	o	n	u	true
-	b	o	n	z	true
-	b	o	n	ă	true
-	b	o	n	ț	true
-	b	o	r	-	true
-	b	o	r	a	true
-	b	o	r	b	true
-	b	o	r	c	true
-	b	o	r	d	true
-	b	o	r	e	true
-	b	o	r	f	true
-	b	o	r	g	true
-	b	o	r	h	true
-	b	o	r	i	true
-	b	o	r	m	true
-	b	o	r	n	true
-	b	o	r	o	true
-	b	o	r	s	true
-	b	o	r	t	true
-	b	o	r	u	true
-	b	o	r	v	true
-	b	o	r	z	true
-	b	o	r	â	true
-	b	o	r	î	true
-	b	o	r	ă	true
-	b	o	r	ș	true
-	b	o	r	ț	true
-	b	o	s	-	true
-	b	o	s	a	true
-	b	o	s	c	true
-	b	o	s	e	true
-	b	o	s	n	true
-	b	o	s	o	true
-	b	o	s	t	true
-	b	o	s	u	true
-	b	o	s	ă	true
-	b	o	t	-	true
-	b	o	t	a	true
-	b	o	t	c	true
-	b	o	t	e	true
-	b	o	t	f	true
-	b	o	t	g	true
-	b	o	t	i	true
-	b	o	t	n	true
-	b	o	t	o	true
-	b	o	t	r	true
-	b	o	t	u	true
-	b	o	t	ă	true
-	b	o	u	-	true
-	b	o	u	a	true
-	b	o	u	l	true
-	b	o	u	r	true
-	b	o	u	ș	true
-	b	o	u	ț	true
-	b	o	v	a	true
-	b	o	v	i	true
-	b	o	x	-	true
-	b	o	x	a	true
-	b	o	x	e	true
-	b	o	x	u	true
-	b	o	x	â	true
-	b	o	x	ă	true
-	b	o	z	-	true
-	b	o	z	a	true
-	b	o	z	i	true
-	b	o	z	u	true
-	b	o	ș	-	true
-	b	o	ș	a	true
-	b	o	ș	i	true
-	b	o	ș	o	true
-	b	o	ș	t	true
-	b	o	ș	u	true
-	b	o	ț	-	true
-	b	o	ț	e	true
-	b	o	ț	i	true
-	b	o	ț	m	true
-	b	o	ț	o	true
-	b	o	ț	u	true
-	b	r	a	c	true
-	b	r	a	d	true
-	b	r	a	g	true
-	b	r	a	h	true
-	b	r	a	i	true
-	b	r	a	m	true
-	b	r	a	n	true
-	b	r	a	s	true
-	b	r	a	u	true
-	b	r	a	v	true
-	b	r	a	z	true
-	b	r	a	ș	true
-	b	r	a	ț	true
-	b	r	e	-	true
-	b	r	e	a	true
-	b	r	e	b	true
-	b	r	e	c	true
-	b	r	e	g	true
-	b	r	e	i	true
-	b	r	e	j	true
-	b	r	e	l	true
-	b	r	e	m	true
-	b	r	e	n	true
-	b	r	e	s	true
-	b	r	e	t	true
-	b	r	e	v	true
-	b	r	e	z	true
-	b	r	e	ș	true
-	b	r	i	a	true
-	b	r	i	b	true
-	b	r	i	c	true
-	b	r	i	d	true
-	b	r	i	e	true
-	b	r	i	g	true
-	b	r	i	i	true
-	b	r	i	l	true
-	b	r	i	o	true
-	b	r	i	p	true
-	b	r	i	s	true
-	b	r	i	t	true
-	b	r	i	z	true
-	b	r	i	ș	true
-	b	r	o	a	true
-	b	r	o	b	true
-	b	r	o	c	true
-	b	r	o	d	true
-	b	r	o	k	true
-	b	r	o	m	true
-	b	r	o	n	true
-	b	r	o	s	true
-	b	r	o	t	true
-	b	r	o	w	true
-	b	r	o	ș	true
-	b	r	r	-	true
-	b	r	u	c	true
-	b	r	u	d	true
-	b	r	u	f	true
-	b	r	u	h	true
-	b	r	u	i	true
-	b	r	u	m	true
-	b	r	u	n	true
-	b	r	u	s	true
-	b	r	u	t	true
-	b	r	u	x	true
-	b	r	u	ș	true
-	b	r	u	ț	true
-	b	r	â	g	true
-	b	r	â	i	true
-	b	r	â	n	true
-	b	r	â	u	true
-	b	r	ă	b	true
-	b	r	ă	c	true
-	b	r	ă	d	true
-	b	r	ă	g	true
-	b	r	ă	h	true
-	b	r	ă	i	true
-	b	r	ă	n	true
-	b	r	ă	z	true
-	b	r	ă	ț	true
-	b	u	-	-	true
-	b	u	b	a	true
-	b	u	b	e	true
-	b	u	b	i	true
-	b	u	b	o	true
-	b	u	b	u	true
-	b	u	b	ă	true
-	b	u	c	-	true
-	b	u	c	a	true
-	b	u	c	c	true
-	b	u	c	e	true
-	b	u	c	h	true
-	b	u	c	i	true
-	b	u	c	l	true
-	b	u	c	o	true
-	b	u	c	r	true
-	b	u	c	s	true
-	b	u	c	u	true
-	b	u	c	v	true
-	b	u	c	ă	true
-	b	u	c	ș	true
-	b	u	d	a	true
-	b	u	d	e	true
-	b	u	d	i	true
-	b	u	d	o	true
-	b	u	d	u	true
-	b	u	d	â	true
-	b	u	d	ă	true
-	b	u	f	-	true
-	b	u	f	a	true
-	b	u	f	e	true
-	b	u	f	i	true
-	b	u	f	l	true
-	b	u	f	n	true
-	b	u	f	o	true
-	b	u	f	t	true
-	b	u	f	ă	true
-	b	u	g	e	true
-	b	u	g	l	true
-	b	u	h	-	true
-	b	u	h	a	true
-	b	u	h	e	true
-	b	u	h	o	true
-	b	u	h	u	true
-	b	u	h	ă	true
-	b	u	i	-	true
-	b	u	i	a	true
-	b	u	i	e	true
-	b	u	i	i	true
-	b	u	i	m	true
-	b	u	i	n	true
-	b	u	i	o	true
-	b	u	i	r	true
-	b	u	i	s	true
-	b	u	i	t	true
-	b	u	i	u	true
-	b	u	i	ș	true
-	b	u	i	ț	true
-	b	u	j	d	true
-	b	u	j	e	true
-	b	u	j	i	true
-	b	u	j	o	true
-	b	u	l	a	true
-	b	u	l	b	true
-	b	u	l	c	true
-	b	u	l	d	true
-	b	u	l	e	true
-	b	u	l	f	true
-	b	u	l	g	true
-	b	u	l	h	true
-	b	u	l	i	true
-	b	u	l	o	true
-	b	u	l	u	true
-	b	u	l	v	true
-	b	u	l	z	true
-	b	u	l	ă	true
-	b	u	m	-	true
-	b	u	m	a	true
-	b	u	m	b	true
-	b	u	m	e	true
-	b	u	m	ă	true
-	b	u	n	-	true
-	b	u	n	a	true
-	b	u	n	c	true
-	b	u	n	d	true
-	b	u	n	e	true
-	b	u	n	g	true
-	b	u	n	i	true
-	b	u	n	p	true
-	b	u	n	s	true
-	b	u	n	t	true
-	b	u	n	u	true
-	b	u	n	ă	true
-	b	u	r	-	true
-	b	u	r	a	true
-	b	u	r	b	true
-	b	u	r	c	true
-	b	u	r	d	true
-	b	u	r	e	true
-	b	u	r	f	true
-	b	u	r	g	true
-	b	u	r	h	true
-	b	u	r	i	true
-	b	u	r	j	true
-	b	u	r	l	true
-	b	u	r	n	true
-	b	u	r	o	true
-	b	u	r	s	true
-	b	u	r	t	true
-	b	u	r	u	true
-	b	u	r	z	true
-	b	u	r	â	true
-	b	u	r	ă	true
-	b	u	r	ț	true
-	b	u	s	-	true
-	b	u	s	c	true
-	b	u	s	n	true
-	b	u	s	o	true
-	b	u	s	t	true
-	b	u	s	u	true
-	b	u	t	-	true
-	b	u	t	a	true
-	b	u	t	c	true
-	b	u	t	e	true
-	b	u	t	i	true
-	b	u	t	n	true
-	b	u	t	o	true
-	b	u	t	u	true
-	b	u	t	ă	true
-	b	u	u	u	true
-	b	u	v	a	true
-	b	u	v	e	true
-	b	u	x	a	true
-	b	u	z	a	true
-	b	u	z	d	true
-	b	u	z	e	true
-	b	u	z	i	true
-	b	u	z	n	true
-	b	u	z	o	true
-	b	u	z	u	true
-	b	u	z	ă	true
-	b	u	ș	e	true
-	b	u	ș	i	true
-	b	u	ș	m	true
-	b	u	ș	o	true
-	b	u	ș	t	true
-	b	u	ș	u	true
-	b	u	ț	i	true
-	b	y	r	o	true
-	b	â	c	-	true
-	b	â	c	a	true
-	b	â	c	b	true
-	b	â	c	â	true
-	b	â	h	l	true
-	b	â	i	g	true
-	b	â	j	b	true
-	b	â	l	b	true
-	b	â	l	c	true
-	b	â	l	d	true
-	b	â	l	i	true
-	b	â	l	t	true
-	b	â	n	d	true
-	b	â	n	t	true
-	b	â	r	-	true
-	b	â	r	c	true
-	b	â	r	f	true
-	b	â	r	l	true
-	b	â	r	n	true
-	b	â	r	s	true
-	b	â	r	z	true
-	b	â	r	â	true
-	b	â	t	-	true
-	b	â	t	a	true
-	b	â	t	e	true
-	b	â	t	l	true
-	b	â	t	u	true
-	b	â	t	ă	true
-	b	â	z	-	true
-	b	â	z	a	true
-	b	â	z	d	true
-	b	â	z	e	true
-	b	â	z	o	true
-	b	â	z	z	true
-	b	â	z	â	true
-	b	â	z	ă	true
-	b	â	ț	-	true
-	b	â	ț	a	true
-	b	â	ț	i	true
-	b	â	ț	â	true
-	b	ă	-	-	true
-	b	ă	b	a	true
-	b	ă	b	e	true
-	b	ă	b	o	true
-	b	ă	b	u	true
-	b	ă	b	ă	true
-	b	ă	c	a	true
-	b	ă	c	i	true
-	b	ă	c	u	true
-	b	ă	c	ă	true
-	b	ă	d	i	true
-	b	ă	d	ă	true
-	b	ă	g	a	true
-	b	ă	g	r	true
-	b	ă	g	â	true
-	b	ă	g	ă	true
-	b	ă	h	n	true
-	b	ă	i	-	true
-	b	ă	i	a	true
-	b	ă	i	e	true
-	b	ă	i	i	true
-	b	ă	i	l	true
-	b	ă	i	m	true
-	b	ă	i	n	true
-	b	ă	i	r	true
-	b	ă	i	s	true
-	b	ă	i	t	true
-	b	ă	i	ș	true
-	b	ă	i	ț	true
-	b	ă	j	e	true
-	b	ă	l	-	true
-	b	ă	l	a	true
-	b	ă	l	b	true
-	b	ă	l	e	true
-	b	ă	l	i	true
-	b	ă	l	m	true
-	b	ă	l	o	true
-	b	ă	l	s	true
-	b	ă	l	t	true
-	b	ă	l	u	true
-	b	ă	l	v	true
-	b	ă	l	ă	true
-	b	ă	l	ț	true
-	b	ă	n	a	true
-	b	ă	n	c	true
-	b	ă	n	d	true
-	b	ă	n	e	true
-	b	ă	n	i	true
-	b	ă	n	o	true
-	b	ă	n	u	true
-	b	ă	n	ă	true
-	b	ă	r	a	true
-	b	ă	r	b	true
-	b	ă	r	c	true
-	b	ă	r	d	true
-	b	ă	r	n	true
-	b	ă	r	z	true
-	b	ă	r	ă	true
-	b	ă	s	c	true
-	b	ă	s	m	true
-	b	ă	s	n	true
-	b	ă	t	a	true
-	b	ă	t	e	true
-	b	ă	t	r	true
-	b	ă	t	u	true
-	b	ă	t	â	true
-	b	ă	t	ă	true
-	b	ă	u	-	true
-	b	ă	u	b	true
-	b	ă	u	i	true
-	b	ă	u	n	true
-	b	ă	u	r	true
-	b	ă	u	s	true
-	b	ă	u	t	true
-	b	ă	u	ș	true
-	b	ă	u	ț	true
-	b	ă	ș	c	true
-	b	ă	ș	i	true
-	b	ă	ș	t	true
-	b	ă	ț	-	true
-	b	ă	ț	o	true
-	b	ă	ț	u	true
-	c	-	-	-	true
-	c	a	-	-	true
-	c	a	b	-	true
-	c	a	b	a	true
-	c	a	b	e	true
-	c	a	b	i	true
-	c	a	b	l	true
-	c	a	b	o	true
-	c	a	b	r	true
-	c	a	b	u	true
-	c	a	c	a	true
-	c	a	c	e	true
-	c	a	c	h	true
-	c	a	c	i	true
-	c	a	c	o	true
-	c	a	c	t	true
-	c	a	d	-	true
-	c	a	d	a	true
-	c	a	d	e	true
-	c	a	d	i	true
-	c	a	d	m	true
-	c	a	d	o	true
-	c	a	d	r	true
-	c	a	d	u	true
-	c	a	d	â	true
-	c	a	d	ă	true
-	c	a	f	a	true
-	c	a	f	e	true
-	c	a	f	r	true
-	c	a	f	t	true
-	c	a	g	a	true
-	c	a	g	u	true
-	c	a	h	l	true
-	c	a	h	u	true
-	c	a	i	-	true
-	c	a	i	a	true
-	c	a	i	c	true
-	c	a	i	d	true
-	c	a	i	e	true
-	c	a	i	i	true
-	c	a	i	l	true
-	c	a	i	m	true
-	c	a	i	n	true
-	c	a	i	p	true
-	c	a	i	r	true
-	c	a	i	s	true
-	c	a	i	z	true
-	c	a	i	ș	true
-	c	a	j	a	true
-	c	a	j	e	true
-	c	a	j	ă	true
-	c	a	l	-	true
-	c	a	l	a	true
-	c	a	l	c	true
-	c	a	l	d	true
-	c	a	l	e	true
-	c	a	l	f	true
-	c	a	l	i	true
-	c	a	l	m	true
-	c	a	l	o	true
-	c	a	l	p	true
-	c	a	l	t	true
-	c	a	l	u	true
-	c	a	l	v	true
-	c	a	l	z	true
-	c	a	l	â	true
-	c	a	l	ă	true
-	c	a	l	ț	true
-	c	a	m	-	true
-	c	a	m	a	true
-	c	a	m	b	true
-	c	a	m	e	true
-	c	a	m	f	true
-	c	a	m	g	true
-	c	a	m	i	true
-	c	a	m	o	true
-	c	a	m	p	true
-	c	a	m	u	true
-	c	a	m	ă	true
-	c	a	n	a	true
-	c	a	n	c	true
-	c	a	n	d	true
-	c	a	n	e	true
-	c	a	n	g	true
-	c	a	n	i	true
-	c	a	n	n	true
-	c	a	n	o	true
-	c	a	n	t	true
-	c	a	n	u	true
-	c	a	n	ă	true
-	c	a	n	ț	true
-	c	a	o	l	true
-	c	a	p	-	true
-	c	a	p	a	true
-	c	a	p	c	true
-	c	a	p	d	true
-	c	a	p	e	true
-	c	a	p	i	true
-	c	a	p	l	true
-	c	a	p	n	true
-	c	a	p	o	true
-	c	a	p	r	true
-	c	a	p	s	true
-	c	a	p	t	true
-	c	a	p	u	true
-	c	a	p	î	true
-	c	a	p	ă	true
-	c	a	r	-	true
-	c	a	r	a	true
-	c	a	r	b	true
-	c	a	r	c	true
-	c	a	r	d	true
-	c	a	r	e	true
-	c	a	r	f	true
-	c	a	r	g	true
-	c	a	r	i	true
-	c	a	r	l	true
-	c	a	r	m	true
-	c	a	r	n	true
-	c	a	r	o	true
-	c	a	r	p	true
-	c	a	r	s	true
-	c	a	r	t	true
-	c	a	r	u	true
-	c	a	r	v	true
-	c	a	r	â	true
-	c	a	r	ă	true
-	c	a	s	a	true
-	c	a	s	c	true
-	c	a	s	e	true
-	c	a	s	i	true
-	c	a	s	m	true
-	c	a	s	n	true
-	c	a	s	o	true
-	c	a	s	t	true
-	c	a	s	u	true
-	c	a	s	â	true
-	c	a	s	ă	true
-	c	a	t	-	true
-	c	a	t	a	true
-	c	a	t	e	true
-	c	a	t	g	true
-	c	a	t	h	true
-	c	a	t	i	true
-	c	a	t	o	true
-	c	a	t	r	true
-	c	a	t	u	true
-	c	a	t	â	true
-	c	a	u	a	true
-	c	a	u	c	true
-	c	a	u	d	true
-	c	a	u	e	true
-	c	a	u	l	true
-	c	a	u	n	true
-	c	a	u	p	true
-	c	a	u	s	true
-	c	a	u	t	true
-	c	a	u	z	true
-	c	a	u	ă	true
-	c	a	u	ț	true
-	c	a	v	a	true
-	c	a	v	e	true
-	c	a	v	i	true
-	c	a	v	o	true
-	c	a	v	ă	true
-	c	a	z	-	true
-	c	a	z	a	true
-	c	a	z	e	true
-	c	a	z	i	true
-	c	a	z	m	true
-	c	a	z	n	true
-	c	a	z	o	true
-	c	a	z	u	true
-	c	a	z	â	true
-	c	a	z	ă	true
-	c	a	ș	-	true
-	c	a	ș	a	true
-	c	a	ș	c	true
-	c	a	ș	e	true
-	c	a	ș	i	true
-	c	a	ș	m	true
-	c	a	ș	t	true
-	c	a	ș	u	true
-	c	a	ș	ă	true
-	c	a	ț	a	true
-	c	a	ț	e	true
-	c	a	ț	ă	true
-	c	e	-	-	true
-	c	e	a	-	true
-	c	e	a	c	true
-	c	e	a	d	true
-	c	e	a	f	true
-	c	e	a	h	true
-	c	e	a	i	true
-	c	e	a	l	true
-	c	e	a	m	true
-	c	e	a	n	true
-	c	e	a	p	true
-	c	e	a	r	true
-	c	e	a	s	true
-	c	e	a	t	true
-	c	e	a	u	true
-	c	e	a	ș	true
-	c	e	a	ț	true
-	c	e	b	a	true
-	c	e	b	o	true
-	c	e	b	ă	true
-	c	e	c	-	true
-	c	e	c	a	true
-	c	e	c	i	true
-	c	e	c	m	true
-	c	e	c	o	true
-	c	e	c	u	true
-	c	e	d	a	true
-	c	e	d	e	true
