b32	b21	b10	a01	a12	syl
-	-	e	i	f	false
-	-	e	i	n	false
-	-	e	j	a	true
-	-	e	j	e	true
-	-	e	l	-	false
-	-	e	l	a	true
-	-	e	l	c	false
-	-	e	l	e	true
-	-	e	l	f	false
-	-	e	l	i	true
-	-	e	l	o	true
-	-	e	l	u	true
-	-	e	l	v	false
-	-	e	l	z	false
-	-	e	m	a	true
-	-	e	m	b	false
-	-	e	m	e	true
-	-	e	m	f	false
-	-	e	m	i	true
-	-	e	m	o	true
-	-	e	m	p	false
-	-	e	m	p	true
-	-	e	m	u	true
-	-	e	n	a	false
-	-	e	n	a	true
-	-	e	n	c	false
-	-	e	n	d	false
-	-	e	n	e	true
-	-	e	n	f	false
-	-	e	n	f	true
-	-	e	n	g	false
-	-	e	n	i	true
-	-	e	n	j	false
-	-	e	n	o	false
-	-	e	n	o	true
-	-	e	n	s	false
-	-	e	n	t	false
-	-	e	n	u	false
-	-	e	n	u	true
-	-	e	n	z	false
-	-	e	o	a	true
-	-	e	o	b	true
-	-	e	o	c	true
-	-	e	o	l	true
-	-	e	o	n	true
-	-	e	o	z	true
-	-	e	p	a	true
-	-	e	p	e	true
-	-	e	p	i	true
-	-	e	p	o	true
-	-	e	p	r	true
-	-	e	p	s	false
-	-	e	p	u	true
-	-	e	r	a	true
-	-	e	r	b	false
-	-	e	r	d	false
-	-	e	r	e	true
-	-	e	r	g	false
-	-	e	r	i	true
-	-	e	r	m	false
-	-	e	r	o	true
-	-	e	r	p	false
-	-	e	r	u	true
-	-	e	r	z	false
-	-	e	r	ă	true
-	-	e	s	a	true
-	-	e	s	c	false
-	-	e	s	e	true
-	-	e	s	h	true
-	-	e	s	k	false
-	-	e	s	o	true
-	-	e	s	p	false
-	-	e	s	t	false
-	-	e	t	a	true
-	-	e	t	c	false
-	-	e	t	e	true
-	-	e	t	i	true
-	-	e	t	m	false
-	-	e	t	n	false
-	-	e	t	o	true
-	-	e	t	r	true
-	-	e	t	u	true
-	-	e	t	ă	true
-	-	e	u	-	false
-	-	e	u	c	true
-	-	e	u	d	true
-	-	e	u	f	true
-	-	e	u	g	true
-	-	e	u	h	true
-	-	e	u	m	true
-	-	e	u	n	true
-	-	e	u	p	true
-	-	e	u	r	true
-	-	e	u	s	true
-	-	e	u	t	true
-	-	e	v	-	false
-	-	e	v	a	true
-	-	e	v	e	true
-	-	e	v	g	false
-	-	e	v	i	true
-	-	e	v	l	true
-	-	e	v	o	true
-	-	e	v	r	true
-	-	e	v	u	true
-	-	e	x	a	false
-	-	e	x	a	true
-	-	e	x	c	false
-	-	e	x	e	true
-	-	e	x	f	false
-	-	e	x	h	false
-	-	e	x	i	true
-	-	e	x	m	false
-	-	e	x	o	false
-	-	e	x	o	true
-	-	e	x	p	false
-	-	e	x	p	true
-	-	e	x	s	false
-	-	e	x	t	false
-	-	e	x	u	false
-	-	e	x	u	true
-	-	e	x	î	false
-	-	e	x	î	true
-	-	e	z	e	true
-	-	e	z	i	true
-	-	e	z	o	true
-	-	e	ș	a	true
-	-	e	ș	e	true
-	-	e	ș	i	true
-	-	e	ș	t	false
-	-	e	ș	u	true
-	-	f	a	-	false
-	-	f	a	b	false
-	-	f	a	c	false
-	-	f	a	d	false
-	-	f	a	e	false
-	-	f	a	g	false
-	-	f	a	i	false
-	-	f	a	l	false
-	-	f	a	m	false
-	-	f	a	n	false
-	-	f	a	p	false
-	-	f	a	r	false
-	-	f	a	s	false
-	-	f	a	t	false
-	-	f	a	u	false
-	-	f	a	v	false
-	-	f	a	x	false
-	-	f	a	z	false
-	-	f	a	ș	false
-	-	f	a	ț	false
-	-	f	e	b	false
-	-	f	e	c	false
-	-	f	e	d	false
-	-	f	e	e	false
-	-	f	e	l	false
-	-	f	e	m	false
-	-	f	e	n	false
-	-	f	e	r	false
-	-	f	e	s	false
-	-	f	e	t	false
-	-	f	e	u	false
-	-	f	e	z	false
-	-	f	e	ș	false
-	-	f	e	ț	false
-	-	f	i	a	false
-	-	f	i	b	false
-	-	f	i	c	false
-	-	f	i	d	false
-	-	f	i	e	false
-	-	f	i	g	false
-	-	f	i	i	false
-	-	f	i	j	false
-	-	f	i	l	false
-	-	f	i	m	false
-	-	f	i	n	false
-	-	f	i	o	false
-	-	f	i	r	false
-	-	f	i	s	false
-	-	f	i	t	false
-	-	f	i	u	false
-	-	f	i	x	false
-	-	f	i	z	false
-	-	f	i	ș	false
-	-	f	i	ț	false
-	-	f	l	a	false
-	-	f	l	e	false
-	-	f	l	i	false
-	-	f	l	o	false
-	-	f	l	u	false
-	-	f	l	ă	false
-	-	f	o	a	false
-	-	f	o	b	false
-	-	f	o	c	false
-	-	f	o	d	false
-	-	f	o	f	false
-	-	f	o	i	false
-	-	f	o	j	false
-	-	f	o	l	false
-	-	f	o	m	false
-	-	f	o	n	false
-	-	f	o	r	false
-	-	f	o	s	false
-	-	f	o	t	false
-	-	f	o	u	false
-	-	f	o	v	false
-	-	f	o	x	false
-	-	f	o	ș	false
-	-	f	o	ț	false
-	-	f	r	a	false
-	-	f	r	e	false
-	-	f	r	i	false
-	-	f	r	o	false
-	-	f	r	u	false
-	-	f	r	â	false
-	-	f	r	ă	false
-	-	f	t	a	false
-	-	f	t	i	false
-	-	f	t	o	false
-	-	f	u	-	false
-	-	f	u	c	false
-	-	f	u	d	false
-	-	f	u	e	false
-	-	f	u	f	false
-	-	f	u	g	false
-	-	f	u	i	false
-	-	f	u	l	false
-	-	f	u	m	false
-	-	f	u	n	false
-	-	f	u	r	false
-	-	f	u	s	false
-	-	f	u	t	false
-	-	f	u	x	false
-	-	f	u	z	false
-	-	f	u	ș	false
-	-	f	u	ț	false
-	-	f	â	l	false
-	-	f	â	n	false
-	-	f	â	r	false
-	-	f	â	s	false
-	-	f	â	ș	false
-	-	f	â	ț	false
-	-	f	ă	-	false
-	-	f	ă	c	false
-	-	f	ă	g	false
-	-	f	ă	i	false
-	-	f	ă	l	false
-	-	f	ă	p	false
-	-	f	ă	r	false
-	-	f	ă	t	false
-	-	f	ă	u	false
-	-	f	ă	z	false
-	-	f	ă	ț	false
-	-	g	a	-	false
-	-	g	a	b	false
-	-	g	a	c	false
-	-	g	a	d	false
-	-	g	a	e	false
-	-	g	a	f	false
-	-	g	a	g	false
-	-	g	a	i	false
-	-	g	a	j	false
-	-	g	a	l	false
-	-	g	a	m	false
-	-	g	a	n	false
-	-	g	a	o	false
-	-	g	a	p	false
-	-	g	a	r	false
-	-	g	a	s	false
-	-	g	a	t	false
-	-	g	a	u	false
-	-	g	a	v	false
-	-	g	a	z	false
-	-	g	a	ș	false
-	-	g	e	a	false
-	-	g	e	b	false
-	-	g	e	c	false
-	-	g	e	f	false
-	-	g	e	l	false
-	-	g	e	m	false
-	-	g	e	n	false
-	-	g	e	o	false
-	-	g	e	p	false
-	-	g	e	r	false
-	-	g	e	s	false
-	-	g	e	t	false
-	-	g	e	v	false
-	-	g	e	ț	false
-	-	g	h	a	false
-	-	g	h	e	false
-	-	g	h	i	false
-	-	g	i	a	false
-	-	g	i	b	false
-	-	g	i	g	false
-	-	g	i	l	false
-	-	g	i	m	false
-	-	g	i	n	false
-	-	g	i	o	false
-	-	g	i	p	false
-	-	g	i	r	false
-	-	g	i	s	false
-	-	g	i	u	false
-	-	g	l	a	false
-	-	g	l	e	false
-	-	g	l	i	false
-	-	g	l	o	false
-	-	g	l	u	false
-	-	g	l	ă	false
-	-	g	n	a	false
-	-	g	n	o	false
-	-	g	n	u	false
-	-	g	o	a	false
-	-	g	o	b	false
-	-	g	o	d	false
-	-	g	o	e	false
-	-	g	o	f	false
-	-	g	o	g	false
-	-	g	o	i	false
-	-	g	o	l	false
-	-	g	o	m	false
-	-	g	o	n	false
-	-	g	o	p	false
-	-	g	o	r	false
-	-	g	o	s	false
-	-	g	o	t	false
-	-	g	o	z	false
-	-	g	o	ș	false
-	-	g	o	ț	false
-	-	g	r	a	false
-	-	g	r	e	false
-	-	g	r	i	false
-	-	g	r	o	false
-	-	g	r	u	false
-	-	g	r	â	false
-	-	g	r	ă	false
-	-	g	u	a	false
-	-	g	u	b	false
-	-	g	u	d	false
-	-	g	u	e	false
-	-	g	u	g	false
-	-	g	u	i	false
-	-	g	u	j	false
-	-	g	u	l	false
-	-	g	u	m	false
-	-	g	u	n	false
-	-	g	u	p	false
-	-	g	u	r	false
-	-	g	u	s	false
-	-	g	u	t	false
-	-	g	u	v	false
-	-	g	u	z	false
-	-	g	u	ș	false
-	-	g	â	d	false
-	-	g	â	f	false
-	-	g	â	g	false
-	-	g	â	j	false
-	-	g	â	l	false
-	-	g	â	n	false
-	-	g	â	r	false
-	-	g	â	s	false
-	-	g	â	t	false
-	-	g	â	z	false
-	-	g	â	ș	false
-	-	g	ă	b	false
-	-	g	ă	g	false
-	-	g	ă	i	false
-	-	g	ă	l	false
-	-	g	ă	m	false
-	-	g	ă	o	false
-	-	g	ă	r	false
-	-	g	ă	s	false
-	-	g	ă	t	false
-	-	g	ă	u	false
-	-	g	ă	v	false
-	-	g	ă	z	false
-	-	g	ă	ș	false
-	-	h	a	-	false
-	-	h	a	b	false
-	-	h	a	c	false
-	-	h	a	d	false
-	-	h	a	f	false
-	-	h	a	g	false
-	-	h	a	h	false
-	-	h	a	i	false
-	-	h	a	l	false
-	-	h	a	m	false
-	-	h	a	n	false
-	-	h	a	o	false
-	-	h	a	p	false
-	-	h	a	r	false
-	-	h	a	s	false
-	-	h	a	t	false
-	-	h	a	u	false
-	-	h	a	v	false
-	-	h	a	y	false
-	-	h	a	z	false
-	-	h	a	ș	false
-	-	h	a	ț	false
-	-	h	e	-	false
-	-	h	e	a	false
-	-	h	e	b	false
-	-	h	e	c	false
-	-	h	e	d	false
-	-	h	e	g	false
-	-	h	e	h	false
-	-	h	e	i	false
-	-	h	e	l	false
-	-	h	e	m	false
-	-	h	e	n	false
-	-	h	e	p	false
-	-	h	e	r	false
-	-	h	e	s	false
-	-	h	e	t	false
-	-	h	e	v	false
-	-	h	e	x	false
-	-	h	i	a	false
-	-	h	i	b	false
-	-	h	i	c	false
-	-	h	i	d	false
-	-	h	i	e	false
-	-	h	i	f	false
-	-	h	i	g	false
-	-	h	i	l	false
-	-	h	i	m	false
-	-	h	i	n	false
-	-	h	i	o	false
-	-	h	i	p	false
-	-	h	i	r	false
-	-	h	i	s	false
-	-	h	i	t	false
-	-	h	l	a	false
-	-	h	l	e	false
-	-	h	l	i	false
-	-	h	l	u	false
-	-	h	m	-	false
-	-	h	o	-	false
-	-	h	o	a	false
-	-	h	o	b	false
-	-	h	o	c	false
-	-	h	o	d	false
-	-	h	o	g	false
-	-	h	o	h	false
-	-	h	o	i	false
-	-	h	o	j	false
-	-	h	o	l	false
-	-	h	o	m	false
-	-	h	o	n	false
-	-	h	o	p	false
-	-	h	o	r	false
-	-	h	o	s	false
-	-	h	o	t	false
-	-	h	o	v	false
-	-	h	o	ț	false
-	-	h	r	a	false
-	-	h	r	c	false
-	-	h	r	e	false
-	-	h	r	i	false
-	-	h	r	o	false
-	-	h	r	u	false
-	-	h	r	ă	false
-	-	h	t	o	false
-	-	h	u	b	false
-	-	h	u	c	false
-	-	h	u	d	false
-	-	h	u	g	false
-	-	h	u	h	false
-	-	h	u	i	false
-	-	h	u	l	false
-	-	h	u	m	false
-	-	h	u	n	false
-	-	h	u	o	false
-	-	h	u	r	false
-	-	h	u	s	false
-	-	h	u	t	false
-	-	h	u	z	false
-	-	h	u	ș	false
-	-	h	u	ț	false
-	-	h	â	c	false
-	-	h	â	d	false
-	-	h	â	i	false
-	-	h	â	n	false
-	-	h	â	r	false
-	-	h	â	t	false
-	-	h	â	z	false
-	-	h	â	ș	false
-	-	h	â	ț	false
-	-	h	ă	-	false
-	-	h	ă	b	false
-	-	h	ă	c	false
-	-	h	ă	d	false
-	-	h	ă	h	false
-	-	h	ă	i	false
-	-	h	ă	l	false
-	-	h	ă	m	false
-	-	h	ă	p	false
-	-	h	ă	r	false
-	-	h	ă	t	false
-	-	h	ă	u	false
-	-	h	ă	z	false
-	-	h	ă	ș	false
-	-	h	ă	ț	false
-	-	i	a	-	false
-	-	i	a	-	true
-	-	i	a	c	false
-	-	i	a	c	true
-	-	i	a	d	false
-	-	i	a	h	false
-	-	i	a	l	false
-	-	i	a	m	false
-	-	i	a	n	false
-	-	i	a	p	false
-	-	i	a	r	false
-	-	i	a	s	false
-	-	i	a	t	false
-	-	i	a	t	true
-	-	i	a	u	false
-	-	i	a	u	true
-	-	i	a	v	false
-	-	i	a	z	false
-	-	i	a	ș	false
-	-	i	b	e	true
-	-	i	b	i	false
-	-	i	b	i	true
-	-	i	b	o	true
-	-	i	b	r	true
-	-	i	b	u	true
-	-	i	b	â	true
-	-	i	c	-	false
-	-	i	c	a	true
-	-	i	c	h	false
-	-	i	c	h	true
-	-	i	c	i	false
-	-	i	c	i	true
-	-	i	c	n	false
-	-	i	c	o	true
-	-	i	c	r	true
-	-	i	c	t	false
-	-	i	c	u	true
-	-	i	d	e	true
-	-	i	d	i	true
-	-	i	d	o	true
-	-	i	e	-	true
-	-	i	e	d	false
-	-	i	e	f	false
-	-	i	e	i	false
-	-	i	e	i	true
-	-	i	e	l	false
-	-	i	e	n	false
-	-	i	e	p	false
-	-	i	e	p	true
-	-	i	e	r	false
-	-	i	e	s	false
-	-	i	e	t	false
-	-	i	e	z	false
-	-	i	e	ș	false
-	-	i	f	i	true
-	-	i	f	o	true
-	-	i	g	h	true
-	-	i	g	i	true
-	-	i	g	l	true
-	-	i	g	n	false
-	-	i	g	n	true
-	-	i	g	r	true
-	-	i	g	u	true
-	-	i	h	a	true
-	-	i	h	n	false
-	-	i	h	t	false
-	-	i	i	-	false
-	-	i	i	-	true
-	-	i	i	i	true
-	-	i	i	l	true
-	-	i	i	ș	true
-	-	i	j	d	false
-	-	i	j	e	true
-	-	i	k	e	true
-	-	i	l	a	true
-	-	i	l	e	true
-	-	i	l	f	false
-	-	i	l	i	true
-	-	i	l	l	false
-	-	i	l	m	false
-	-	i	l	o	true
-	-	i	l	u	true
-	-	i	l	ă	true
-	-	i	m	-	false
-	-	i	m	a	true
-	-	i	m	b	false
-	-	i	m	e	true
-	-	i	m	i	true
-	-	i	m	n	false
-	-	i	m	o	true
-	-	i	m	p	false
-	-	i	m	p	true
-	-	i	m	u	true
-	-	i	n	-	false
-	-	i	n	a	false
-	-	i	n	a	true
-	-	i	n	c	false
-	-	i	n	d	false
-	-	i	n	d	true
-	-	i	n	e	false
-	-	i	n	e	true
-	-	i	n	f	false
-	-	i	n	g	false
-	-	i	n	h	false
-	-	i	n	i	false
-	-	i	n	i	true
-	-	i	n	j	false
-	-	i	n	n	false
-	-	i	n	o	false
-	-	i	n	o	true
-	-	i	n	p	false
-	-	i	n	s	false
-	-	i	n	t	false
-	-	i	n	u	false
-	-	i	n	u	true
-	-	i	n	v	false
-	-	i	n	ă	true
-	-	i	n	ș	false
-	-	i	o	a	true
-	-	i	o	b	false
-	-	i	o	c	false
-	-	i	o	d	false
-	-	i	o	f	false
-	-	i	o	l	false
-	-	i	o	n	false
-	-	i	o	n	true
-	-	i	o	r	false
-	-	i	o	t	false
-	-	i	o	v	false
-	-	i	p	a	true
-	-	i	p	e	true
-	-	i	p	i	true
-	-	i	p	o	true
-	-	i	p	s	false
-	-	i	r	-	false
-	-	i	r	a	true
-	-	i	r	b	false
-	-	i	r	e	true
-	-	i	r	i	true
-	-	i	r	l	false
-	-	i	r	m	false
-	-	i	r	o	true
-	-	i	r	u	true
-	-	i	s	a	true
-	-	i	s	c	false
-	-	i	s	i	true
-	-	i	s	l	false
-	-	i	s	m	false
-	-	i	s	n	false
-	-	i	s	o	true
-	-	i	s	p	false
-	-	i	s	t	false
-	-	i	t	a	true
-	-	i	t	e	true
-	-	i	t	i	true
-	-	i	u	-	false
-	-	i	u	b	false
-	-	i	u	d	false
-	-	i	u	f	false
-	-	i	u	g	false
-	-	i	u	i	true
-	-	i	u	l	false
-	-	i	u	n	false
-	-	i	u	r	false
-	-	i	u	s	false
-	-	i	u	t	false
-	-	i	u	z	false
-	-	i	u	ș	false
-	-	i	u	ț	false
-	-	i	v	e	true
-	-	i	v	i	true
-	-	i	v	o	true
-	-	i	v	ă	true
-	-	i	z	-	false
-	-	i	z	a	false
-	-	i	z	a	true
-	-	i	z	b	false
-	-	i	z	d	false
-	-	i	z	e	true
-	-	i	z	g	false
-	-	i	z	i	true
-	-	i	z	l	false
-	-	i	z	m	false
-	-	i	z	n	false
-	-	i	z	o	true
-	-	i	z	r	false
-	-	i	z	u	true
-	-	i	z	v	false
-	-	i	ș	a	true
-	-	i	ș	l	false
-	-	i	ș	t	false
-	-	i	ț	a	true
-	-	i	ț	e	true
-	-	i	ț	i	true
-	-	i	ț	ă	true
-	-	j	a	b	false
-	-	j	a	c	false
-	-	j	a	d	false
-	-	j	a	f	false
-	-	j	a	g	false
-	-	j	a	i	false
-	-	j	a	l	false
-	-	j	a	m	false
-	-	j	a	n	false
-	-	j	a	p	false
-	-	j	a	r	false
-	-	j	a	s	false
-	-	j	a	v	false
-	-	j	a	z	false
-	-	j	d	e	false
-	-	j	e	b	false
-	-	j	e	c	false
-	-	j	e	f	false
-	-	j	e	g	false
-	-	j	e	j	false
-	-	j	e	l	false
-	-	j	e	m	false
-	-	j	e	n	false
-	-	j	e	p	false
-	-	j	e	r	false
-	-	j	e	t	false
-	-	j	e	ț	false
-	-	j	g	h	false
-	-	j	i	a	false
-	-	j	i	c	false
-	-	j	i	d	false
-	-	j	i	e	false
-	-	j	i	g	false
-	-	j	i	h	false
-	-	j	i	l	false
-	-	j	i	m	false
-	-	j	i	n	false
-	-	j	i	p	false
-	-	j	i	r	false
-	-	j	i	t	false
-	-	j	i	v	false
-	-	j	n	a	false
-	-	j	n	e	false
-	-	j	n	ă	false
-	-	j	o	a	false
-	-	j	o	b	false
-	-	j	o	c	false
-	-	j	o	f	false
-	-	j	o	g	false
-	-	j	o	i	false
-	-	j	o	j	false
-	-	j	o	n	false
-	-	j	o	r	false
-	-	j	o	s	false
-	-	j	o	t	false
-	-	j	o	u	false
-	-	j	o	v	false
-	-	j	o	ș	false
-	-	j	u	b	false
-	-	j	u	c	false
-	-	j	u	d	false
-	-	j	u	g	false
-	-	j	u	i	false
-	-	j	u	j	false
-	-	j	u	l	false
-	-	j	u	m	false
-	-	j	u	n	false
-	-	j	u	p	false
-	-	j	u	r	false
-	-	j	u	s	false
-	-	j	u	v	false
-	-	j	u	x	false
-	-	j	u	z	false
-	-	j	u	ș	false
-	-	j	ă	c	false
-	-	j	ă	l	false
-	-	j	ă	p	false
-	-	j	ă	r	false
-	-	k	a	b	false
-	-	k	a	i	false
-	-	k	a	k	false
-	-	k	a	l	false
-	-	k	a	m	false
-	-	k	a	n	false
-	-	k	a	o	false
-	-	k	a	p	false
-	-	k	a	r	false
-	-	k	a	s	false
-	-	k	a	v	false
-	-	k	a	z	false
-	-	k	e	d	false
-	-	k	e	l	false
-	-	k	e	n	false
-	-	k	e	r	false
-	-	k	e	t	false
-	-	k	e	y	false
-	-	k	h	m	false
-	-	k	i	d	false
-	-	k	i	e	false
-	-	k	i	l	false
-	-	k	i	m	false
-	-	k	i	n	false
-	-	k	i	r	false
-	-	k	i	s	false
-	-	k	i	t	false
-	-	k	i	w	false
-	-	k	i	ș	false
-	-	k	l	i	false
-	-	k	o	a	false
-	-	k	o	b	false
-	-	k	o	d	false
-	-	k	o	i	false
-	-	k	o	v	false
-	-	k	r	a	false
-	-	k	r	e	false
-	-	k	r	i	false
-	-	k	r	o	false
-	-	k	u	n	false
-	-	k	u	r	false
-	-	k	u	w	false
-	-	l	a	-	false
-	-	l	a	b	false
-	-	l	a	c	false
-	-	l	a	d	false
-	-	l	a	f	false
-	-	l	a	g	false
-	-	l	a	h	false
-	-	l	a	i	false
-	-	l	a	l	false
-	-	l	a	m	false
-	-	l	a	n	false
-	-	l	a	o	false
-	-	l	a	p	false
-	-	l	a	r	false
-	-	l	a	s	false
-	-	l	a	t	false
-	-	l	a	u	false
-	-	l	a	v	false
-	-	l	a	x	false
-	-	l	a	z	false
-	-	l	a	ș	false
-	-	l	a	ț	false
-	-	l	e	-	false
-	-	l	e	a	false
-	-	l	e	b	false
-	-	l	e	c	false
-	-	l	e	d	false
-	-	l	e	f	false
-	-	l	e	g	false
-	-	l	e	h	false
-	-	l	e	i	false
-	-	l	e	j	false
-	-	l	e	k	false
-	-	l	e	l	false
-	-	l	e	m	false
-	-	l	e	n	false
-	-	l	e	o	false
-	-	l	e	p	false
-	-	l	e	r	false
-	-	l	e	s	false
-	-	l	e	t	false
-	-	l	e	u	false
-	-	l	e	v	false
-	-	l	e	x	false
-	-	l	e	z	false
-	-	l	e	ș	false
-	-	l	e	ț	false
-	-	l	i	a	false
-	-	l	i	b	false
-	-	l	i	c	false
-	-	l	i	d	false
-	-	l	i	e	false
-	-	l	i	f	false
-	-	l	i	g	false
-	-	l	i	h	false
-	-	l	i	l	false
-	-	l	i	m	false
-	-	l	i	n	false
-	-	l	i	o	false
-	-	l	i	p	false
-	-	l	i	r	false
-	-	l	i	s	false
-	-	l	i	t	false
-	-	l	i	u	false
-	-	l	i	v	false
-	-	l	i	z	false
-	-	l	i	ș	false
-	-	l	i	ț	false
-	-	l	o	a	false
-	-	l	o	b	false
-	-	l	o	c	false
-	-	l	o	d	false
-	-	l	o	g	false
-	-	l	o	h	false
-	-	l	o	i	false
-	-	l	o	j	false
-	-	l	o	l	false
-	-	l	o	m	false
-	-	l	o	n	false
-	-	l	o	p	false
-	-	l	o	r	false
-	-	l	o	s	false
-	-	l	o	t	false
-	-	l	o	v	false
-	-	l	o	x	false
-	-	l	o	z	false
-	-	l	o	ț	false
-	-	l	u	a	false
-	-	l	u	b	false
-	-	l	u	c	false
-	-	l	u	d	false
-	-	l	u	e	false
-	-	l	u	f	false
-	-	l	u	g	false
-	-	l	u	i	false
-	-	l	u	j	false
-	-	l	u	l	false
-	-	l	u	m	false
-	-	l	u	n	false
-	-	l	u	p	false
-	-	l	u	r	false
-	-	l	u	s	false
-	-	l	u	t	false
-	-	l	u	x	false
-	-	l	u	z	false
-	-	l	u	â	false
-	-	l	u	ă	false
-	-	l	u	ș	false
-	-	l	â	n	false
-	-	l	ă	b	false
-	-	l	ă	c	false
-	-	l	ă	d	false
-	-	l	ă	f	false
-	-	l	ă	i	false
-	-	l	ă	l	false
-	-	l	ă	m	false
-	-	l	ă	n	false
-	-	l	ă	o	false
-	-	l	ă	p	false
-	-	l	ă	r	false
-	-	l	ă	s	false
-	-	l	ă	t	false
-	-	l	ă	u	false
-	-	l	ă	v	false
-	-	l	ă	z	false
-	-	l	ă	ț	false
-	-	m	a	a	false
-	-	m	a	c	false
-	-	m	a	d	false
-	-	m	a	e	false
-	-	m	a	f	false
-	-	m	a	g	false
-	-	m	a	h	false
-	-	m	a	i	false
-	-	m	a	j	false
-	-	m	a	k	false
-	-	m	a	l	false
-	-	m	a	m	false
-	-	m	a	n	false
-	-	m	a	o	false
-	-	m	a	p	false
-	-	m	a	q	false
-	-	m	a	r	false
-	-	m	a	s	false
-	-	m	a	t	false
-	-	m	a	u	false
-	-	m	a	v	false
-	-	m	a	x	false
-	-	m	a	z	false
-	-	m	a	ș	false
-	-	m	a	ț	false
-	-	m	d	a	false
-	-	m	d	e	false
-	-	m	e	a	false
-	-	m	e	c	false
-	-	m	e	d	false
-	-	m	e	f	false
-	-	m	e	g	false
-	-	m	e	h	false
-	-	m	e	i	false
-	-	m	e	j	false
-	-	m	e	l	false
-	-	m	e	m	false
-	-	m	e	n	false
-	-	m	e	o	false
-	-	m	e	p	false
-	-	m	e	r	false
-	-	m	e	s	false
-	-	m	e	t	false
-	-	m	e	u	false
-	-	m	e	x	false
-	-	m	e	z	false
-	-	m	e	ș	false
-	-	m	i	a	false
-	-	m	i	c	false
-	-	m	i	d	false
-	-	m	i	e	false
-	-	m	i	g	false
-	-	m	i	h	false
-	-	m	i	i	false
-	-	m	i	j	false
-	-	m	i	k	false
-	-	m	i	l	false
-	-	m	i	m	false
-	-	m	i	n	false
-	-	m	i	o	false
-	-	m	i	r	false
-	-	m	i	s	false
-	-	m	i	t	false
-	-	m	i	u	false
-	-	m	i	x	false
-	-	m	i	z	false
-	-	m	i	ș	false
-	-	m	i	ț	false
-	-	m	l	a	false
-	-	m	l	e	false
-	-	m	l	ă	false
-	-	m	n	e	false
-	-	m	o	a	false
-	-	m	o	b	false
-	-	m	o	c	false
-	-	m	o	d	false
-	-	m	o	f	false
-	-	m	o	g	false
-	-	m	o	h	false
-	-	m	o	i	false
-	-	m	o	j	false
-	-	m	o	l	false
-	-	m	o	m	false
-	-	m	o	n	false
-	-	m	o	p	false
-	-	m	o	r	false
-	-	m	o	s	false
-	-	m	o	t	false
-	-	m	o	v	false
-	-	m	o	z	false
-	-	m	o	ș	false
-	-	m	o	ț	false
-	-	m	r	a	false
-	-	m	r	e	false
-	-	m	r	ă	false
-	-	m	u	-	false
-	-	m	u	a	false
-	-	m	u	c	false
-	-	m	u	d	false
-	-	m	u	e	false
-	-	m	u	f	false
-	-	m	u	g	false
-	-	m	u	h	false
-	-	m	u	i	false
-	-	m	u	j	false
-	-	m	u	l	false
-	-	m	u	m	false
-	-	m	u	n	false
-	-	m	u	r	false
-	-	m	u	s	false
-	-	m	u	t	false
-	-	m	u	z	false
-	-	m	u	ș	false
-	-	m	u	ț	false
-	-	m	â	g	false
-	-	m	â	h	false
-	-	m	â	i	false
-	-	m	â	l	false
-	-	m	â	n	false
-	-	m	â	r	false
-	-	m	â	t	false
-	-	m	â	z	false
-	-	m	â	ș	false
-	-	m	â	ț	false
-	-	m	ă	-	false
-	-	m	ă	c	false
-	-	m	ă	d	false
-	-	m	ă	g	false
-	-	m	ă	i	false
-	-	m	ă	j	false
-	-	m	ă	l	false
-	-	m	ă	m	false
-	-	m	ă	n	false
-	-	m	ă	r	false
-	-	m	ă	s	false
-	-	m	ă	t	false
-	-	m	ă	z	false
-	-	m	ă	ș	false
-	-	m	ă	ț	false
-	-	n	a	-	false
-	-	n	a	b	false
-	-	n	a	c	false
-	-	n	a	d	false
-	-	n	a	f	false
-	-	n	a	g	false
-	-	n	a	h	false
-	-	n	a	i	false
-	-	n	a	l	false
-	-	n	a	m	false
-	-	n	a	n	false
-	-	n	a	o	false
-	-	n	a	p	false
-	-	n	a	r	false
-	-	n	a	s	false
-	-	n	a	t	false
-	-	n	a	u	false
-	-	n	a	v	false
-	-	n	a	z	false
-	-	n	a	ș	false
-	-	n	a	ț	false
-	-	n	e	a	false
-	-	n	e	b	false
-	-	n	e	c	false
-	-	n	e	d	false
-	-	n	e	e	false
-	-	n	e	f	false
-	-	n	e	g	false
-	-	n	e	h	false
-	-	n	e	i	false
-	-	n	e	j	false
-	-	n	e	l	false
-	-	n	e	m	false
-	-	n	e	n	false
-	-	n	e	o	false
-	-	n	e	p	false
-	-	n	e	r	false
-	-	n	e	s	false
-	-	n	e	t	false
-	-	n	e	u	false
-	-	n	e	v	false
-	-	n	e	w	false
-	-	n	e	x	false
-	-	n	e	z	false
-	-	n	e	î	false
-	-	n	e	ș	false
-	-	n	e	ț	false
-	-	n	i	a	false
-	-	n	i	c	false
-	-	n	i	d	false
-	-	n	i	e	false
-	-	n	i	f	false
-	-	n	i	g	false
-	-	n	i	h	false
-	-	n	i	l	false
-	-	n	i	m	false
-	-	n	i	n	false
-	-	n	i	o	false
-	-	n	i	p	false
-	-	n	i	r	false
-	-	n	i	s	false
-	-	n	i	t	false
-	-	n	i	v	false
-	-	n	i	x	false
-	-	n	i	z	false
-	-	n	i	ș	false
-	-	n	i	ț	false
-	-	n	o	-	false
-	-	n	o	a	false
-	-	n	o	b	false
-	-	n	o	c	false
