b10	a01	a12	a23	syl
-	i	s	t	true
-	i	t	a	true
-	i	t	e	true
-	i	t	i	true
-	i	u	-	true
-	i	u	b	true
-	i	u	d	true
-	i	u	f	true
-	i	u	g	true
-	i	u	i	true
-	i	u	l	true
-	i	u	n	true
-	i	u	r	true
-	i	u	s	true
-	i	u	t	true
-	i	u	z	true
-	i	u	ș	true
-	i	u	ț	true
-	i	v	e	true
-	i	v	i	true
-	i	v	o	true
-	i	v	ă	true
-	i	z	-	true
-	i	z	a	true
-	i	z	b	true
-	i	z	d	true
-	i	z	e	true
-	i	z	g	true
-	i	z	i	true
-	i	z	l	true
-	i	z	m	true
-	i	z	n	true
-	i	z	o	true
-	i	z	r	true
-	i	z	u	true
-	i	z	v	true
-	i	ș	a	true
-	i	ș	l	true
-	i	ș	t	true
-	i	ț	a	true
-	i	ț	e	true
-	i	ț	i	true
-	i	ț	ă	true
-	j	a	b	true
-	j	a	c	true
-	j	a	d	true
-	j	a	f	true
-	j	a	g	true
-	j	a	i	true
-	j	a	l	true
-	j	a	m	true
-	j	a	n	true
-	j	a	p	true
-	j	a	r	true
-	j	a	s	true
-	j	a	v	true
-	j	a	z	true
-	j	d	e	true
-	j	e	b	true
-	j	e	c	true
-	j	e	f	true
-	j	e	g	true
-	j	e	j	true
-	j	e	l	true
-	j	e	m	true
-	j	e	n	true
-	j	e	p	true
-	j	e	r	true
-	j	e	t	true
-	j	e	ț	true
-	j	g	h	true
-	j	i	a	true
-	j	i	c	true
-	j	i	d	true
-	j	i	e	true
-	j	i	g	true
-	j	i	h	true
-	j	i	l	true
-	j	i	m	true
-	j	i	n	true
-	j	i	p	true
-	j	i	r	true
-	j	i	t	true
-	j	i	v	true
-	j	n	a	true
-	j	n	e	true
-	j	n	ă	true
-	j	o	a	true
-	j	o	b	true
-	j	o	c	true
-	j	o	f	true
-	j	o	g	true
-	j	o	i	true
-	j	o	j	true
-	j	o	n	true
-	j	o	r	true
-	j	o	s	true
-	j	o	t	true
-	j	o	u	true
-	j	o	v	true
-	j	o	ș	true
-	j	u	b	true
-	j	u	c	true
-	j	u	d	true
-	j	u	g	true
-	j	u	i	true
-	j	u	j	true
-	j	u	l	true
-	j	u	m	true
-	j	u	n	true
-	j	u	p	true
-	j	u	r	true
-	j	u	s	true
-	j	u	v	true
-	j	u	x	true
-	j	u	z	true
-	j	u	ș	true
-	j	ă	c	true
-	j	ă	l	true
-	j	ă	p	true
-	j	ă	r	true
-	k	a	b	true
-	k	a	i	true
-	k	a	k	true
-	k	a	l	true
-	k	a	m	true
-	k	a	n	true
-	k	a	o	true
-	k	a	p	true
-	k	a	r	true
-	k	a	s	true
-	k	a	v	true
-	k	a	z	true
-	k	e	d	true
-	k	e	l	true
-	k	e	n	true
-	k	e	r	true
-	k	e	t	true
-	k	e	y	true
-	k	h	m	true
-	k	i	d	true
-	k	i	e	true
-	k	i	l	true
-	k	i	m	true
-	k	i	n	true
-	k	i	r	true
-	k	i	s	true
-	k	i	t	true
-	k	i	w	true
-	k	i	ș	true
-	k	l	i	true
-	k	o	a	true
-	k	o	b	true
-	k	o	d	true
-	k	o	i	true
-	k	o	v	true
-	k	r	a	true
-	k	r	e	true
-	k	r	i	true
-	k	r	o	true
-	k	u	n	true
-	k	u	r	true
-	k	u	w	true
-	l	-	-	true
-	l	a	-	true
-	l	a	b	true
-	l	a	c	true
-	l	a	d	true
-	l	a	f	true
-	l	a	g	true
-	l	a	h	true
-	l	a	i	true
-	l	a	l	true
-	l	a	m	true
-	l	a	n	true
-	l	a	o	true
-	l	a	p	true
-	l	a	r	true
-	l	a	s	true
-	l	a	t	true
-	l	a	u	true
-	l	a	v	true
-	l	a	x	true
-	l	a	z	true
-	l	a	ș	true
-	l	a	ț	true
-	l	e	-	true
-	l	e	a	true
-	l	e	b	true
-	l	e	c	true
-	l	e	d	true
-	l	e	f	true
-	l	e	g	true
-	l	e	h	true
-	l	e	i	true
-	l	e	j	true
-	l	e	k	true
-	l	e	l	true
-	l	e	m	true
-	l	e	n	true
-	l	e	o	true
-	l	e	p	true
-	l	e	r	true
-	l	e	s	true
-	l	e	t	true
-	l	e	u	true
-	l	e	v	true
-	l	e	x	true
-	l	e	z	true
-	l	e	ș	true
-	l	e	ț	true
-	l	i	a	true
-	l	i	b	true
-	l	i	c	true
-	l	i	d	true
-	l	i	e	true
-	l	i	f	true
-	l	i	g	true
-	l	i	h	true
-	l	i	l	true
-	l	i	m	true
-	l	i	n	true
-	l	i	o	true
-	l	i	p	true
-	l	i	r	true
-	l	i	s	true
-	l	i	t	true
-	l	i	u	true
-	l	i	v	true
-	l	i	z	true
-	l	i	ș	true
-	l	i	ț	true
-	l	o	a	true
-	l	o	b	true
-	l	o	c	true
-	l	o	d	true
-	l	o	g	true
-	l	o	h	true
-	l	o	i	true
-	l	o	j	true
-	l	o	l	true
-	l	o	m	true
-	l	o	n	true
-	l	o	p	true
-	l	o	r	true
-	l	o	s	true
-	l	o	t	true
-	l	o	v	true
-	l	o	x	true
-	l	o	z	true
-	l	o	ț	true
-	l	u	a	true
-	l	u	b	true
-	l	u	c	true
-	l	u	d	true
-	l	u	e	true
-	l	u	f	true
-	l	u	g	true
-	l	u	i	true
-	l	u	j	true
-	l	u	l	true
-	l	u	m	true
-	l	u	n	true
-	l	u	p	true
-	l	u	r	true
-	l	u	s	true
-	l	u	t	true
-	l	u	x	true
-	l	u	z	true
-	l	u	â	true
-	l	u	ă	true
-	l	u	ș	true
-	l	â	n	true
-	l	ă	b	true
-	l	ă	c	true
-	l	ă	d	true
-	l	ă	f	true
-	l	ă	i	true
-	l	ă	l	true
-	l	ă	m	true
-	l	ă	n	true
-	l	ă	o	true
-	l	ă	p	true
-	l	ă	r	true
-	l	ă	s	true
-	l	ă	t	true
-	l	ă	u	true
-	l	ă	v	true
-	l	ă	z	true
-	l	ă	ț	true
-	m	a	a	true
-	m	a	c	true
-	m	a	d	true
-	m	a	e	true
-	m	a	f	true
-	m	a	g	true
-	m	a	h	true
-	m	a	i	true
-	m	a	j	true
-	m	a	k	true
-	m	a	l	true
-	m	a	m	true
-	m	a	n	true
-	m	a	o	true
-	m	a	p	true
-	m	a	q	true
-	m	a	r	true
-	m	a	s	true
-	m	a	t	true
-	m	a	u	true
-	m	a	v	true
-	m	a	x	true
-	m	a	z	true
-	m	a	ș	true
-	m	a	ț	true
-	m	d	a	true
-	m	d	e	true
-	m	e	a	true
-	m	e	c	true
-	m	e	d	true
-	m	e	f	true
-	m	e	g	true
-	m	e	h	true
-	m	e	i	true
-	m	e	j	true
-	m	e	l	true
-	m	e	m	true
-	m	e	n	true
-	m	e	o	true
-	m	e	p	true
-	m	e	r	true
-	m	e	s	true
-	m	e	t	true
-	m	e	u	true
-	m	e	x	true
-	m	e	z	true
-	m	e	ș	true
-	m	i	a	true
-	m	i	c	true
-	m	i	d	true
-	m	i	e	true
-	m	i	g	true
-	m	i	h	true
-	m	i	i	true
-	m	i	j	true
-	m	i	k	true
-	m	i	l	true
-	m	i	m	true
-	m	i	n	true
-	m	i	o	true
-	m	i	r	true
-	m	i	s	true
-	m	i	t	true
-	m	i	u	true
-	m	i	x	true
-	m	i	z	true
-	m	i	ș	true
-	m	i	ț	true
-	m	l	a	true
-	m	l	e	true
-	m	l	ă	true
-	m	n	e	true
-	m	o	a	true
-	m	o	b	true
-	m	o	c	true
-	m	o	d	true
-	m	o	f	true
-	m	o	g	true
-	m	o	h	true
-	m	o	i	true
-	m	o	j	true
-	m	o	l	true
-	m	o	m	true
-	m	o	n	true
-	m	o	p	true
-	m	o	r	true
-	m	o	s	true
-	m	o	t	true
-	m	o	v	true
-	m	o	z	true
-	m	o	ș	true
-	m	o	ț	true
-	m	r	a	true
-	m	r	e	true
-	m	r	ă	true
-	m	u	-	true
-	m	u	a	true
-	m	u	c	true
-	m	u	d	true
-	m	u	e	true
-	m	u	f	true
-	m	u	g	true
-	m	u	h	true
-	m	u	i	true
-	m	u	j	true
-	m	u	l	true
-	m	u	m	true
-	m	u	n	true
-	m	u	r	true
-	m	u	s	true
-	m	u	t	true
-	m	u	z	true
-	m	u	ș	true
-	m	u	ț	true
-	m	â	g	true
-	m	â	h	true
-	m	â	i	true
-	m	â	l	true
-	m	â	n	true
-	m	â	r	true
-	m	â	t	true
-	m	â	z	true
-	m	â	ș	true
-	m	â	ț	true
-	m	ă	-	true
-	m	ă	c	true
-	m	ă	d	true
-	m	ă	g	true
-	m	ă	i	true
-	m	ă	j	true
-	m	ă	l	true
-	m	ă	m	true
-	m	ă	n	true
-	m	ă	r	true
-	m	ă	s	true
-	m	ă	t	true
-	m	ă	z	true
-	m	ă	ș	true
-	m	ă	ț	true
-	n	a	-	true
-	n	a	b	true
-	n	a	c	true
-	n	a	d	true
-	n	a	f	true
-	n	a	g	true
-	n	a	h	true
-	n	a	i	true
-	n	a	l	true
-	n	a	m	true
-	n	a	n	true
-	n	a	o	true
-	n	a	p	true
-	n	a	r	true
-	n	a	s	true
-	n	a	t	true
-	n	a	u	true
-	n	a	v	true
-	n	a	z	true
-	n	a	ș	true
-	n	a	ț	true
-	n	e	a	true
-	n	e	b	true
-	n	e	c	true
-	n	e	d	true
-	n	e	e	true
-	n	e	f	true
-	n	e	g	true
-	n	e	h	true
-	n	e	i	true
-	n	e	j	true
-	n	e	l	true
-	n	e	m	true
-	n	e	n	true
-	n	e	o	true
-	n	e	p	true
-	n	e	r	true
-	n	e	s	true
-	n	e	t	true
-	n	e	u	true
-	n	e	v	true
-	n	e	w	true
-	n	e	x	true
-	n	e	z	true
-	n	e	î	true
-	n	e	ș	true
-	n	e	ț	true
-	n	i	a	true
-	n	i	c	true
-	n	i	d	true
-	n	i	e	true
-	n	i	f	true
-	n	i	g	true
-	n	i	h	true
-	n	i	l	true
-	n	i	m	true
-	n	i	n	true
-	n	i	o	true
-	n	i	p	true
-	n	i	r	true
-	n	i	s	true
-	n	i	t	true
-	n	i	v	true
-	n	i	x	true
-	n	i	z	true
-	n	i	ș	true
-	n	i	ț	true
-	n	o	-	true
-	n	o	a	true
-	n	o	b	true
-	n	o	c	true
-	n	o	d	true
-	n	o	e	true
-	n	o	g	true
-	n	o	i	true
-	n	o	j	true
-	n	o	m	true
-	n	o	n	true
-	n	o	o	true
-	n	o	p	true
-	n	o	r	true
-	n	o	s	true
-	n	o	t	true
-	n	o	u	true
-	n	o	v	true
-	n	o	x	true
-	n	o	ș	true
-	n	o	ț	true
-	n	u	a	true
-	n	u	b	true
-	n	u	c	true
-	n	u	d	true
-	n	u	f	true
-	n	u	g	true
-	n	u	i	true
-	n	u	l	true
-	n	u	m	true
-	n	u	n	true
-	n	u	p	true
-	n	u	r	true
-	n	u	t	true
-	n	u	v	true
-	n	u	z	true
-	n	u	ș	true
-	n	ă	b	true
-	n	ă	c	true
-	n	ă	d	true
-	n	ă	f	true
-	n	ă	g	true
-	n	ă	i	true
-	n	ă	j	true
-	n	ă	l	true
-	n	ă	m	true
-	n	ă	n	true
-	n	ă	p	true
-	n	ă	r	true
-	n	ă	s	true
-	n	ă	t	true
-	n	ă	u	true
-	n	ă	v	true
-	n	ă	z	true
-	n	ă	ș	true
-	o	-	-	true
-	o	a	b	true
-	o	a	c	true
-	o	a	i	true
-	o	a	l	true
-	o	a	m	true
-	o	a	r	true
-	o	a	s	true
-	o	a	z	true
-	o	b	a	true
-	o	b	c	true
-	o	b	d	true
-	o	b	e	true
-	o	b	i	true
-	o	b	l	true
-	o	b	n	true
-	o	b	o	true
-	o	b	r	true
-	o	b	s	true
-	o	b	t	true
-	o	b	u	true
-	o	b	v	true
-	o	b	â	true
-	o	b	ă	true
-	o	b	ș	true
-	o	b	ț	true
-	o	c	a	true
-	o	c	c	true
-	o	c	e	true
-	o	c	h	true
-	o	c	i	true
-	o	c	l	true
-	o	c	n	true
-	o	c	o	true
-	o	c	r	true
-	o	c	t	true
-	o	c	u	true
-	o	c	â	true
-	o	c	ă	true
-	o	d	a	true
-	o	d	e	true
-	o	d	g	true
-	o	d	i	true
-	o	d	o	true
-	o	d	r	true
-	o	d	ă	true
-	o	f	-	true
-	o	f	e	true
-	o	f	i	true
-	o	f	r	true
-	o	f	s	true
-	o	f	t	true
-	o	f	u	true
-	o	g	a	true
-	o	g	i	true
-	o	g	l	true
-	o	g	o	true
-	o	g	r	true
-	o	g	u	true
-	o	g	â	true
-	o	g	ă	true
-	o	h	-	true
-	o	h	a	true
-	o	h	m	true
-	o	h	o	true
-	o	h	r	true
-	o	i	-	true
-	o	i	a	true
-	o	i	c	true
-	o	i	d	true
-	o	i	e	true
-	o	i	i	true
-	o	i	l	true
-	o	i	n	true
-	o	i	ș	true
-	o	i	ț	true
-	o	j	a	true
-	o	j	e	true
-	o	j	o	true
-	o	j	ă	true
-	o	l	a	true
-	o	l	c	true
-	o	l	e	true
-	o	l	f	true
-	o	l	i	true
-	o	l	m	true
-	o	l	o	true
-	o	l	t	true
-	o	l	u	true
-	o	l	ă	true
-	o	m	-	true
-	o	m	a	true
-	o	m	b	true
-	o	m	e	true
-	o	m	f	true
-	o	m	i	true
-	o	m	l	true
-	o	m	n	true
-	o	m	o	true
-	o	m	u	true
-	o	m	z	true
-	o	m	ă	true
-	o	n	a	true
-	o	n	c	true
-	o	n	d	true
-	o	n	e	true
-	o	n	g	true
-	o	n	i	true
-	o	n	o	true
-	o	n	t	true
-	o	n	ă	true
-	o	o	c	true
-	o	o	f	true
-	o	o	g	true
-	o	o	l	true
-	o	o	s	true
-	o	o	t	true
-	o	p	-	true
-	o	p	a	true
-	o	p	e	true
-	o	p	i	true
-	o	p	l	true
-	o	p	o	true
-	o	p	r	true
-	o	p	s	true
-	o	p	t	true
-	o	p	u	true
-	o	p	ă	true
-	o	p	ț	true
-	o	r	-	true
-	o	r	a	true
-	o	r	b	true
-	o	r	c	true
-	o	r	d	true
-	o	r	e	true
-	o	r	f	true
-	o	r	g	true
-	o	r	h	true
-	o	r	i	true
-	o	r	j	true
-	o	r	l	true
-	o	r	n	true
-	o	r	o	true
-	o	r	p	true
-	o	r	t	true
-	o	r	z	true
-	o	r	â	true
-	o	r	ă	true
-	o	r	ș	true
-	o	r	ț	true
-	o	s	-	true
-	o	s	a	true
-	o	s	c	true
-	o	s	e	true
-	o	s	i	true
-	o	s	m	true
-	o	s	o	true
-	o	s	p	true
-	o	s	r	true
-	o	s	t	true
-	o	s	u	true
-	o	s	â	true
-	o	s	ă	true
-	o	t	a	true
-	o	t	c	true
-	o	t	f	true
-	o	t	i	true
-	o	t	n	true
-	o	t	o	true
-	o	t	p	true
-	o	t	r	true
-	o	t	u	true
-	o	t	â	true
-	o	t	ă	true
-	o	u	-	true
-	o	u	a	true
-	o	u	i	true
-	o	u	l	true
-	o	u	â	true
-	o	u	ă	true
-	o	u	ș	true
-	o	u	ț	true
-	o	v	a	true
-	o	v	e	true
-	o	v	i	true
-	o	v	o	true
-	o	v	r	true
-	o	v	u	true
-	o	v	ă	true
-	o	x	a	true
-	o	x	i	true
-	o	x	o	true
-	o	z	a	true
-	o	z	e	true
-	o	z	o	true
-	o	ș	e	true
-	o	ș	t	true
-	o	ț	e	true
-	o	ț	i	true
-	o	ț	ă	true
-	p	a	-	true
-	p	a	c	true
-	p	a	d	true
-	p	a	f	true
-	p	a	g	true
-	p	a	h	true
-	p	a	i	true
-	p	a	j	true
-	p	a	k	true
-	p	a	l	true
-	p	a	m	true
-	p	a	n	true
-	p	a	o	true
-	p	a	p	true
-	p	a	r	true
-	p	a	s	true
-	p	a	t	true
-	p	a	u	true
-	p	a	v	true
-	p	a	z	true
-	p	a	ș	true
-	p	a	ț	true
-	p	e	a	true
-	p	e	b	true
-	p	e	c	true
-	p	e	d	true
-	p	e	f	true
-	p	e	g	true
-	p	e	h	true
-	p	e	i	true
-	p	e	j	true
-	p	e	l	true
-	p	e	m	true
-	p	e	n	true
-	p	e	o	true
-	p	e	p	true
-	p	e	r	true
-	p	e	s	true
-	p	e	t	true
-	p	e	z	true
-	p	e	ș	true
-	p	e	ț	true
-	p	f	e	true
-	p	f	i	true
-	p	f	u	true
-	p	h	i	true
-	p	i	a	true
-	p	i	c	true
-	p	i	d	true
-	p	i	e	true
-	p	i	f	true
-	p	i	g	true
-	p	i	h	true
-	p	i	i	true
-	p	i	j	true
-	p	i	l	true
-	p	i	m	true
-	p	i	n	true
-	p	i	o	true
-	p	i	p	true
-	p	i	r	true
-	p	i	s	true
-	p	i	t	true
-	p	i	u	true
-	p	i	v	true
-	p	i	x	true
-	p	i	z	true
-	p	i	ș	true
-	p	i	ț	true
-	p	l	a	true
-	p	l	e	true
-	p	l	i	true
-	p	l	o	true
-	p	l	u	true
-	p	l	â	true
-	p	l	ă	true
-	p	n	e	true
-	p	o	a	true
-	p	o	b	true
-	p	o	c	true
-	p	o	d	true
-	p	o	e	true
-	p	o	f	true
-	p	o	g	true
-	p	o	h	true
-	p	o	i	true
-	p	o	j	true
-	p	o	l	true
-	p	o	m	true
-	p	o	n	true
-	p	o	p	true
-	p	o	r	true
-	p	o	s	true
-	p	o	t	true
-	p	o	v	true
-	p	o	z	true
-	p	o	ș	true
-	p	o	ț	true
-	p	r	a	true
-	p	r	e	true
-	p	r	i	true
-	p	r	o	true
-	p	r	r	true
-	p	r	u	true
-	p	r	â	true
-	p	r	ă	true
-	p	s	a	true
-	p	s	e	true
-	p	s	i	true
-	p	s	o	true
-	p	s	t	true
-	p	t	e	true
-	p	t	i	true
-	p	t	o	true
-	p	t	r	true
-	p	u	b	true
-	p	u	c	true
-	p	u	d	true
-	p	u	e	true
-	p	u	f	true
-	p	u	g	true
-	p	u	h	true
-	p	u	i	true
-	p	u	l	true
-	p	u	m	true
-	p	u	n	true
-	p	u	p	true
-	p	u	r	true
-	p	u	s	true
-	p	u	t	true
-	p	u	ș	true
-	p	u	ț	true
-	p	â	c	true
-	p	â	i	true
-	p	â	l	true
-	p	â	n	true
-	p	â	r	true
-	p	â	s	true
-	p	â	ș	true
-	p	ă	c	true
-	p	ă	d	true
-	p	ă	f	true
-	p	ă	g	true
-	p	ă	h	true
-	p	ă	i	true
-	p	ă	l	true
-	p	ă	m	true
-	p	ă	n	true
-	p	ă	p	true
-	p	ă	r	true
-	p	ă	s	true
-	p	ă	t	true
-	p	ă	u	true
-	p	ă	z	true
-	p	ă	ș	true
-	p	ă	ț	true
-	q	u	a	true
-	q	u	e	true
-	q	u	i	true
-	q	u	o	true
-	r	a	b	true
-	r	a	c	true
-	r	a	d	true
-	r	a	f	true
-	r	a	g	true
-	r	a	h	true
-	r	a	i	true
-	r	a	j	true
-	r	a	l	true
-	r	a	m	true
-	r	a	n	true
-	r	a	p	true
-	r	a	r	true
-	r	a	s	true
-	r	a	t	true
-	r	a	v	true
-	r	a	z	true
-	r	a	ș	true
-	r	a	ț	true
-	r	e	-	true
-	r	e	a	true
-	r	e	b	true
-	r	e	c	true
-	r	e	d	true
-	r	e	e	true
-	r	e	f	true
-	r	e	g	true
-	r	e	i	true
-	r	e	j	true
-	r	e	l	true
-	r	e	m	true
-	r	e	n	true
-	r	e	o	true
-	r	e	p	true
-	r	e	r	true
-	r	e	s	true
-	r	e	t	true
-	r	e	u	true
-	r	e	v	true
-	r	e	z	true
-	r	e	î	true
-	r	e	ș	true
-	r	e	ț	true
-	r	h	o	true
-	r	h	y	true
-	r	i	a	true
-	r	i	b	true
-	r	i	c	true
-	r	i	d	true
-	r	i	f	true
-	r	i	g	true
-	r	i	h	true
-	r	i	l	true
-	r	i	m	true
-	r	i	n	true
-	r	i	o	true
-	r	i	p	true
-	r	i	s	true
-	r	i	t	true
-	r	i	v	true
-	r	i	x	true
-	r	i	z	true
-	r	i	ș	true
-	r	i	ț	true
-	r	o	a	true
-	r	o	b	true
-	r	o	c	true
-	r	o	d	true
-	r	o	f	true
-	r	o	g	true
-	r	o	h	true
-	r	o	i	true
-	r	o	j	true
-	r	o	l	true
-	r	o	m	true
-	r	o	n	true
-	r	o	p	true
-	r	o	s	true
-	r	o	t	true
-	r	o	u	true
-	r	o	v	true
-	r	o	x	true
-	r	o	y	true
-	r	o	z	true
-	r	o	ș	true
-	r	o	ț	true
-	r	u	a	true
-	r	u	b	true
-	r	u	c	true
-	r	u	d	true
-	r	u	f	true
-	r	u	g	true
-	r	u	i	true
-	r	u	j	true
-	r	u	l	true
-	r	u	m	true
-	r	u	n	true
-	r	u	p	true
-	r	u	r	true
-	r	u	s	true
-	r	u	t	true
-	r	u	x	true
-	r	u	z	true
-	r	u	ș	true
-	r	â	b	true
-	r	â	c	true
-	r	â	d	true
-	r	â	g	true
-	r	â	i	true
-	r	â	m	true
-	r	â	n	true
-	r	â	p	true
-	r	â	s	true
-	r	â	t	true
-	r	â	u	true
-	r	â	v	true
-	r	â	z	true
-	r	â	ș	true
-	r	ă	b	true
-	r	ă	c	true
-	r	ă	d	true
-	r	ă	f	true
-	r	ă	g	true
-	r	ă	i	true
-	r	ă	m	true
-	r	ă	n	true
-	r	ă	p	true
-	r	ă	r	true
-	r	ă	s	true
-	r	ă	t	true
-	r	ă	u	true
-	r	ă	v	true
-	r	ă	z	true
-	r	ă	ș	true
-	r	ă	ț	true
-	s	-	-	true
-	s	a	-	true
-	s	a	b	true
-	s	a	c	true
-	s	a	d	true
-	s	a	f	true
-	s	a	g	true
-	s	a	h	true
-	s	a	i	true
-	s	a	l	true
-	s	a	m	true
-	s	a	n	true
-	s	a	p	true
-	s	a	r	true
-	s	a	s	true
-	s	a	t	true
-	s	a	u	true
-	s	a	v	true
-	s	a	x	true
-	s	a	ș	true
-	s	a	ț	true
-	s	b	â	true
-	s	c	a	true
-	s	c	e	true
-	s	c	h	true
-	s	c	i	true
-	s	c	l	true
-	s	c	o	true
-	s	c	r	true
-	s	c	u	true
-	s	c	v	true
-	s	c	â	true
-	s	c	ă	true
-	s	e	-	true
-	s	e	a	true
-	s	e	b	true
-	s	e	c	true
-	s	e	d	true
-	s	e	f	true
-	s	e	g	true
-	s	e	i	true
-	s	e	j	true
-	s	e	l	true
-	s	e	m	true
-	s	e	n	true
-	s	e	p	true
-	s	e	q	true
-	s	e	r	true
-	s	e	s	true
-	s	e	t	true
-	s	e	u	true
-	s	e	v	true
-	s	e	x	true
-	s	e	z	true
-	s	f	a	true
-	s	f	e	true
-	s	f	i	true
-	s	f	o	true
-	s	f	r	true
-	s	f	u	true
-	s	f	â	true
-	s	f	ă	true
-	s	g	r	true
-	s	h	a	true
-	s	i	a	true
-	s	i	b	true
-	s	i	c	true
-	s	i	d	true
-	s	i	e	true
-	s	i	f	true
-	s	i	g	true
-	s	i	h	true
-	s	i	l	true
-	s	i	m	true
-	s	i	n	true
-	s	i	o	true
-	s	i	p	true
-	s	i	r	true
-	s	i	s	true
-	s	i	t	true
-	s	i	v	true
-	s	i	x	true
-	s	i	z	true
-	s	k	a	true
-	s	k	l	true
-	s	l	a	true
-	s	l	e	true
-	s	l	i	true
-	s	l	o	true
-	s	l	u	true
-	s	l	ă	true
-	s	m	a	true
-	s	m	e	true
-	s	m	i	true
-	s	m	o	true
-	s	m	r	true
-	s	m	u	true
-	s	m	â	true
-	s	m	ă	true
-	s	n	a	true
-	s	n	o	true
-	s	o	a	true
-	s	o	b	true
-	s	o	c	true
-	s	o	d	true
-	s	o	f	true
-	s	o	h	true
-	s	o	i	true
-	s	o	l	true
-	s	o	m	true
-	s	o	n	true
-	s	o	p	true
-	s	o	r	true
-	s	o	s	true
-	s	o	t	true
-	s	o	v	true
-	s	o	ț	true
-	s	p	a	true
-	s	p	e	true
-	s	p	i	true
-	s	p	l	true
-	s	p	o	true
-	s	p	r	true
-	s	p	u	true
-	s	p	â	true
-	s	p	ă	true
-	s	s	t	true
-	s	t	-	true
-	s	t	a	true
-	s	t	e	true
-	s	t	i	true
-	s	t	o	true
-	s	t	r	true
-	s	t	u	true
-	s	t	y	true
-	s	t	â	true
-	s	t	ă	true
-	s	u	a	true
-	s	u	b	true
-	s	u	c	true
-	s	u	d	true
-	s	u	e	true
-	s	u	f	true
-	s	u	g	true
-	s	u	h	true
-	s	u	i	true
-	s	u	j	true
-	s	u	l	true
-	s	u	m	true
-	s	u	n	true
-	s	u	p	true
-	s	u	r	true
-	s	u	s	true
-	s	u	t	true
-	s	u	v	true
-	s	u	z	true
-	s	u	ș	true
-	s	v	a	true
-	s	v	e	true
-	s	w	i	true
-	s	â	c	true
-	s	â	m	true
-	s	â	n	true
-	s	â	r	true
-	s	â	s	true
-	s	ă	b	true
-	s	ă	c	true
-	s	ă	d	true
-	s	ă	g	true
-	s	ă	h	true
-	s	ă	i	true
-	s	ă	l	true
-	s	ă	m	true
-	s	ă	n	true
-	s	ă	p	true
-	s	ă	r	true
-	s	ă	s	true
-	s	ă	t	true
-	s	ă	u	true
-	s	ă	v	true
-	s	ă	ț	true
-	t	a	-	true
-	t	a	b	true
-	t	a	c	true
-	t	a	d	true
-	t	a	f	true
-	t	a	g	true
-	t	a	h	true
-	t	a	i	true
-	t	a	l	true
-	t	a	m	true
-	t	a	n	true
-	t	a	o	true
-	t	a	p	true
-	t	a	r	true
-	t	a	s	true
-	t	a	t	true
-	t	a	u	true
-	t	a	v	true
-	t	a	x	true
-	t	a	y	true
-	t	a	ș	true
-	t	a	ț	true
-	t	b	i	true
-	t	e	-	true
-	t	e	a	true
-	t	e	b	true
-	t	e	c	true
-	t	e	d	true
-	t	e	f	true
-	t	e	g	true
-	t	e	h	true
-	t	e	i	true
-	t	e	j	true
-	t	e	l	true
-	t	e	m	true
-	t	e	n	true
-	t	e	o	true
-	t	e	p	true
-	t	e	r	true
-	t	e	s	true
-	t	e	t	true
-	t	e	u	true
-	t	e	v	true
-	t	e	x	true
-	t	e	z	true
-	t	e	ș	true
-	t	h	a	true
-	t	i	a	true
-	t	i	b	true
-	t	i	c	true
-	t	i	f	true
-	t	i	g	true
-	t	i	h	true
-	t	i	i	true
-	t	i	j	true
-	t	i	l	true
-	t	i	m	true
-	t	i	n	true
-	t	i	o	true
-	t	i	p	true
-	t	i	r	true
-	t	i	s	true
-	t	i	t	true
-	t	i	u	true
-	t	i	v	true
-	t	i	x	true
-	t	i	z	true
-	t	i	ș	true
-	t	m	e	true
-	t	o	a	true
-	t	o	b	true
-	t	o	c	true
-	t	o	f	true
-	t	o	g	true
-	t	o	h	true
-	t	o	i	true
-	t	o	l	true
-	t	o	m	true
-	t	o	n	true
-	t	o	p	true
-	t	o	r	true
-	t	o	s	true
-	t	o	t	true
-	t	o	v	true
-	t	o	x	true
-	t	o	ț	true
-	t	r	a	true
-	t	r	e	true
-	t	r	i	true
-	t	r	o	true
-	t	r	u	true
-	t	r	â	true
-	t	r	ă	true
-	t	u	-	true
-	t	u	a	true
-	t	u	b	true
-	t	u	c	true
-	t	u	d	true
-	t	u	f	true
-	t	u	i	true
-	t	u	l	true
-	t	u	m	true
-	t	u	n	true
-	t	u	p	true
-	t	u	r	true
-	t	u	s	true
-	t	u	t	true
-	t	u	ș	true
-	t	u	ț	true
-	t	v	e	true
-	t	â	l	true
-	t	â	m	true
-	t	â	n	true
-	t	â	r	true
-	t	â	ț	true
-	t	ă	b	true
-	t	ă	c	true
-	t	ă	f	true
-	t	ă	g	true
-	t	ă	i	true
-	t	ă	l	true
-	t	ă	m	true
-	t	ă	p	true
-	t	ă	r	true
-	t	ă	s	true
-	t	ă	t	true
-	t	ă	u	true
-	t	ă	v	true
-	t	ă	z	true
-	t	ă	ș	true
-	t	ț	-	true
-	u	-	-	true
-	u	b	a	true
-	u	b	e	true
-	u	b	i	true
-	u	c	a	true
-	u	c	e	true
-	u	c	i	true
-	u	c	l	true
-	u	c	r	true
-	u	c	u	true
-	u	d	-	true
-	u	d	a	true
-	u	d	e	true
-	u	d	o	true
-	u	d	u	true
