a01	a12	a23	a34	syl
a	l	a	g	false
a	l	a	g	true
a	l	a	h	false
a	l	a	h	true
a	l	a	i	false
a	l	a	i	true
a	l	a	j	false
a	l	a	l	false
a	l	a	l	true
a	l	a	m	false
a	l	a	m	true
a	l	a	n	false
a	l	a	n	true
a	l	a	o	false
a	l	a	p	false
a	l	a	r	false
a	l	a	r	true
a	l	a	s	false
a	l	a	s	true
a	l	a	t	false
a	l	a	t	true
a	l	a	u	false
a	l	a	u	true
a	l	a	v	false
a	l	a	x	false
a	l	a	z	false
a	l	a	ș	false
a	l	a	ș	true
a	l	a	ț	false
a	l	a	ț	true
a	l	b	-	false
a	l	b	-	true
a	l	b	a	false
a	l	b	a	true
a	l	b	e	false
a	l	b	e	true
a	l	b	g	true
a	l	b	i	false
a	l	b	i	true
a	l	b	o	false
a	l	b	o	true
a	l	b	u	false
a	l	b	u	true
a	l	b	â	false
a	l	b	ă	false
a	l	b	ă	true
a	l	c	-	false
a	l	c	a	false
a	l	c	a	true
a	l	c	e	false
a	l	c	h	false
a	l	c	h	true
a	l	c	i	false
a	l	c	i	true
a	l	c	o	false
a	l	c	o	true
a	l	c	u	false
a	l	c	â	false
a	l	c	ă	false
a	l	c	ă	true
a	l	c	ș	false
a	l	d	-	false
a	l	d	a	false
a	l	d	a	true
a	l	d	e	false
a	l	d	e	true
a	l	d	i	false
a	l	d	i	true
a	l	d	o	true
a	l	d	u	false
a	l	d	î	true
a	l	d	ă	false
a	l	d	ă	true
a	l	e	-	false
a	l	e	-	true
a	l	e	a	false
a	l	e	a	true
a	l	e	b	false
a	l	e	c	false
a	l	e	c	true
a	l	e	d	false
a	l	e	e	false
a	l	e	e	true
a	l	e	f	false
a	l	e	g	false
a	l	e	g	true
a	l	e	i	false
a	l	e	i	true
a	l	e	j	true
a	l	e	l	false
a	l	e	l	true
a	l	e	m	false
a	l	e	m	true
a	l	e	n	false
a	l	e	n	true
a	l	e	o	false
a	l	e	p	false
a	l	e	r	false
a	l	e	r	true
a	l	e	s	false
a	l	e	s	true
a	l	e	t	false
a	l	e	t	true
a	l	e	u	false
a	l	e	u	true
a	l	e	v	false
a	l	e	v	true
a	l	e	x	false
a	l	e	x	true
a	l	e	z	false
a	l	e	z	true
a	l	e	ș	false
a	l	e	ș	true
a	l	e	ț	false
a	l	f	-	false
a	l	f	a	false
a	l	f	a	true
a	l	f	e	false
a	l	f	i	false
a	l	f	o	false
a	l	f	u	false
a	l	f	ă	false
a	l	g	a	false
a	l	g	a	true
a	l	g	e	false
a	l	g	e	true
a	l	g	i	false
a	l	g	i	true
a	l	g	o	false
a	l	g	o	true
a	l	g	r	true
a	l	g	u	false
a	l	g	u	true
a	l	g	ă	false
a	l	g	ă	true
a	l	h	a	false
a	l	h	â	false
a	l	i	-	false
a	l	i	-	true
a	l	i	a	false
a	l	i	a	true
a	l	i	b	false
a	l	i	b	true
a	l	i	c	false
a	l	i	c	true
a	l	i	d	false
a	l	i	d	true
a	l	i	e	false
a	l	i	e	true
a	l	i	f	false
a	l	i	f	true
a	l	i	g	false
a	l	i	g	true
a	l	i	i	false
a	l	i	i	true
a	l	i	l	false
a	l	i	l	true
a	l	i	m	false
a	l	i	m	true
a	l	i	n	false
a	l	i	n	true
a	l	i	o	false
a	l	i	o	true
a	l	i	p	false
a	l	i	p	true
a	l	i	r	false
a	l	i	s	false
a	l	i	s	true
a	l	i	t	false
a	l	i	t	true
a	l	i	u	false
a	l	i	v	false
a	l	i	v	true
a	l	i	z	false
a	l	i	z	true
a	l	i	ș	false
a	l	i	ș	true
a	l	i	ț	false
a	l	i	ț	true
a	l	k	i	false
a	l	l	e	false
a	l	l	e	true
a	l	l	i	false
a	l	l	o	false
a	l	m	-	false
a	l	m	a	false
a	l	m	a	true
a	l	m	e	false
a	l	m	e	true
a	l	m	i	false
a	l	m	i	true
a	l	m	o	false
a	l	m	u	false
a	l	m	â	false
a	l	m	ă	false
a	l	n	a	false
a	l	n	e	false
a	l	n	i	false
a	l	n	u	false
a	l	n	ă	false
a	l	o	-	false
a	l	o	-	true
a	l	o	a	false
a	l	o	b	false
a	l	o	b	true
a	l	o	c	false
a	l	o	c	true
a	l	o	d	true
a	l	o	e	true
a	l	o	f	false
a	l	o	f	true
a	l	o	g	false
a	l	o	g	true
a	l	o	h	true
a	l	o	i	false
a	l	o	l	false
a	l	o	l	true
a	l	o	m	false
a	l	o	m	true
a	l	o	n	false
a	l	o	n	true
a	l	o	p	false
a	l	o	p	true
a	l	o	r	false
a	l	o	r	true
a	l	o	s	false
a	l	o	t	false
a	l	o	t	true
a	l	o	u	false
a	l	o	v	false
a	l	o	v	true
a	l	o	x	true
a	l	o	z	false
a	l	o	z	true
a	l	o	ș	false
a	l	o	ț	false
a	l	p	-	false
a	l	p	a	false
a	l	p	a	true
a	l	p	e	false
a	l	p	e	true
a	l	p	i	false
a	l	p	i	true
a	l	p	l	false
a	l	p	o	false
a	l	p	u	false
a	l	p	â	false
a	l	p	ă	false
a	l	s	-	false
a	l	s	a	false
a	l	s	a	true
a	l	s	e	false
a	l	s	i	false
a	l	s	o	false
a	l	s	u	false
a	l	s	â	false
a	l	s	ă	false
a	l	t	-	false
a	l	t	-	true
a	l	t	a	false
a	l	t	a	true
a	l	t	c	true
a	l	t	e	false
a	l	t	e	true
a	l	t	f	true
a	l	t	h	false
a	l	t	h	true
a	l	t	i	false
a	l	t	i	true
a	l	t	m	true
a	l	t	o	false
a	l	t	o	true
a	l	t	r	false
a	l	t	r	true
a	l	t	u	false
a	l	t	u	true
a	l	t	â	false
a	l	t	î	true
a	l	t	ă	false
a	l	t	ă	true
a	l	u	a	false
a	l	u	a	true
a	l	u	b	false
a	l	u	c	false
a	l	u	d	false
a	l	u	e	false
a	l	u	i	false
a	l	u	l	false
a	l	u	l	true
a	l	u	m	false
a	l	u	m	true
a	l	u	n	false
a	l	u	n	true
a	l	u	p	false
a	l	u	r	false
a	l	u	r	true
a	l	u	s	false
a	l	u	t	false
a	l	u	v	true
a	l	u	x	false
a	l	u	z	false
a	l	u	z	true
a	l	u	â	false
a	l	u	ă	false
a	l	u	ș	false
a	l	u	ț	false
a	l	v	-	false
a	l	v	a	false
a	l	v	c	false
a	l	v	e	false
a	l	v	e	true
a	l	v	g	false
a	l	v	i	false
a	l	v	i	true
a	l	v	o	false
a	l	v	u	false
a	l	v	â	false
a	l	v	ă	false
a	l	z	a	false
a	l	z	i	false
a	l	â	c	false
a	l	â	m	false
a	l	â	n	false
a	l	â	n	true
a	l	ă	-	false
a	l	ă	-	true
a	l	ă	a	false
a	l	ă	i	false
a	l	ă	m	false
a	l	ă	m	true
a	l	ă	n	false
a	l	ă	p	true
a	l	ă	r	false
a	l	ă	r	true
a	l	ă	t	true
a	l	ă	u	false
a	l	ș	i	false
a	l	ț	-	false
a	l	ț	a	false
a	l	ț	e	false
a	l	ț	i	false
a	l	ț	i	true
a	l	ț	u	false
a	l	ț	ă	false
a	m	-	-	false
a	m	-	-	true
a	m	a	-	false
a	m	a	-	true
a	m	a	b	false
a	m	a	b	true
a	m	a	c	false
a	m	a	d	false
a	m	a	g	false
a	m	a	g	true
a	m	a	i	false
a	m	a	j	false
a	m	a	l	false
a	m	a	l	true
a	m	a	m	false
a	m	a	n	false
a	m	a	n	true
a	m	a	p	false
a	m	a	r	false
a	m	a	r	true
a	m	a	s	false
a	m	a	t	false
a	m	a	t	true
a	m	a	u	false
a	m	a	u	true
a	m	a	v	false
a	m	a	z	false
a	m	a	z	true
a	m	a	ș	false
a	m	a	ț	false
a	m	b	-	false
a	m	b	-	true
a	m	b	a	false
a	m	b	a	true
a	m	b	e	false
a	m	b	e	true
a	m	b	i	false
a	m	b	i	true
a	m	b	l	false
a	m	b	l	true
a	m	b	o	false
a	m	b	o	true
a	m	b	r	false
a	m	b	r	true
a	m	b	u	false
a	m	b	u	true
a	m	b	â	false
a	m	b	ă	false
a	m	c	a	false
a	m	c	e	false
a	m	c	ă	false
a	m	d	a	false
a	m	e	-	false
a	m	e	a	false
a	m	e	c	false
a	m	e	d	false
a	m	e	e	false
a	m	e	f	false
a	m	e	i	false
a	m	e	l	false
a	m	e	l	true
a	m	e	m	false
a	m	e	n	false
a	m	e	n	true
a	m	e	r	false
a	m	e	r	true
a	m	e	s	false
a	m	e	s	true
a	m	e	t	false
a	m	e	t	true
a	m	e	u	false
a	m	e	z	false
a	m	e	z	true
a	m	e	ș	false
a	m	e	ț	false
a	m	e	ț	true
a	m	f	-	false
a	m	f	e	false
a	m	f	e	true
a	m	f	i	false
a	m	f	i	true
a	m	f	l	false
a	m	f	o	false
a	m	f	o	true
a	m	f	u	false
a	m	g	a	false
a	m	g	i	false
a	m	h	a	false
a	m	h	a	true
a	m	i	-	false
a	m	i	a	false
a	m	i	a	true
a	m	i	b	false
a	m	i	b	true
a	m	i	c	false
a	m	i	c	true
a	m	i	d	false
a	m	i	d	true
a	m	i	e	false
a	m	i	e	true
a	m	i	f	false
a	m	i	g	false
a	m	i	g	true
a	m	i	i	false
a	m	i	k	false
a	m	i	l	false
a	m	i	l	true
a	m	i	m	false
a	m	i	m	true
a	m	i	n	false
a	m	i	n	true
a	m	i	o	false
a	m	i	o	true
a	m	i	r	true
a	m	i	s	false
a	m	i	t	false
a	m	i	t	true
a	m	i	u	false
a	m	i	z	false
a	m	i	ș	false
a	m	i	ț	false
a	m	l	e	false
a	m	l	g	true
a	m	l	â	false
a	m	m	e	false
a	m	n	-	false
a	m	n	a	false
a	m	n	a	true
a	m	n	e	false
a	m	n	e	true
a	m	n	i	false
a	m	n	i	true
a	m	n	â	false
a	m	n	ă	false
a	m	n	ă	true
a	m	o	a	false
a	m	o	a	true
a	m	o	b	false
a	m	o	c	false
a	m	o	c	true
a	m	o	d	false
a	m	o	e	false
a	m	o	f	false
a	m	o	f	true
a	m	o	g	false
a	m	o	h	false
a	m	o	i	false
a	m	o	l	false
a	m	o	m	false
a	m	o	n	false
a	m	o	n	true
a	m	o	p	false
a	m	o	r	false
a	m	o	r	true
a	m	o	s	false
a	m	o	t	false
a	m	o	v	false
a	m	o	v	true
a	m	o	ș	false
a	m	o	ț	false
a	m	p	-	false
a	m	p	a	false
a	m	p	a	true
a	m	p	e	false
a	m	p	e	true
a	m	p	i	false
a	m	p	i	true
a	m	p	l	false
a	m	p	l	true
a	m	p	o	false
a	m	p	o	true
a	m	p	r	false
a	m	p	r	true
a	m	p	s	false
a	m	p	t	false
a	m	p	u	false
a	m	p	u	true
a	m	p	â	false
a	m	p	ă	false
a	m	s	a	false
a	m	s	i	false
a	m	s	o	false
a	m	s	t	false
a	m	t	a	false
a	m	u	-	true
a	m	u	c	false
a	m	u	f	false
a	m	u	l	false
a	m	u	l	true
a	m	u	n	false
a	m	u	r	false
a	m	u	r	true
a	m	u	s	false
a	m	u	s	true
a	m	u	t	false
a	m	u	z	true
a	m	u	ș	false
a	m	u	ș	true
a	m	u	ț	false
a	m	u	ț	true
a	m	v	a	false
a	m	v	o	true
a	m	z	-	false
a	m	z	a	false
a	m	z	e	false
a	m	z	i	false
a	m	z	u	false
a	m	z	ă	false
a	m	â	n	false
a	m	â	n	true
a	m	â	r	false
a	m	â	ș	false
a	m	â	ț	false
a	m	ă	-	false
a	m	ă	g	false
a	m	ă	g	true
a	m	ă	l	false
a	m	ă	m	false
a	m	ă	n	false
a	m	ă	n	true
a	m	ă	r	false
a	m	ă	r	true
a	m	ă	s	false
a	m	ă	t	false
a	m	ă	ț	false
a	m	ț	-	false
a	m	ț	u	false
a	n	-	-	false
a	n	-	-	true
a	n	a	-	false
a	n	a	-	true
a	n	a	b	false
a	n	a	b	true
a	n	a	c	false
a	n	a	c	true
a	n	a	d	false
a	n	a	d	true
a	n	a	e	true
a	n	a	f	false
a	n	a	f	true
a	n	a	g	false
a	n	a	g	true
a	n	a	h	false
a	n	a	h	true
a	n	a	i	false
a	n	a	j	false
a	n	a	l	false
a	n	a	l	true
a	n	a	m	false
a	n	a	m	true
a	n	a	n	false
a	n	a	n	true
a	n	a	p	false
a	n	a	p	true
a	n	a	r	false
a	n	a	r	true
a	n	a	s	false
a	n	a	s	true
a	n	a	t	false
a	n	a	t	true
a	n	a	u	false
a	n	a	u	true
a	n	a	v	false
a	n	a	v	true
a	n	a	z	false
a	n	a	ș	false
a	n	a	ț	false
a	n	a	ț	true
a	n	b	e	false
a	n	c	-	false
a	n	c	a	false
a	n	c	a	true
a	n	c	e	false
a	n	c	e	true
a	n	c	g	false
a	n	c	h	false
a	n	c	h	true
a	n	c	i	false
a	n	c	i	true
a	n	c	l	false
a	n	c	l	true
a	n	c	m	false
a	n	c	n	false
a	n	c	o	false
a	n	c	o	true
a	n	c	r	false
a	n	c	r	true
a	n	c	t	false
a	n	c	u	false
a	n	c	â	false
a	n	c	ă	false
a	n	c	ă	true
a	n	c	ț	false
a	n	d	-	false
a	n	d	a	false
a	n	d	a	true
a	n	d	b	false
a	n	d	c	false
a	n	d	e	false
a	n	d	e	true
a	n	d	g	false
a	n	d	i	false
a	n	d	i	true
a	n	d	l	false
a	n	d	o	false
a	n	d	o	true
a	n	d	r	false
a	n	d	r	true
a	n	d	u	false
a	n	d	u	true
a	n	d	v	false
a	n	d	â	false
a	n	d	ă	false
a	n	d	ș	false
a	n	e	-	false
a	n	e	-	true
a	n	e	a	false
a	n	e	a	true
a	n	e	c	false
a	n	e	c	true
a	n	e	d	false
a	n	e	e	false
a	n	e	f	false
a	n	e	g	false
a	n	e	i	false
a	n	e	i	true
a	n	e	j	false
a	n	e	l	false
a	n	e	l	true
a	n	e	m	false
a	n	e	m	true
a	n	e	n	false
a	n	e	n	true
a	n	e	o	false
a	n	e	p	true
a	n	e	r	false
a	n	e	r	true
a	n	e	s	false
a	n	e	s	true
a	n	e	t	false
a	n	e	t	true
a	n	e	u	false
a	n	e	u	true
a	n	e	v	false
a	n	e	v	true
a	n	e	x	false
a	n	e	x	true
a	n	e	z	false
a	n	e	ș	false
a	n	f	a	false
a	n	f	e	false
a	n	f	i	false
a	n	f	i	true
a	n	f	l	false
a	n	f	o	false
a	n	f	r	false
a	n	f	r	true
a	n	f	ă	false
a	n	g	-	false
a	n	g	a	false
a	n	g	a	true
a	n	g	e	false
a	n	g	e	true
a	n	g	h	false
a	n	g	h	true
a	n	g	i	false
a	n	g	i	true
a	n	g	l	false
a	n	g	l	true
a	n	g	o	false
a	n	g	o	true
a	n	g	r	false
a	n	g	r	true
a	n	g	s	false
a	n	g	s	true
a	n	g	u	false
a	n	g	u	true
a	n	g	v	false
a	n	g	y	false
a	n	g	â	false
a	n	g	ă	false
a	n	h	a	false
a	n	h	e	false
a	n	h	i	false
a	n	h	i	true
a	n	h	n	false
a	n	h	o	false
a	n	i	-	false
a	n	i	-	true
a	n	i	a	false
a	n	i	a	true
a	n	i	b	false
a	n	i	c	false
a	n	i	c	true
a	n	i	d	false
a	n	i	e	false
a	n	i	e	true
a	n	i	f	false
a	n	i	g	false
a	n	i	h	false
a	n	i	h	true
a	n	i	i	false
a	n	i	i	true
a	n	i	l	false
a	n	i	l	true
a	n	i	m	false
a	n	i	m	true
a	n	i	n	false
a	n	i	n	true
a	n	i	o	false
a	n	i	o	true
a	n	i	p	false
a	n	i	s	false
a	n	i	s	true
a	n	i	t	false
a	n	i	t	true
a	n	i	u	false
a	n	i	v	false
a	n	i	v	true
a	n	i	z	false
a	n	i	z	true
a	n	i	ș	false
a	n	i	ș	true
a	n	i	ț	false
a	n	i	ț	true
a	n	j	-	false
a	n	j	a	false
a	n	j	e	false
a	n	j	o	false
a	n	j	u	false
a	n	j	â	false
a	n	j	ă	false
a	n	k	e	false
a	n	k	i	false
a	n	k	l	false
a	n	l	i	false
a	n	l	o	false
a	n	l	u	true
a	n	l	â	false
a	n	m	a	false
a	n	m	e	false
a	n	m	i	false
a	n	n	a	false
a	n	n	e	false
a	n	o	-	false
a	n	o	-	true
a	n	o	a	false
a	n	o	b	false
a	n	o	c	false
a	n	o	d	false
a	n	o	d	true
a	n	o	e	false
a	n	o	f	false
a	n	o	f	true
a	n	o	g	false
a	n	o	g	true
a	n	o	i	false
a	n	o	l	false
a	n	o	l	true
a	n	o	m	false
a	n	o	m	true
a	n	o	n	false
a	n	o	n	true
a	n	o	p	false
a	n	o	p	true
a	n	o	r	false
a	n	o	r	true
a	n	o	s	false
a	n	o	s	true
a	n	o	t	false
a	n	o	t	true
a	n	o	u	false
a	n	o	v	true
a	n	o	x	true
a	n	o	z	false
a	n	o	z	true
a	n	o	ș	false
a	n	o	ș	true
a	n	p	a	false
a	n	p	o	false
a	n	p	r	false
a	n	p	s	false
a	n	q	u	false
a	n	r	o	false
a	n	r	o	true
a	n	r	t	true
a	n	s	-	false
a	n	s	a	false
a	n	s	a	true
a	n	s	b	false
a	n	s	c	false
a	n	s	c	true
a	n	s	d	false
a	n	s	e	false
a	n	s	e	true
a	n	s	f	false
a	n	s	g	false
a	n	s	h	false
a	n	s	i	false
a	n	s	i	true
a	n	s	l	false
a	n	s	m	false
a	n	s	n	false
a	n	s	o	false
a	n	s	p	false
a	n	s	s	false
a	n	s	t	false
a	n	s	u	false
a	n	s	v	false
a	n	s	â	false
a	n	s	ă	false
a	n	s	ă	true
a	n	t	-	false
a	n	t	-	true
a	n	t	a	false
a	n	t	a	true
a	n	t	e	false
a	n	t	e	true
a	n	t	h	false
a	n	t	i	false
a	n	t	i	true
a	n	t	l	false
a	n	t	o	false
a	n	t	o	true
a	n	t	r	false
a	n	t	r	true
a	n	t	u	false
a	n	t	u	true
a	n	t	â	false
a	n	t	ă	false
a	n	t	ă	true
a	n	u	a	false
a	n	u	a	true
a	n	u	b	false
a	n	u	c	false
a	n	u	c	true
a	n	u	e	false
a	n	u	f	false
a	n	u	g	false
a	n	u	i	true
a	n	u	l	false
a	n	u	l	true
a	n	u	m	false
a	n	u	m	true
a	n	u	n	false
a	n	u	n	true
a	n	u	r	false
a	n	u	r	true
a	n	u	s	false
a	n	u	s	true
a	n	u	t	false
a	n	v	a	true
a	n	v	e	false
a	n	v	e	true
a	n	v	i	true
a	n	x	i	true
a	n	z	-	false
a	n	z	a	false
a	n	z	e	false
a	n	z	i	false
a	n	z	o	false
a	n	z	u	false
a	n	â	m	false
a	n	â	n	false
a	n	ă	-	false
a	n	ă	-	true
a	n	ă	d	false
a	n	ă	m	false
a	n	ă	r	false
a	n	ă	t	false
a	n	ș	-	false
a	n	ș	a	false
a	n	ș	e	false
a	n	ș	e	true
a	n	ș	i	false
a	n	ș	o	false
a	n	ș	o	true
a	n	ș	u	false
a	n	ș	â	false
a	n	ș	ă	false
a	n	ț	-	false
a	n	ț	a	false
a	n	ț	a	true
a	n	ț	e	false
a	n	ț	e	true
a	n	ț	i	false
a	n	ț	i	true
a	n	ț	m	false
a	n	ț	o	false
a	n	ț	u	false
a	n	ț	â	false
a	n	ț	â	true
a	n	ț	ă	false
a	n	ț	ă	true
a	o	-	-	false
a	o	a	c	false
a	o	a	m	false
a	o	a	r	false
a	o	b	a	false
a	o	c	c	false
a	o	c	h	false
a	o	c	t	false
a	o	c	u	false
a	o	f	e	false
a	o	i	i	false
a	o	i	s	false
a	o	i	ș	false
a	o	l	a	false
a	o	l	e	false
a	o	l	e	true
a	o	l	i	false
a	o	l	i	true
a	o	l	ă	false
a	o	m	-	false
a	o	m	e	false
a	o	m	u	false
a	o	m	ă	false
a	o	n	-	false
a	o	n	i	false
a	o	n	u	false
a	o	p	t	false
a	o	r	d	false
a	o	r	i	false
a	o	r	i	true
a	o	r	t	true
a	o	s	-	false
a	o	s	u	false
a	o	t	i	false
a	o	t	r	false
a	o	u	l	false
a	o	x	i	false
a	o	ș	-	false
a	o	ș	e	false
a	o	ș	i	false
a	o	ș	ă	false
a	o	ț	i	false
a	p	-	-	false
a	p	a	-	false
a	p	a	-	true
a	p	a	b	false
a	p	a	c	false
a	p	a	d	false
a	p	a	f	false
a	p	a	g	false
a	p	a	g	true
a	p	a	i	false
a	p	a	j	false
a	p	a	k	false
a	p	a	l	false
a	p	a	m	false
a	p	a	n	false
a	p	a	n	true
a	p	a	p	false
a	p	a	r	false
a	p	a	r	true
a	p	a	s	false
a	p	a	s	true
a	p	a	t	false
a	p	a	t	true
a	p	a	u	false
a	p	a	u	true
a	p	a	v	false
a	p	a	x	false
a	p	a	z	false
a	p	a	z	true
a	p	a	ș	false
a	p	a	ș	true
a	p	a	ț	false
a	p	c	a	false
a	p	c	e	false
a	p	c	i	false
a	p	c	â	false
a	p	c	ă	false
a	p	d	e	false
a	p	e	-	false
a	p	e	-	true
a	p	e	a	false
a	p	e	d	true
a	p	e	f	false
a	p	e	i	false
a	p	e	i	true
a	p	e	l	false
a	p	e	l	true
a	p	e	n	false
a	p	e	n	true
a	p	e	p	true
a	p	e	r	false
a	p	e	r	true
a	p	e	s	false
a	p	e	s	true
a	p	e	t	false
a	p	e	t	true
a	p	e	u	false
a	p	e	x	false
a	p	e	x	true
a	p	e	z	false
a	p	e	ș	false
a	p	e	ș	true
a	p	e	ț	false
a	p	i	-	false
a	p	i	a	false
a	p	i	c	false
a	p	i	c	true
a	p	i	d	false
a	p	i	d	true
a	p	i	e	false
a	p	i	f	true
a	p	i	i	false
a	p	i	l	false
a	p	i	n	false
a	p	i	o	false
a	p	i	o	true
a	p	i	r	false
a	p	i	r	true
a	p	i	s	false
a	p	i	s	true
a	p	i	t	false
a	p	i	t	true
a	p	i	u	false
a	p	i	z	false
a	p	i	ș	false
a	p	i	ț	false
a	p	l	a	false
a	p	l	a	true
a	p	l	e	false
a	p	l	e	true
a	p	l	i	false
a	p	l	i	true
a	p	l	o	false
a	p	l	o	true
a	p	n	e	false
a	p	n	e	true
a	p	n	i	false
a	p	n	o	false
a	p	o	-	false
a	p	o	a	false
a	p	o	a	true
a	p	o	c	false
a	p	o	c	true
a	p	o	d	false
a	p	o	d	true
a	p	o	e	true
a	p	o	f	true
a	p	o	g	true
a	p	o	i	false
a	p	o	i	true
a	p	o	l	false
a	p	o	l	true
a	p	o	m	true
a	p	o	n	false
a	p	o	n	true
a	p	o	p	false
a	p	o	p	true
a	p	o	r	false
a	p	o	r	true
a	p	o	s	true
a	p	o	t	false
a	p	o	t	true
a	p	o	u	false
a	p	o	v	false
a	p	o	z	false
a	p	o	z	true
a	p	o	ș	false
a	p	o	ș	true
a	p	o	ț	false
a	p	p	a	false
a	p	p	a	true
a	p	p	i	false
a	p	r	a	false
a	p	r	a	true
a	p	r	e	false
a	p	r	e	true
a	p	r	i	false
a	p	r	i	true
a	p	r	o	false
a	p	r	o	true
a	p	r	ă	false
a	p	s	-	false
a	p	s	a	false
a	p	s	e	false
a	p	s	i	false
a	p	s	i	true
a	p	s	o	false
a	p	s	u	false
a	p	s	â	false
a	p	s	ă	false
a	p	t	-	false
a	p	t	-	true
a	p	t	a	false
a	p	t	a	true
a	p	t	e	false
a	p	t	e	true
a	p	t	i	false
a	p	t	i	true
a	p	t	o	false
a	p	t	u	false
a	p	t	â	false
a	p	t	ă	false
a	p	t	ă	true
a	p	u	a	false
a	p	u	c	false
a	p	u	c	true
a	p	u	d	true
a	p	u	g	false
a	p	u	i	false
a	p	u	k	false
a	p	u	l	false
a	p	u	m	false
a	p	u	n	false
a	p	u	n	true
a	p	u	p	true
a	p	u	r	false
a	p	u	s	false
a	p	u	s	true
a	p	u	t	false
a	p	u	ș	false
a	p	u	ș	true
a	p	u	ț	false
a	p	â	n	false
a	p	î	n	false
a	p	ă	-	false
a	p	ă	-	true
a	p	ă	a	true
a	p	ă	d	false
a	p	ă	f	false
a	p	ă	g	true
a	p	ă	i	true
a	p	ă	l	false
a	p	ă	l	true
a	p	ă	m	false
a	p	ă	n	false
a	p	ă	n	true
a	p	ă	r	false
a	p	ă	r	true
a	p	ă	s	true
a	p	ă	t	false
a	p	ă	t	true
a	p	ș	a	false
a	p	ș	e	false
a	p	ș	o	true
a	p	ș	ă	false
a	p	ț	i	false
a	p	ț	i	true
a	p	ț	ă	false
a	q	u	i	false
a	r	-	-	false
a	r	-	-	true
a	r	a	-	false
a	r	a	-	true
a	r	a	a	false
a	r	a	b	false
a	r	a	b	true
a	r	a	c	false
a	r	a	c	true
a	r	a	d	false
a	r	a	e	false
a	r	a	f	false
a	r	a	g	false
a	r	a	g	true
a	r	a	h	false
a	r	a	h	true
a	r	a	i	false
a	r	a	i	true
a	r	a	j	false
a	r	a	l	false
a	r	a	l	true
a	r	a	m	false
a	r	a	m	true
a	r	a	n	false
a	r	a	n	true
a	r	a	o	false
a	r	a	p	false
a	r	a	p	true
a	r	a	r	false
a	r	a	r	true
a	r	a	s	false
a	r	a	s	true
a	r	a	t	false
a	r	a	t	true
a	r	a	u	false
a	r	a	u	true
a	r	a	v	false
a	r	a	x	false
a	r	a	z	false
a	r	a	ș	false
a	r	a	ș	true
a	r	a	ț	false
a	r	a	ț	true
a	r	b	a	false
a	r	b	a	true
a	r	b	e	false
a	r	b	i	false
a	r	b	i	true
a	r	b	o	false
a	r	b	o	true
a	r	b	r	false
a	r	b	u	false
a	r	b	u	true
a	r	b	ă	false
a	r	b	ă	true
a	r	c	-	false
a	r	c	-	true
a	r	c	a	false
a	r	c	a	true
a	r	c	e	false
a	r	c	e	true
a	r	c	h	false
a	r	c	h	true
a	r	c	i	false
a	r	c	i	true
a	r	c	k	false
a	r	c	o	false
a	r	c	o	true
a	r	c	t	false
a	r	c	t	true
a	r	c	u	false
a	r	c	u	true
a	r	c	â	false
a	r	c	â	true
a	r	c	ă	false
a	r	c	ă	true
a	r	d	-	false
a	r	d	-	true
a	r	d	a	false
a	r	d	a	true
a	r	d	e	false
a	r	d	e	true
a	r	d	i	false
a	r	d	i	true
a	r	d	o	false
a	r	d	o	true
a	r	d	p	false
a	r	d	u	false
a	r	d	u	true
a	r	d	â	false
a	r	d	ă	false
a	r	d	ă	true
a	r	e	-	false
a	r	e	-	true
a	r	e	a	false
a	r	e	a	true
a	r	e	c	false
a	r	e	c	true
a	r	e	d	false
a	r	e	e	false
a	r	e	e	true
a	r	e	f	false
a	r	e	f	true
a	r	e	g	false
a	r	e	g	true
a	r	e	i	false
a	r	e	i	true
a	r	e	l	false
a	r	e	l	true
a	r	e	m	false
a	r	e	n	false
a	r	e	n	true
a	r	e	o	false
a	r	e	o	true
a	r	e	r	false
a	r	e	s	false
a	r	e	s	true
a	r	e	t	false
a	r	e	t	true
a	r	e	u	false
a	r	e	v	false
a	r	e	z	false
a	r	e	ș	false
a	r	e	ț	false
a	r	e	ț	true
a	r	f	-	false
a	r	f	a	false
a	r	f	e	false
a	r	f	o	false
a	r	f	u	false
a	r	f	ă	false
a	r	g	-	false
a	r	g	a	false
a	r	g	a	true
a	r	g	e	false
a	r	g	e	true
a	r	g	h	false
a	r	g	h	true
a	r	g	i	false
a	r	g	i	true
a	r	g	o	false
a	r	g	o	true
a	r	g	r	false
a	r	g	u	false
a	r	g	u	true
a	r	g	â	false
a	r	g	ă	false
a	r	g	ă	true
a	r	h	-	false
a	r	h	-	true
a	r	h	a	false
a	r	h	a	true
a	r	h	e	false
a	r	h	e	true
a	r	h	i	false
a	r	h	i	true
a	r	h	o	false
a	r	h	o	true
a	r	h	u	false
a	r	h	u	true
a	r	h	ă	false
a	r	i	-	false
a	r	i	-	true
a	r	i	a	false
a	r	i	a	true
a	r	i	b	false
a	r	i	c	false
a	r	i	c	true
a	r	i	d	false
a	r	i	d	true
a	r	i	e	false
a	r	i	e	true
a	r	i	f	false
a	r	i	g	false
a	r	i	i	false
a	r	i	i	true
a	r	i	l	false
a	r	i	l	true
a	r	i	m	false
a	r	i	m	true
a	r	i	n	false
a	r	i	n	true
a	r	i	o	false
a	r	i	o	true
a	r	i	p	false
a	r	i	p	true
a	r	i	s	false
