b32	b21	b10	a01	syl
-	d	r	â	false
-	d	r	ă	false
-	d	u	a	true
-	d	u	b	true
-	d	u	c	false
-	d	u	c	true
-	d	u	d	false
-	d	u	d	true
-	d	u	e	false
-	d	u	e	true
-	d	u	g	true
-	d	u	h	false
-	d	u	h	true
-	d	u	i	true
-	d	u	l	false
-	d	u	l	true
-	d	u	m	false
-	d	u	m	true
-	d	u	n	false
-	d	u	n	true
-	d	u	o	true
-	d	u	p	false
-	d	u	p	true
-	d	u	r	false
-	d	u	r	true
-	d	u	s	false
-	d	u	s	true
-	d	u	t	false
-	d	u	t	true
-	d	u	u	true
-	d	u	z	false
-	d	u	z	true
-	d	u	ș	false
-	d	u	ș	true
-	d	v	o	false
-	d	â	c	true
-	d	â	l	false
-	d	â	m	false
-	d	â	n	false
-	d	â	r	false
-	d	â	r	true
-	d	ă	b	true
-	d	ă	d	true
-	d	ă	g	false
-	d	ă	g	true
-	d	ă	i	false
-	d	ă	i	true
-	d	ă	j	false
-	d	ă	l	false
-	d	ă	m	false
-	d	ă	n	false
-	d	ă	n	true
-	d	ă	p	true
-	d	ă	r	false
-	d	ă	r	true
-	d	ă	s	false
-	d	ă	t	true
-	d	ă	u	true
-	d	ă	ț	false
-	d	ă	ț	true
-	e	b	a	false
-	e	b	e	false
-	e	b	l	false
-	e	b	o	false
-	e	b	r	false
-	e	b	u	false
-	e	c	a	false
-	e	c	h	false
-	e	c	l	false
-	e	c	o	false
-	e	c	p	true
-	e	c	r	false
-	e	c	t	true
-	e	c	u	false
-	e	c	v	false
-	e	c	v	true
-	e	c	z	true
-	e	d	a	false
-	e	d	e	false
-	e	d	i	false
-	e	d	o	false
-	e	d	u	false
-	e	f	e	false
-	e	f	i	false
-	e	f	l	false
-	e	f	o	false
-	e	f	r	false
-	e	f	u	false
-	e	g	a	false
-	e	g	e	false
-	e	g	h	false
-	e	g	i	false
-	e	g	l	false
-	e	g	o	false
-	e	g	r	false
-	e	g	u	false
-	e	h	e	false
-	e	h	o	false
-	e	i	c	true
-	e	i	d	true
-	e	i	f	true
-	e	i	n	false
-	e	i	n	true
-	e	j	a	false
-	e	j	e	false
-	e	l	a	false
-	e	l	c	true
-	e	l	e	false
-	e	l	f	false
-	e	l	f	true
-	e	l	i	false
-	e	l	o	false
-	e	l	u	false
-	e	l	v	true
-	e	l	z	true
-	e	m	a	false
-	e	m	b	true
-	e	m	e	false
-	e	m	f	true
-	e	m	i	false
-	e	m	o	false
-	e	m	p	false
-	e	m	p	true
-	e	m	u	false
-	e	n	a	false
-	e	n	a	true
-	e	n	c	true
-	e	n	d	false
-	e	n	d	true
-	e	n	e	false
-	e	n	f	true
-	e	n	g	true
-	e	n	i	false
-	e	n	j	true
-	e	n	o	false
-	e	n	o	true
-	e	n	s	true
-	e	n	t	false
-	e	n	t	true
-	e	n	u	false
-	e	n	u	true
-	e	n	z	true
-	e	o	a	true
-	e	o	b	true
-	e	o	c	true
-	e	o	l	true
-	e	o	n	false
-	e	o	n	true
-	e	o	z	true
-	e	p	a	false
-	e	p	e	false
-	e	p	i	false
-	e	p	o	false
-	e	p	r	false
-	e	p	s	true
-	e	p	u	false
-	e	r	a	false
-	e	r	b	true
-	e	r	d	true
-	e	r	e	false
-	e	r	g	false
-	e	r	g	true
-	e	r	i	false
-	e	r	m	true
-	e	r	o	false
-	e	r	p	true
-	e	r	u	false
-	e	r	z	true
-	e	r	ă	false
-	e	s	a	false
-	e	s	c	true
-	e	s	e	false
-	e	s	h	false
-	e	s	k	true
-	e	s	o	false
-	e	s	p	true
-	e	s	t	false
-	e	s	t	true
-	e	t	a	false
-	e	t	c	true
-	e	t	e	false
-	e	t	i	false
-	e	t	m	true
-	e	t	n	true
-	e	t	o	false
-	e	t	r	false
-	e	t	u	false
-	e	t	ă	false
-	e	u	c	true
-	e	u	d	true
-	e	u	f	true
-	e	u	g	true
-	e	u	h	true
-	e	u	m	true
-	e	u	n	true
-	e	u	p	true
-	e	u	r	false
-	e	u	r	true
-	e	u	s	true
-	e	u	t	true
-	e	v	a	false
-	e	v	e	false
-	e	v	g	true
-	e	v	i	false
-	e	v	l	false
-	e	v	o	false
-	e	v	r	false
-	e	v	u	false
-	e	x	a	false
-	e	x	a	true
-	e	x	c	true
-	e	x	e	false
-	e	x	f	true
-	e	x	h	true
-	e	x	i	false
-	e	x	m	true
-	e	x	o	false
-	e	x	o	true
-	e	x	p	false
-	e	x	p	true
-	e	x	s	true
-	e	x	t	true
-	e	x	u	false
-	e	x	u	true
-	e	x	î	false
-	e	x	î	true
-	e	z	e	false
-	e	z	i	false
-	e	z	o	false
-	e	ș	a	false
-	e	ș	e	false
-	e	ș	i	false
-	e	ș	t	false
-	e	ș	u	false
-	f	a	b	true
-	f	a	c	false
-	f	a	c	true
-	f	a	d	false
-	f	a	d	true
-	f	a	e	true
-	f	a	g	false
-	f	a	g	true
-	f	a	i	false
-	f	a	i	true
-	f	a	l	false
-	f	a	l	true
-	f	a	m	true
-	f	a	n	false
-	f	a	n	true
-	f	a	p	false
-	f	a	r	false
-	f	a	r	true
-	f	a	s	false
-	f	a	s	true
-	f	a	t	true
-	f	a	u	false
-	f	a	u	true
-	f	a	v	true
-	f	a	x	false
-	f	a	x	true
-	f	a	z	false
-	f	a	z	true
-	f	a	ș	false
-	f	a	ș	true
-	f	a	ț	true
-	f	e	b	true
-	f	e	c	true
-	f	e	d	true
-	f	e	e	true
-	f	e	l	false
-	f	e	l	true
-	f	e	m	true
-	f	e	n	false
-	f	e	n	true
-	f	e	r	false
-	f	e	r	true
-	f	e	s	false
-	f	e	s	true
-	f	e	t	true
-	f	e	u	false
-	f	e	u	true
-	f	e	z	true
-	f	e	ș	false
-	f	e	ș	true
-	f	e	ț	false
-	f	e	ț	true
-	f	i	a	false
-	f	i	a	true
-	f	i	b	true
-	f	i	c	false
-	f	i	c	true
-	f	i	d	true
-	f	i	e	false
-	f	i	e	true
-	f	i	g	true
-	f	i	i	false
-	f	i	i	true
-	f	i	j	true
-	f	i	l	false
-	f	i	l	true
-	f	i	m	false
-	f	i	n	false
-	f	i	n	true
-	f	i	o	false
-	f	i	o	true
-	f	i	r	false
-	f	i	r	true
-	f	i	s	false
-	f	i	s	true
-	f	i	t	false
-	f	i	t	true
-	f	i	u	false
-	f	i	u	true
-	f	i	x	false
-	f	i	x	true
-	f	i	z	true
-	f	i	ș	false
-	f	i	ș	true
-	f	i	ț	false
-	f	i	ț	true
-	f	l	a	false
-	f	l	e	false
-	f	l	i	false
-	f	l	o	false
-	f	l	u	false
-	f	l	ă	false
-	f	o	a	false
-	f	o	b	false
-	f	o	b	true
-	f	o	c	false
-	f	o	c	true
-	f	o	d	true
-	f	o	f	true
-	f	o	i	false
-	f	o	i	true
-	f	o	j	false
-	f	o	l	false
-	f	o	l	true
-	f	o	m	true
-	f	o	n	false
-	f	o	n	true
-	f	o	r	false
-	f	o	r	true
-	f	o	s	false
-	f	o	s	true
-	f	o	t	false
-	f	o	t	true
-	f	o	u	false
-	f	o	v	true
-	f	o	x	false
-	f	o	x	true
-	f	o	ș	false
-	f	o	ș	true
-	f	o	ț	false
-	f	o	ț	true
-	f	r	a	false
-	f	r	e	false
-	f	r	i	false
-	f	r	o	false
-	f	r	u	false
-	f	r	â	false
-	f	r	ă	false
-	f	t	a	false
-	f	t	i	false
-	f	t	o	false
-	f	u	c	false
-	f	u	c	true
-	f	u	d	true
-	f	u	e	false
-	f	u	e	true
-	f	u	f	true
-	f	u	g	false
-	f	u	g	true
-	f	u	i	false
-	f	u	i	true
-	f	u	l	false
-	f	u	l	true
-	f	u	m	false
-	f	u	m	true
-	f	u	n	false
-	f	u	n	true
-	f	u	r	false
-	f	u	r	true
-	f	u	s	false
-	f	u	s	true
-	f	u	t	false
-	f	u	t	true
-	f	u	x	false
-	f	u	x	true
-	f	u	z	true
-	f	u	ș	false
-	f	u	ș	true
-	f	u	ț	false
-	f	â	l	false
-	f	â	n	false
-	f	â	n	true
-	f	â	r	false
-	f	â	s	false
-	f	â	s	true
-	f	â	ș	false
-	f	â	ș	true
-	f	â	ț	false
-	f	â	ț	true
-	f	ă	c	true
-	f	ă	g	true
-	f	ă	i	true
-	f	ă	l	false
-	f	ă	l	true
-	f	ă	p	false
-	f	ă	r	false
-	f	ă	r	true
-	f	ă	t	false
-	f	ă	t	true
-	f	ă	u	true
-	f	ă	z	true
-	f	ă	ț	true
-	g	a	b	true
-	g	a	c	false
-	g	a	d	false
-	g	a	d	true
-	g	a	e	true
-	g	a	f	true
-	g	a	g	false
-	g	a	g	true
-	g	a	i	false
-	g	a	i	true
-	g	a	j	false
-	g	a	j	true
-	g	a	l	false
-	g	a	l	true
-	g	a	m	false
-	g	a	m	true
-	g	a	n	false
-	g	a	n	true
-	g	a	o	true
-	g	a	p	false
-	g	a	p	true
-	g	a	r	false
-	g	a	r	true
-	g	a	s	false
-	g	a	t	false
-	g	a	t	true
-	g	a	u	false
-	g	a	u	true
-	g	a	v	true
-	g	a	z	false
-	g	a	z	true
-	g	a	ș	false
-	g	a	ș	true
-	g	e	a	false
-	g	e	a	true
-	g	e	b	true
-	g	e	c	false
-	g	e	f	true
-	g	e	l	false
-	g	e	l	true
-	g	e	m	false
-	g	e	m	true
-	g	e	n	false
-	g	e	n	true
-	g	e	o	false
-	g	e	o	true
-	g	e	p	true
-	g	e	r	false
-	g	e	r	true
-	g	e	s	false
-	g	e	t	false
-	g	e	t	true
-	g	e	v	true
-	g	e	ț	false
-	g	e	ț	true
-	g	h	a	false
-	g	h	e	false
-	g	h	i	false
-	g	i	a	false
-	g	i	b	false
-	g	i	b	true
-	g	i	g	false
-	g	i	g	true
-	g	i	l	false
-	g	i	l	true
-	g	i	m	false
-	g	i	m	true
-	g	i	n	false
-	g	i	n	true
-	g	i	o	false
-	g	i	p	false
-	g	i	r	false
-	g	i	r	true
-	g	i	s	false
-	g	i	u	false
-	g	i	u	true
-	g	l	a	false
-	g	l	e	false
-	g	l	i	false
-	g	l	o	false
-	g	l	u	false
-	g	l	ă	false
-	g	n	a	false
-	g	n	o	false
-	g	n	u	false
-	g	o	a	false
-	g	o	b	true
-	g	o	d	true
-	g	o	e	true
-	g	o	f	true
-	g	o	g	false
-	g	o	g	true
-	g	o	i	false
-	g	o	l	false
-	g	o	l	true
-	g	o	m	false
-	g	o	m	true
-	g	o	n	false
-	g	o	n	true
-	g	o	p	true
-	g	o	r	false
-	g	o	r	true
-	g	o	s	false
-	g	o	s	true
-	g	o	t	false
-	g	o	t	true
-	g	o	z	false
-	g	o	z	true
-	g	o	ș	false
-	g	o	ț	false
-	g	o	ț	true
-	g	r	a	false
-	g	r	e	false
-	g	r	i	false
-	g	r	o	false
-	g	r	u	false
-	g	r	â	false
-	g	r	ă	false
-	g	u	a	false
-	g	u	b	true
-	g	u	d	true
-	g	u	e	false
-	g	u	g	false
-	g	u	g	true
-	g	u	i	false
-	g	u	i	true
-	g	u	j	true
-	g	u	l	false
-	g	u	l	true
-	g	u	m	true
-	g	u	n	true
-	g	u	p	true
-	g	u	r	false
-	g	u	r	true
-	g	u	s	false
-	g	u	s	true
-	g	u	t	true
-	g	u	v	true
-	g	u	z	false
-	g	u	z	true
-	g	u	ș	false
-	g	u	ș	true
-	g	â	d	true
-	g	â	f	true
-	g	â	g	true
-	g	â	j	true
-	g	â	l	false
-	g	â	n	false
-	g	â	r	false
-	g	â	r	true
-	g	â	s	false
-	g	â	t	false
-	g	â	t	true
-	g	â	z	false
-	g	â	z	true
-	g	â	ș	false
-	g	ă	b	false
-	g	ă	b	true
-	g	ă	g	true
-	g	ă	i	false
-	g	ă	i	true
-	g	ă	l	false
-	g	ă	l	true
-	g	ă	m	true
-	g	ă	o	true
-	g	ă	r	false
-	g	ă	r	true
-	g	ă	s	true
-	g	ă	t	true
-	g	ă	u	false
-	g	ă	u	true
-	g	ă	v	true
-	g	ă	z	false
-	g	ă	z	true
-	g	ă	ș	false
-	h	a	b	true
-	h	a	c	false
-	h	a	c	true
-	h	a	d	true
-	h	a	f	false
-	h	a	f	true
-	h	a	g	true
-	h	a	h	false
-	h	a	h	true
-	h	a	i	false
-	h	a	i	true
-	h	a	l	false
-	h	a	l	true
-	h	a	m	false
-	h	a	m	true
-	h	a	n	false
-	h	a	n	true
-	h	a	o	true
-	h	a	p	false
-	h	a	p	true
-	h	a	r	false
-	h	a	r	true
-	h	a	s	false
-	h	a	s	true
-	h	a	t	false
-	h	a	t	true
-	h	a	u	false
-	h	a	v	true
-	h	a	y	true
-	h	a	z	false
-	h	a	z	true
-	h	a	ș	false
-	h	a	ș	true
-	h	a	ț	false
-	h	a	ț	true
-	h	e	a	false
-	h	e	b	false
-	h	e	b	true
-	h	e	c	false
-	h	e	c	true
-	h	e	d	true
-	h	e	g	true
-	h	e	h	true
-	h	e	i	false
-	h	e	i	true
-	h	e	l	false
-	h	e	l	true
-	h	e	m	false
-	h	e	m	true
-	h	e	n	false
-	h	e	n	true
-	h	e	p	false
-	h	e	p	true
-	h	e	r	false
-	h	e	r	true
-	h	e	s	false
-	h	e	t	true
-	h	e	v	true
-	h	e	x	false
-	h	e	x	true
-	h	i	a	true
-	h	i	b	true
-	h	i	c	false
-	h	i	c	true
-	h	i	d	false
-	h	i	d	true
-	h	i	e	false
-	h	i	e	true
-	h	i	f	true
-	h	i	g	true
-	h	i	l	false
-	h	i	l	true
-	h	i	m	true
-	h	i	n	false
-	h	i	o	false
-	h	i	o	true
-	h	i	p	false
-	h	i	p	true
-	h	i	r	false
-	h	i	r	true
-	h	i	s	false
-	h	i	t	false
-	h	i	t	true
-	h	l	a	false
-	h	l	e	false
-	h	l	i	false
-	h	l	u	false
-	h	o	a	false
-	h	o	b	false
-	h	o	b	true
-	h	o	c	true
-	h	o	d	true
-	h	o	g	false
-	h	o	g	true
-	h	o	h	true
-	h	o	i	false
-	h	o	j	false
-	h	o	l	false
-	h	o	l	true
-	h	o	m	true
-	h	o	n	false
-	h	o	n	true
-	h	o	p	false
-	h	o	p	true
-	h	o	r	false
-	h	o	r	true
-	h	o	s	false
-	h	o	t	false
-	h	o	t	true
-	h	o	v	true
-	h	o	ț	false
-	h	o	ț	true
-	h	r	a	false
-	h	r	c	false
-	h	r	e	false
-	h	r	i	false
-	h	r	o	false
-	h	r	u	false
-	h	r	ă	false
-	h	t	o	false
-	h	u	b	true
-	h	u	c	false
-	h	u	c	true
-	h	u	d	true
-	h	u	g	true
-	h	u	h	true
-	h	u	i	false
-	h	u	i	true
-	h	u	l	false
-	h	u	l	true
-	h	u	m	true
-	h	u	n	false
-	h	u	n	true
-	h	u	o	true
-	h	u	r	false
-	h	u	r	true
-	h	u	s	false
-	h	u	s	true
-	h	u	t	true
-	h	u	z	false
-	h	u	z	true
-	h	u	ș	false
-	h	u	ș	true
-	h	u	ț	true
-	h	â	c	false
-	h	â	c	true
-	h	â	d	false
-	h	â	d	true
-	h	â	i	true
-	h	â	n	false
-	h	â	r	false
-	h	â	r	true
-	h	â	t	true
-	h	â	z	false
-	h	â	z	true
-	h	â	ș	false
-	h	â	ș	true
-	h	â	ț	false
-	h	â	ț	true
-	h	ă	b	true
-	h	ă	c	false
-	h	ă	c	true
-	h	ă	d	true
-	h	ă	h	true
-	h	ă	i	false
-	h	ă	i	true
-	h	ă	l	false
-	h	ă	l	true
-	h	ă	m	true
-	h	ă	p	false
-	h	ă	p	true
-	h	ă	r	false
-	h	ă	r	true
-	h	ă	t	false
-	h	ă	t	true
-	h	ă	u	false
-	h	ă	u	true
-	h	ă	z	true
-	h	ă	ș	false
-	h	ă	ț	false
-	h	ă	ț	true
-	i	a	c	false
-	i	a	c	true
-	i	a	d	false
-	i	a	d	true
-	i	a	h	false
-	i	a	l	true
-	i	a	m	false
-	i	a	m	true
-	i	a	n	false
-	i	a	n	true
-	i	a	p	true
-	i	a	r	false
-	i	a	r	true
-	i	a	s	false
-	i	a	s	true
-	i	a	t	true
-	i	a	u	false
-	i	a	u	true
-	i	a	v	true
-	i	a	z	false
-	i	a	z	true
-	i	a	ș	false
-	i	b	e	false
-	i	b	i	false
-	i	b	i	true
-	i	b	o	false
-	i	b	r	false
-	i	b	u	false
-	i	b	â	false
-	i	c	a	false
-	i	c	h	false
-	i	c	i	false
-	i	c	n	true
-	i	c	o	false
-	i	c	r	false
-	i	c	t	true
-	i	c	u	false
-	i	d	e	false
-	i	d	i	false
-	i	d	o	false
-	i	e	d	false
-	i	e	d	true
-	i	e	f	false
-	i	e	f	true
-	i	e	i	false
-	i	e	l	false
-	i	e	l	true
-	i	e	n	true
-	i	e	p	true
-	i	e	r	false
-	i	e	r	true
-	i	e	s	false
-	i	e	s	true
-	i	e	t	true
-	i	e	z	false
-	i	e	z	true
-	i	e	ș	false
-	i	e	ș	true
-	i	f	i	false
-	i	f	o	false
-	i	g	h	false
-	i	g	i	false
-	i	g	l	false
-	i	g	n	false
-	i	g	n	true
-	i	g	r	false
-	i	g	u	false
-	i	h	a	false
-	i	h	n	true
-	i	h	t	true
-	i	i	i	false
-	i	i	l	true
-	i	i	ș	true
-	i	j	d	true
-	i	j	e	false
-	i	k	e	false
-	i	l	a	false
-	i	l	e	false
-	i	l	f	true
-	i	l	i	false
-	i	l	l	true
-	i	l	m	true
-	i	l	o	false
-	i	l	u	false
-	i	l	ă	false
-	i	m	a	false
-	i	m	b	true
-	i	m	e	false
-	i	m	i	false
-	i	m	n	false
-	i	m	n	true
-	i	m	o	false
-	i	m	p	false
-	i	m	p	true
-	i	m	u	false
-	i	n	a	false
-	i	n	a	true
-	i	n	c	false
-	i	n	c	true
-	i	n	d	false
-	i	n	d	true
-	i	n	e	false
-	i	n	e	true
-	i	n	f	true
-	i	n	g	true
-	i	n	h	true
-	i	n	i	false
-	i	n	i	true
-	i	n	j	true
-	i	n	n	true
-	i	n	o	false
-	i	n	o	true
-	i	n	p	true
-	i	n	s	false
-	i	n	s	true
-	i	n	t	true
-	i	n	u	false
-	i	n	u	true
-	i	n	v	true
-	i	n	ă	false
-	i	n	ș	false
-	i	n	ș	true
-	i	o	a	false
-	i	o	b	true
-	i	o	c	false
-	i	o	d	false
-	i	o	d	true
-	i	o	f	false
-	i	o	l	true
-	i	o	n	false
-	i	o	n	true
-	i	o	r	false
-	i	o	t	false
-	i	o	t	true
-	i	o	v	false
-	i	o	v	true
-	i	p	a	false
-	i	p	e	false
-	i	p	i	false
-	i	p	o	false
-	i	p	s	true
-	i	r	a	false
-	i	r	b	true
-	i	r	e	false
-	i	r	i	false
-	i	r	l	true
-	i	r	m	true
-	i	r	o	false
-	i	r	u	false
-	i	s	a	false
-	i	s	c	false
-	i	s	c	true
-	i	s	i	false
-	i	s	l	true
-	i	s	m	true
-	i	s	n	true
-	i	s	o	false
-	i	s	p	true
-	i	s	t	false
-	i	s	t	true
-	i	t	a	false
-	i	t	e	false
-	i	t	i	false
-	i	u	b	true
-	i	u	d	true
-	i	u	f	false
-	i	u	g	true
-	i	u	i	false
-	i	u	i	true
-	i	u	l	true
-	i	u	n	false
-	i	u	n	true
-	i	u	r	false
-	i	u	r	true
-	i	u	s	false
-	i	u	s	true
-	i	u	t	true
-	i	u	z	false
-	i	u	ș	false
-	i	u	ț	false
-	i	u	ț	true
-	i	v	e	false
-	i	v	i	false
-	i	v	o	false
-	i	v	ă	false
-	i	z	a	false
-	i	z	a	true
-	i	z	b	true
-	i	z	d	true
-	i	z	e	false
-	i	z	g	true
-	i	z	i	false
-	i	z	l	true
-	i	z	m	true
-	i	z	n	true
-	i	z	o	false
-	i	z	r	true
-	i	z	u	false
-	i	z	v	true
-	i	ș	a	false
-	i	ș	l	true
-	i	ș	t	false
-	i	ș	t	true
-	i	ț	a	false
-	i	ț	e	false
-	i	ț	i	false
-	i	ț	ă	false
-	j	a	b	false
-	j	a	b	true
-	j	a	c	false
-	j	a	c	true
-	j	a	d	false
-	j	a	d	true
-	j	a	f	false
-	j	a	f	true
-	j	a	g	true
-	j	a	i	false
-	j	a	i	true
-	j	a	l	false
-	j	a	l	true
-	j	a	m	false
-	j	a	m	true
-	j	a	n	false
-	j	a	n	true
-	j	a	p	false
-	j	a	p	true
-	j	a	r	false
-	j	a	r	true
-	j	a	s	false
-	j	a	v	true
-	j	a	z	false
-	j	a	z	true
-	j	d	e	false
-	j	e	b	false
-	j	e	b	true
-	j	e	c	false
-	j	e	f	true
-	j	e	g	false
-	j	e	g	true
-	j	e	j	true
-	j	e	l	true
-	j	e	m	true
-	j	e	n	false
-	j	e	n	true
-	j	e	p	false
-	j	e	p	true
-	j	e	r	false
-	j	e	r	true
-	j	e	t	false
-	j	e	t	true
-	j	e	ț	false
-	j	e	ț	true
-	j	g	h	false
-	j	i	a	true
-	j	i	c	true
-	j	i	d	true
-	j	i	e	false
-	j	i	e	true
-	j	i	g	false
-	j	i	g	true
-	j	i	h	true
-	j	i	l	false
-	j	i	l	true
-	j	i	m	false
-	j	i	n	false
-	j	i	p	false
-	j	i	p	true
-	j	i	r	false
-	j	i	r	true
-	j	i	t	false
-	j	i	t	true
-	j	i	v	true
-	j	n	a	false
-	j	n	e	false
-	j	n	ă	false
-	j	o	a	false
-	j	o	b	false
-	j	o	b	true
-	j	o	c	false
-	j	o	c	true
-	j	o	f	true
-	j	o	g	true
-	j	o	i	false
-	j	o	i	true
-	j	o	j	true
-	j	o	n	false
-	j	o	r	false
-	j	o	s	false
-	j	o	s	true
-	j	o	t	true
-	j	o	u	false
-	j	o	v	true
-	j	o	ș	false
-	j	u	b	true
-	j	u	c	true
-	j	u	d	true
-	j	u	g	false
-	j	u	g	true
-	j	u	i	true
-	j	u	j	true
-	j	u	l	false
-	j	u	l	true
-	j	u	m	true
-	j	u	n	false
-	j	u	n	true
-	j	u	p	true
-	j	u	r	false
-	j	u	r	true
-	j	u	s	false
-	j	u	v	true
-	j	u	x	false
-	j	u	z	false
-	j	u	z	true
-	j	u	ș	false
-	j	ă	c	false
-	j	ă	c	true
-	j	ă	l	false
-	j	ă	p	false
-	j	ă	r	false
-	j	ă	r	true
-	k	a	b	true
-	k	a	i	false
-	k	a	i	true
-	k	a	k	true
-	k	a	l	true
-	k	a	m	false
-	k	a	m	true
-	k	a	n	false
-	k	a	o	true
-	k	a	p	false
-	k	a	r	false
-	k	a	r	true
-	k	a	s	true
-	k	a	v	true
-	k	a	z	true
-	k	e	d	true
-	k	e	l	false
-	k	e	n	false
-	k	e	n	true
-	k	e	r	false
-	k	e	r	true
-	k	e	t	true
-	k	e	y	false
-	k	h	m	false
-	k	i	d	false
-	k	i	e	false
-	k	i	l	false
-	k	i	l	true
-	k	i	m	false
-	k	i	m	true
-	k	i	n	true
-	k	i	r	false
-	k	i	s	true
-	k	i	t	false
-	k	i	t	true
-	k	i	w	true
-	k	i	ș	false
-	k	l	i	false
-	k	o	a	true
-	k	o	b	true
-	k	o	d	true
-	k	o	i	false
-	k	o	v	true
-	k	r	a	false
-	k	r	e	false
-	k	r	i	false
-	k	r	o	false
-	k	u	n	false
-	k	u	r	false
-	k	u	r	true
-	k	u	w	true
-	l	a	b	false
-	l	a	b	true
-	l	a	c	false
-	l	a	c	true
-	l	a	d	true
-	l	a	f	false
-	l	a	f	true
-	l	a	g	false
-	l	a	g	true
-	l	a	h	true
-	l	a	i	false
-	l	a	i	true
-	l	a	l	true
-	l	a	m	false
-	l	a	m	true
-	l	a	n	false
-	l	a	n	true
-	l	a	o	true
-	l	a	p	true
-	l	a	r	false
-	l	a	r	true
-	l	a	s	false
-	l	a	s	true
-	l	a	t	false
-	l	a	t	true
-	l	a	u	false
-	l	a	u	true
-	l	a	v	true
-	l	a	x	false
-	l	a	x	true
-	l	a	z	true
-	l	a	ș	false
-	l	a	ș	true
-	l	a	ț	false
-	l	a	ț	true
-	l	e	a	false
-	l	e	a	true
-	l	e	b	true
-	l	e	c	false
-	l	e	c	true
-	l	e	d	false
-	l	e	d	true
-	l	e	f	false
-	l	e	f	true
-	l	e	g	false
-	l	e	g	true
-	l	e	h	false
-	l	e	h	true
-	l	e	i	false
-	l	e	i	true
-	l	e	j	true
-	l	e	k	false
-	l	e	l	true
-	l	e	m	false
-	l	e	m	true
-	l	e	n	false
-	l	e	n	true
-	l	e	o	false
-	l	e	o	true
-	l	e	p	false
-	l	e	p	true
-	l	e	r	false
-	l	e	r	true
-	l	e	s	false
-	l	e	s	true
-	l	e	t	false
-	l	e	t	true
-	l	e	u	false
-	l	e	u	true
-	l	e	v	true
-	l	e	x	true
-	l	e	z	false
-	l	e	z	true
-	l	e	ș	false
-	l	e	ș	true
-	l	e	ț	false
-	l	e	ț	true
-	l	i	a	false
-	l	i	a	true
-	l	i	b	true
-	l	i	c	false
-	l	i	c	true
-	l	i	d	true
-	l	i	e	false
-	l	i	e	true
-	l	i	f	false
-	l	i	g	false
-	l	i	g	true
-	l	i	h	false
-	l	i	l	true
-	l	i	m	false
-	l	i	m	true
-	l	i	n	false
-	l	i	n	true
-	l	i	o	false
-	l	i	o	true
-	l	i	p	false
-	l	i	p	true
-	l	i	r	true
-	l	i	s	false
-	l	i	s	true
-	l	i	t	false
-	l	i	t	true
-	l	i	u	false
-	l	i	v	true
-	l	i	z	true
-	l	i	ș	false
-	l	i	ș	true
-	l	i	ț	true
-	l	o	a	false
-	l	o	b	false
-	l	o	b	true
-	l	o	c	false
-	l	o	c	true
-	l	o	d	false
-	l	o	d	true
-	l	o	g	false
-	l	o	g	true
-	l	o	h	true
-	l	o	i	false
-	l	o	i	true
-	l	o	j	false
-	l	o	j	true
-	l	o	l	true
-	l	o	m	false
-	l	o	m	true
-	l	o	n	false
-	l	o	p	true
-	l	o	r	false
-	l	o	r	true
-	l	o	s	false
-	l	o	s	true
-	l	o	t	false
-	l	o	t	true
-	l	o	v	true
-	l	o	x	true
-	l	o	z	false
-	l	o	z	true
-	l	o	ț	true
-	l	u	a	true
-	l	u	b	true
-	l	u	c	false
-	l	u	c	true
-	l	u	d	false
-	l	u	d	true
-	l	u	e	true
-	l	u	f	false
-	l	u	f	true
-	l	u	g	true
-	l	u	i	false
-	l	u	j	true
-	l	u	l	true
-	l	u	m	false
-	l	u	m	true
-	l	u	n	false
-	l	u	n	true
-	l	u	p	false
-	l	u	p	true
-	l	u	r	true
-	l	u	s	false
-	l	u	s	true
-	l	u	t	false
-	l	u	t	true
-	l	u	x	false
-	l	u	x	true
-	l	u	z	false
-	l	u	â	true
-	l	u	ă	false
-	l	u	ă	true
-	l	u	ș	false
-	l	u	ș	true
-	l	â	n	false
-	l	â	n	true
-	l	ă	b	true
-	l	ă	c	true
-	l	ă	d	true
-	l	ă	f	true
-	l	ă	i	false
-	l	ă	i	true
-	l	ă	l	true
-	l	ă	m	false
-	l	ă	m	true
-	l	ă	n	false
-	l	ă	o	true
-	l	ă	p	false
-	l	ă	r	false
-	l	ă	r	true
-	l	ă	s	false
-	l	ă	s	true
-	l	ă	t	true
-	l	ă	u	true
-	l	ă	v	true
-	l	ă	z	false
-	l	ă	z	true
-	l	ă	ț	true
-	m	a	a	true
-	m	a	c	false
-	m	a	c	true
-	m	a	d	false
-	m	a	d	true
-	m	a	e	true
-	m	a	f	true
-	m	a	g	false
-	m	a	g	true
-	m	a	h	false
-	m	a	h	true
-	m	a	i	false
-	m	a	i	true
-	m	a	j	true
-	m	a	k	true
-	m	a	l	false
-	m	a	l	true
-	m	a	m	false
-	m	a	m	true
-	m	a	n	false
-	m	a	n	true
-	m	a	o	true
-	m	a	p	true
-	m	a	q	true
-	m	a	r	false
-	m	a	r	true
-	m	a	s	false
-	m	a	s	true
-	m	a	t	false
-	m	a	t	true
-	m	a	u	false
-	m	a	u	true
-	m	a	v	true
-	m	a	x	true
-	m	a	z	false
-	m	a	z	true
-	m	a	ș	false
-	m	a	ș	true
-	m	a	ț	false
